N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	65
2	то есть	1	45
3	и др	1	24
4	как бы	9	22
5	и не	26	22
6	вовсе не	7	18
7	и т.п	1	17
8	в том	6	16
9	в этом	14	15
10	но в	5	14
11	в нем	28	13
12	нового времени	1	13
13	мы уже	1	12
14	и на	3	11
15	прежде всего	2	11
16	все эти	10	10
17	не только	5	10
18	и его	17	10
19	так и	2	10
20	но и	9	10
21	и потому	2	10
22	во всех	11	9
23	в его	40	9
24	все это	10	9
25	всех этих	3	8
26	в своем	16	8
27	в основе	5	8
28	в духе	1	8
29	культуры и	5	8
30	и даже	1	8
31	здесь в	1	8
32	по своему	3	8
33	его в	5	7
34	точки зрения	12	7
35	в области	2	7
36	только в	16	7
37	жизни и	8	7
38	на самом	3	6
39	в ней	3	6
40	еще не	4	6
41	все же	5	6
42	главным образом	1	6
43	при этом	4	6
44	том что	4	6
45	в отношении	1	6
46	никогда не	5	6
47	времени и	4	6
48	нашей работы	1	6
49	в значительной	1	6
50	в литературе	1	6
51	одно из	1	6
52	так как	1	6
53	может быть	45	6
54	не знает	5	6
55	с его	1	5
56	как в	2	5
57	рядом с	3	5
58	как и	5	5
59	в своей	10	5
60	потому что	2	5
61	той или	3	5
62	между тем	4	5
63	для него	8	5
64	в одном	4	5
65	или иной	2	5
66	и пр	3	5
67	превращается в	1	5
68	связь с	1	5
69	и все	7	5
70	еще более	2	5
71	в своих	3	5
72	жизни в	5	5
73	в средние	1	4
74	и до	1	4
75	и к	1	4
76	поэтому и	1	4
77	в самом	1	4
78	в этой	2	4
79	входит в	3	4
80	в их	8	4
81	мысли и	1	4
82	не в	12	4
83	можно только	1	4
84	в жизни	2	4
85	отношение к	5	4
86	это уже	2	4
87	мира и	4	4
88	для нас	4	4
89	между ними	1	4
90	средние века	1	4
91	культуры в	1	4
92	совершенно не	6	4
93	это в	1	4
94	можно говорить	1	3
95	самом деле	3	3
96	жизни как	5	3
97	конечно и	1	3
98	мы будем	1	3
99	жить и	2	3
100	менее всего	6	3
101	не просто	1	3
102	в себя	7	3
103	уже не	7	3
104	но все	5	3
105	то что	7	3
106	в себе	21	3
107	перестает быть	1	3
108	и с	1	3
109	и других	2	3
110	это не	10	3
111	весь мир	2	3
112	в ее	16	3
113	он и	2	3
114	с точки	9	3
115	мир и	1	3
116	но это	6	3
117	ничего не	3	3
118	по своей	1	3
119	и здесь	7	3
120	всегда в	1	3
121	в виду	3	3
122	средних веков	1	3
123	с ним	5	3
124	о нем	4	3
125	и во	1	3
126	к нему	12	3
127	во всей	4	3
128	что он	2	3
129	но как	5	3
130	и новое	1	3
131	мир в	11	3
132	друг друга	1	3
133	как раз	1	3
134	и эта	2	3
135	мира в	6	3
136	нет ничего	1	3
137	и их	6	3
138	но для	2	3
139	не является	1	3
140	и ни	3	3
141	не может	27	3
142	что в	4	3
143	в искусстве	1	3
144	отношения к	1	2
145	мы здесь	2	2
146	в чужой	1	2
147	это очень	1	2
148	видеть в	1	2
149	из всех	1	2
150	и само	1	2
151	всех его	2	2
152	не была	1	2
153	бы ни	1	2
154	так называемые	1	2
155	и он	1	2
156	в чем	4	2
157	различия между	1	2
158	но не	12	2
159	нет и	3	2
160	мы дадим	1	2
161	как начало	1	2
162	и наконец	1	2
163	его к	2	2
164	в чисто	1	2
165	начало здесь	1	2
166	он не	6	2
167	не к	1	2
168	на его	1	2
169	новое и	1	2
170	его от	1	2
171	и по	1	2
172	эта же	1	2
173	значительной степени	1	2
174	а затем	1	2
175	конечно в	2	2
176	на все	1	2
177	большинстве случаев	1	2
178	это было	2	2
179	это целое	2	2
180	были в	1	2
181	жизни но	3	2
182	в этих	1	2
183	от своего	1	2
184	веков и	1	2
185	но эта	5	2
186	игра в	1	2
187	быть правильно	1	2
188	их в	1	2
189	бы быть	5	2
190	этот мир	2	2
191	и очень	1	2
192	раз и	2	2
193	при всех	1	2
194	дело в	2	2
195	здесь на	1	2
196	в процессе	2	2
197	образом в	1	2
198	нем в	1	2
199	и вечность	1	2
200	во всем	7	2
201	в мир	1	2
202	к себе	2	2
203	и именно	2	2
204	есть только	1	2
205	могут быть	3	2
206	к тому	1	2
207	и это	12	2
208	но при	1	2
209	и этим	3	2
210	приводит к	1	2
211	особенно в	1	2
212	во второй	1	2
213	поэтому в	1	2
214	связанная с	1	2
215	знает и	2	2
216	и начало	1	2
217	о том	3	2
218	второй половине	1	2
219	можно сказать	1	2
220	основе своей	2	2
221	ни на	1	2
222	но с	1	2
223	мы видим	1	2
224	мистерий в	1	2
225	в большинстве	1	2
226	только на	1	2
227	и чисто	1	2
228	не для	1	2
229	от того	3	2
230	смерти и	1	2
231	что не	3	2
232	до конца	3	2
233	несмотря на	1	2
234	людьми и	1	2
235	и так	1	2
236	книге о	1	2
237	его на	2	2
238	быть только	8	2
239	в это	2	2
240	того что	3	2
241	что мы	1	2
242	в целом	10	2
243	между прочим	1	2
244	и для	9	2
245	мы найдем	1	2
246	при таком	1	2
247	и от	1	2
248	не подлежит	1	2
249	это можно	2	2
250	или в	1	2
251	хотя и	1	2
252	совершенно иной	1	2
253	от него	3	2
254	ни к	2	2
255	же в	1	2
256	мира он	1	2
257	себе самому	1	2
258	одновременно и	1	2
259	основе его	1	2
260	бытия по	1	1
261	даны здесь	1	1
262	функции в	1	1
263	в эстетике	1	1
264	это и	2	1
