N	3gram	Losev_Dial_3	Problemy
1	с точки зрения	14	8
2	до сих пор	1	7
3	сам по себе	5	5
4	то же время	1	5
5	в то же	1	5
6	и не может	1	4
7	как и все	2	4
8	сама по себе	4	4
9	не может быть	6	4
10	в самом деле	5	4
11	и т д	23	4
12	более или менее	1	3
13	к тому же	2	3
14	с другой стороны	2	3
15	той или иной	2	3
16	о себе самом	1	3
17	как и в	3	3
18	хотя и не	2	2
19	как раз и	3	2
20	друг на друга	1	2
21	и та же	1	2
22	того и другого	1	2
23	это вовсе не	1	2
24	и то же	2	2
25	то время как	4	2
26	одно и то	2	2
27	одна и та	1	2
28	я не могу	1	2
29	ту же тему	1	2
30	тем не менее	10	2
31	в то время	4	2
32	на то что	3	2
33	в этом его	1	1
34	на ту же	1	1
35	а следовательно и	1	1
36	в этом мире	1	1
37	как же она	1	1
38	по существу своему	1	1
39	иметь в виду	2	1
40	в виду что	1	1
41	как точка зрения	1	1
42	так что в	1	1
43	то же самое	1	1
44	одной стороны и	1	1
45	же как и	1	1
46	по крайней мере	5	1
47	со всеми ее	1	1
48	что с точки	1	1
49	и во всех	1	1
50	т е что	6	1
51	в таком случае	10	1
52	сами по себе	3	1
53	не есть и	2	1
54	бы то ни	1	1
55	лишь тогда когда	1	1
56	мыслить и говорить	1	1
57	и сам по	1	1
58	может быть или	1	1
59	вы говорите что	1	1
60	так что и	1	1
61	ну да что	1	1
62	что для другого	1	1
63	т е в	4	1
64	не говорит о	2	1
65	то ни было	1	1
66	не о том	1	1
67	с одной стороны	3	1
68	в связи с	1	1
69	каждый из них	1	1
70	так или иначе	2	1
71	ни на что	1	1
72	ибо и нет	1	1
73	во всяком случае	2	1
74	если же они	1	1
75	и в том	1	1
76	не мог бы	1	1
77	о том что	5	1
78	не менее чем	1	1
79	только на то	2	1
80	по себе и	1	1
81	и эти две	2	1
82	само по себе	5	1
83	на самом деле	1	1
84	то стало быть	1	1
85	в одном из	1	1
86	этой точки зрения	2	1
87	не только не	7	1
88	не есть конечно	1	1
89	уже сама по	1	1
90	уже и не	1	1
91	с первым и	1	1
92	и что он	1	1
93	ну а что	2	1
94	в том что	3	1
95	все это не	1	1
96	не менее в	1	1
