N	3gram	Bakhtin_Pr_3	Russkaja
1	друг с другом	2	14
2	то же время	12	10
3	в то же	12	10
4	с точки зрения	4	9
5	в том что	1	7
6	на самом деле	10	6
7	во всяком случае	5	6
8	для того чтобы	1	6
9	а между тем	3	5
10	до сих пор	1	5
11	на то что	1	4
12	бы то ни	4	4
13	к тому чтобы	2	4
14	не может быть	6	4
15	в этом случае	2	3
16	вместе с тем	2	3
17	и не может	2	3
18	и то что	1	3
19	при том условии	1	3
20	в данном случае	1	3
21	в конце концов	3	3
22	той или иной	2	3
23	в том и	1	2
24	что он не	1	2
25	которой он сам	1	2
26	с самим собой	6	2
27	самим собой и	1	2
28	но она не	1	2
29	в этом направлении	1	2
30	том и в	1	2
31	и в том	1	2
32	и во всяком	1	2
33	это потому что	1	2
34	из которых каждый	1	2
35	и вместе с	1	2
36	о том что	2	2
37	в большинстве случаев	2	2
38	к тому что	1	2
39	сама по себе	2	2
40	и в другом	1	2
41	должны были бы	1	1
42	и того же	1	1
43	что же это	1	1
44	ни того ни	1	1
45	или хотя бы	1	1
46	он на самом	1	1
47	прежде всего в	1	1
48	в свою очередь	1	1
49	как бы не	1	1
50	по отношению к	5	1
51	в самом деле	3	1
52	но как бы	1	1
53	но даже и	1	1
54	в том же	1	1
55	он не может	3	1
56	что он может	1	1
57	и в других	1	1
58	в этом отношении	1	1
59	но для этого	1	1
60	за то что	1	1
61	заключает в себе	1	1
62	того ни другого	1	1
63	это как не	1	1
64	что все это	2	1
65	самим собой не	1	1
66	здесь же мы	1	1
67	не может но	1	1
68	несмотря на то	1	1
69	по крайней мере	3	1
70	в значительной степени	1	1
71	сводится к тому	2	1
72	то что оно	1	1
73	этого вопроса необходимо	1	1
74	но в то	3	1
75	тем что он	2	1
76	то ни было	4	1
77	смысле этого слова	2	1
78	самим собой а	1	1
79	согласиться с ним	1	1
80	но при этом	1	1
81	и в этом	2	1
82	и как бы	1	1
83	всяком случае не	1	1
84	не только для	1	1
85	к одному из	1	1
86	это конечно не	1	1
87	друг к другу	1	1
88	и без них	1	1
89	в его целом	2	1
90	потому что они	1	1
91	что он есть	1	1
92	того и другого	1	1
93	вообще оставаясь в	1	1
94	так чтобы в	1	1
95	но и для	1	1
96	с самого начала	8	1
97	как бы ни	1	1
98	вопрос о том	1	1
99	любви и примирения	1	1
100	для него прежде	1	1
101	но все же	1	1
102	него прежде всего	2	1
103	одного и того	1	1
104	должно быть и	1	1
105	о себе самом	5	1
106	но на самом	4	1
107	и во всем	1	1
108	прежде всего с	1	1
109	тем не менее	2	1
110	по сравнению со	1	1
111	и прежде всего	4	1
112	к тому же	2	1
113	именно с точки	1	1
114	что он на	1	1
115	и только в	1	1
