N	2gram	Vygotskiy__2	Myshleni
1	в том	37	33
2	том что	21	27
3	точки зрения	17	26
4	то что	21	20
5	в этом	13	19
6	с точки	10	18
7	того что	8	17
8	не только	12	15
9	и в	32	15
10	речи и	1	15
11	таким образом	21	14
12	что в	20	14
13	того чтобы	14	12
14	и т.д	1	12
15	говорит он	4	12
16	что он	13	12
17	в самом	12	11
18	в процессе	2	11
19	мы не	3	10
20	в целом	4	10
21	было бы	11	10
22	для того	13	10
23	но и	10	10
24	мы можем	3	10
25	в сущности	7	9
26	о том	6	9
27	связи с	1	9
28	может быть	18	9
29	что мы	1	9
30	не может	17	9
31	с но	2	8
32	что ребенок	2	8
33	заключается в	12	8
34	не в	8	8
35	никогда не	9	8
36	казалось бы	2	8
37	так и	3	8
38	если бы	6	8
39	и что	22	8
40	к действительности	2	8
41	едва ли	4	7
42	он не	6	7
43	высшей степени	1	7
44	в высшей	1	7
45	по себе	12	7
46	к тому	7	7
47	тот же	6	7
48	с одной	1	7
49	потому что	21	7
50	мы знаем	7	7
51	одной стороны	1	7
52	как бы	6	7
53	и не	10	7
54	во всяком	2	7
55	как известно	1	6
56	самом деле	16	6
57	с таким	8	6
58	в зависимости	1	6
59	зависимости от	1	6
60	мысль что	2	6
61	в этой	6	6
62	в истории	1	6
63	мы должны	3	6
64	и к	3	6
65	что это	8	6
66	как он	2	6
67	на то	11	6
68	к выводу	1	6
69	как и	10	6
70	мы видели	1	6
71	всяком случае	2	6
72	в отношении	3	6
73	что эта	1	6
74	как мы	1	6
75	в виду	3	6
76	но в	3	6
77	по этому	1	6
78	если мы	12	6
79	мы находим	2	6
80	вовсе не	2	6
81	с другой	3	6
82	к которому	2	6
83	на этот	2	6
84	там где	2	6
85	в частности	3	6
86	вместе с	2	6
87	как это	4	6
88	в связи	1	6
89	сказать что	7	6
90	смысле слова	1	5
91	на деле	8	5
92	показать что	5	5
93	то же	13	5
94	полагает что	2	5
95	говорит что	7	5
96	от действительности	1	5
97	приводит к	1	5
98	показал что	2	5
99	это не	2	5
100	что с	3	5
101	тогда когда	3	5
102	можно было	7	5
103	и даже	5	5
104	связь между	1	5
105	этот вопрос	3	5
106	и их	3	5
107	представление о	3	5
108	с помощью	1	5
109	сравнению с	2	5
110	по существу	3	5
111	речи с	2	5
112	все что	2	5
113	по сравнению	2	5
114	с в	2	4
115	из того	2	4
116	хотя бы	3	4
117	что его	5	4
118	с его	2	4
119	из этих	1	4
120	конечном счете	3	4
121	независимо от	1	4
122	как в	9	4
123	все же	4	4
124	могли бы	2	4
125	в которой	2	4
126	ребенка с	1	4
127	том чтобы	3	4
128	что все	9	4
129	от социальной	1	4
130	в них	2	4
131	к которым	3	4
132	несмотря на	4	4
133	в эту	1	4
134	в своей	3	4
135	является для	1	4
136	от его	1	4
137	к этому	1	4
138	их в	2	4
139	не имеет	4	4
140	того как	4	4
141	и его	7	4
142	с и	12	4
143	что оно	2	4
144	в совершенно	1	4
145	и с	4	4
146	логического мышления	1	4
147	в пользу	1	4
148	мы могли	1	4
149	на вопрос	2	4
150	в конечном	3	4
151	мы видим	4	4
152	так как	12	4
153	только в	7	4
154	в качестве	1	4
155	для всех	1	4
156	при помощи	10	4
157	как раз	5	4
158	а с	2	4
159	прежде всего	1	4
160	ребенка и	1	4
161	так же	18	4
162	возникает из	1	4
163	в исследовании	3	4
164	все это	5	4
165	поэтому что	1	4
166	для нас	2	4
167	а в	4	4
168	мы сумеем	1	4
169	по поводу	1	4
170	человека и	1	3
171	в объяснении	2	3
172	на самом	5	3
173	идет о	1	3
174	этой теории	2	3
175	и до	4	3
176	мы имеем	4	3
177	и ее	3	3
178	он сам	1	3
179	при объяснении	1	3
180	мы будем	2	3
181	точка зрения	2	3
182	в общем	3	3
183	должны были	1	3
184	очевидно что	2	3
185	что они	7	3
186	что именно	3	3
187	с этим	4	3
188	что как	1	3
189	когда он	10	3
190	животных и	1	3
191	бы и	3	3
192	он в	3	3
193	все эти	7	3
194	речи но	1	3
195	как совершенно	2	3
196	что она	16	3
197	при этом	13	3
198	что у	5	3
199	состоит в	3	3
200	и по	4	3
201	об этом	3	3
202	те же	6	3
203	с другими	2	3
204	таким же	1	3
205	бы к	1	3
206	в которых	3	3
207	но эта	2	3
208	при рассмотрении	1	3
209	для этого	3	3
210	из которых	2	3
211	в самой	2	3
212	этом отношении	5	3
213	в основе	11	3
214	больше того	2	3
215	с логической	1	3
216	относительно того	2	3
217	с мы	1	3
218	что при	9	3
219	для себя	1	3
220	и это	4	3
221	данном случае	4	3
222	в собственном	1	3
223	действия и	2	3
224	которое мы	1	3
225	на объект	1	3
226	и сам	4	3
227	с собой	1	3
228	из двух	1	3
229	ничего не	4	3
230	в игре	2	3
231	но мы	1	3
232	ни при	1	3
233	утверждает что	5	3
234	этому поводу	1	3
235	и только	2	3
236	тем более	2	3
237	все время	6	3
238	значение в	2	3
239	философии и	2	3
240	но не	2	3
241	рассматриваться как	1	3
242	из них	4	3
243	для него	1	3
244	отличие от	2	3
245	со стороны	1	3
246	в отличие	1	3
247	что для	7	3
248	только что	1	3
249	ничем не	1	3
250	а не	7	3
251	он говорит	5	3
252	в данном	4	3
253	этого слова	1	3
254	в первые	1	3
255	не существует	2	3
256	он на	1	3
257	или в	1	3
258	в результате	1	3
259	и все	4	3
260	лежит в	1	3
261	бы с	2	3
262	того же	2	3
263	чем это	1	3
264	тем самым	1	3
265	они не	1	3
266	ту же	4	2
267	речь идет	1	2
268	также и	2	2
269	с с	1	2
270	же как	4	2
271	или к	1	2
272	в котором	1	2
273	все те	2	2
274	мышления но	1	2
275	той же	8	2
276	из всех	2	2
277	что между	1	2
278	что если	6	2
279	в первый	2	2
280	на место	1	2
281	имеет свою	1	2
282	оба эти	2	2
283	есть нечто	2	2
284	принадлежит к	1	2
285	в их	3	2
286	которые он	1	2
287	столь же	4	2
288	во всех	3	2
289	экспериментальные исследования	1	2
290	не то	1	2
291	только тогда	1	2
292	друг от	1	2
293	за пределы	1	2
294	которые не	3	2
295	отнюдь не	5	2
296	как говорит	3	2
297	наряду с	4	2
298	общего с	1	2
299	в полном	2	2
300	целый ряд	6	2
301	и как	7	2
302	его к	1	2
303	показали что	2	2
304	более или	1	2
305	следующим образом	1	2
306	увидим что	2	2
307	в противоположность	1	2
308	помощью которого	1	2
309	думаем что	1	2
310	само по	3	2
311	там мы	1	2
312	в себе	2	2
313	но ведь	1	2
314	роли в	1	2
315	не следует	1	2
316	показал как	1	2
317	он должен	1	2
318	в силу	1	2
319	и более	4	2
320	что каждая	2	2
321	друг с	1	2
322	подобно тому	2	2
323	подход к	2	2
324	в другом	1	2
325	на все	5	2
326	и мы	6	2
327	этом смысле	1	2
328	ни в	2	2
329	жизни человека	1	2
330	он является	1	2
331	с такой	1	2
332	должно быть	1	2
333	иначе говоря	4	2
334	и тогда	1	2
335	или менее	1	2
336	в этих	2	2
337	но если	1	2
338	когда ее	1	2
339	том же	2	2
340	этой проблемы	1	2
341	когда ребенок	1	2
342	всякий раз	2	2
343	стало быть	1	2
344	и той	4	2
345	бы мы	1	2
346	быть может	1	2
347	с совершенной	1	2
348	моментов в	2	2
349	и вообще	2	2
350	и другое	2	2
351	на язык	1	2
352	с нельзя	1	2
353	учения о	2	2
354	этих двух	2	2
355	к ней	1	2
356	во всем	3	2
357	опыты келера	1	2
358	уже и	1	2
359	что на	4	2
360	не потому	2	2
361	с другом	1	2
362	не могут	3	2
363	могут быть	4	2
364	во все	1	2
365	но все	1	2
366	в других	2	2
367	как только	2	2
368	же самое	6	2
369	его с	2	2
370	указывает на	3	2
371	должен быть	1	2
372	то естественно	1	2
373	с ее	3	2
374	от друга	1	2
375	мы думаем	1	2
376	в себя	1	2
377	на том	2	2
378	за то	1	2
379	живет в	1	2
380	когда в	1	2
381	понятно что	2	2
382	как у	1	2
383	можно сказать	1	2
384	всем протяжении	1	2
385	видит причину	2	2
386	с целью	1	2
387	социальной психологии	6	2
388	которой мы	2	2
389	в его	2	2
390	что и	17	2
391	в другой	1	2
392	указывает что	4	2
393	как нечто	2	2
394	и тем	4	2
395	на всем	1	2
396	каким образом	3	2
397	не дает	1	2
398	и других	3	2
399	психологии в	1	2
400	в одном	2	2
401	но что	2	2
402	случае не	1	2
403	заметить что	2	2
404	тем что	9	2
405	от того	4	2
406	были бы	3	2
407	между которыми	1	2
408	и из	6	2
409	именно в	1	2
410	что настоящая	1	2
411	в некоторых	1	2
412	с однако	2	2
413	и составляет	1	2
414	на которых	2	2
415	раньше всего	1	2
416	понятие о	1	2
417	на эту	1	2
418	когда она	4	2
419	для человека	1	2
420	нет никаких	1	2
421	эта теория	2	2
422	мы хотели	1	2
423	зрения социальной	2	2
424	видит в	3	2
425	чем в	1	2
426	тому как	3	2
427	это есть	1	2
428	что же	3	2
429	в первой	1	2
430	с этой	4	2
431	ребенка который	1	2
432	на которой	1	2
433	формы поведения	1	2
434	самое что	2	2
435	в более	1	2
436	и для	4	2
437	мира и	1	2
438	у них	2	2
439	по пути	1	2
440	легко заметить	3	2
441	мы увидим	1	2
442	и другой	3	2
443	и эта	1	2
444	равным образом	2	1
445	никаких объективных	1	1
446	и виды	1	1
447	от этой	1	1
448	говоря о	1	1
449	слова которые	1	1
450	в сфере	1	1
451	предполагает что	1	1
452	сам по	4	1
453	чрезвычайно важных	2	1
454	имеет в	1	1
455	же по	1	1
456	но действительность	1	1
457	не хочет	1	1
458	по преимуществу	1	1
459	не имеют	2	1
460	и этот	2	1
461	есть не	4	1
462	и рода	1	1
463	всего того	1	1
464	и значение	1	1
465	по аналогии	1	1
466	ни у	2	1
467	и о	1	1
468	это что	1	1
469	что уже	1	1
470	было особенно	1	1
471	исследования в	1	1
472	должен признать	1	1
473	благодаря тому	1	1
474	так чтобы	1	1
475	которого мы	3	1
476	а для	1	1
477	почти исключительно	1	1
478	в глубоком	1	1
479	вместо того	1	1
480	но даже	2	1
481	и со	1	1
482	очень широкое	1	1
483	же что	2	1
484	и он	3	1
485	из ее	1	1
486	ли оно	1	1
487	учение об	1	1
488	в ней	5	1
489	что две	1	1
490	и то	3	1
491	и на	5	1
492	и много	1	1
493	заключенное в	1	1
494	время в	1	1
495	когда же	1	1
496	бы то	2	1
497	в чем	4	1
498	которое он	3	1
499	действительно все	1	1
500	же самые	2	1
501	одним словом	1	1
502	в ее	2	1
503	стремления и	1	1
504	два основных	2	1
505	и указывает	1	1
506	но как	3	1
507	к которой	2	1
508	явлений и	2	1
509	его во	1	1
510	ответ на	2	1
511	с совершенно	1	1
512	какой степени	1	1
513	а и	1	1
514	он полагает	1	1
515	себе и	2	1
516	общего правила	1	1
517	когда тот	1	1
518	это и	1	1
519	мы примем	1	1
520	один и	1	1
521	в известный	1	1
522	первая из	1	1
523	чем же	1	1
524	сознательно и	1	1
525	более чем	1	1
526	психологической теории	3	1
527	в той	1	1
528	его на	1	1
529	данный момент	1	1
530	которые можно	1	1
531	того не	2	1
532	совершенно другой	1	1
533	из области	1	1
534	более и	2	1
535	можно предположить	1	1
536	однако не	2	1
537	и где	1	1
538	частному случаю	1	1
539	авторов и	1	1
540	сознания в	1	1
541	уже благодаря	1	1
542	и наконец	1	1
543	сказал бы	1	1
544	и тот	2	1
545	коренным образом	1	1
546	себе не	1	1
547	всякой теории	1	1
548	с той	4	1
549	и первую	1	1
550	точкой зрения	1	1
551	та же	3	1
552	и идет	1	1
553	самой природе	1	1
554	формы в	3	1
555	бы сказать	1	1
556	в нашем	1	1
557	удалось установить	1	1
558	думать что	3	1
559	то обстоятельство	1	1
560	того факта	1	1
561	нами в	1	1
562	только один	1	1
563	говорит не	1	1
564	имеем в	2	1
565	тому же	1	1
566	и если	1	1
567	в нем	4	1
568	по самому	3	1
569	что задача	1	1
570	психологии потому	1	1
571	в переводе	1	1
572	новый с	1	1
573	которая является	1	1
574	фактов которые	1	1
575	не к	3	1
576	что нужно	1	1
577	однако он	2	1
578	и вот	3	1
579	с эти	1	1
580	так называемое	1	1
581	на совершенно	1	1
582	с представлением	1	1
583	свое время	1	1
584	том и	2	1
585	нами теории	1	1
586	на этом	3	1
587	всех своих	1	1
