N	3gram	Propp_Russ_2	StatiiOP
1	в том что	18	11
2	не может быть	3	5
3	как например в	1	4
4	в этом отношении	1	4
5	то время как	1	4
6	во всяком случае	1	4
7	с другой стороны	1	4
8	о том что	4	4
9	в то время	2	4
10	состоит в том	13	3
11	на то что	1	3
12	но это не	1	3
13	потому что он	1	2
14	относится к г	1	2
15	может быть назван	1	2
16	но и в	1	2
17	в том чтобы	2	2
18	с одной стороны	2	2
19	и в этом	1	2
20	во всех этих	1	2
21	между тем как	1	2
22	по этому поводу	2	2
23	только тогда когда	3	2
24	тем более что	1	2
25	тем не менее	2	2
26	и т д	5	2
27	можно сказать что	1	1
28	не может не	1	1
29	с этим связано	1	1
30	а иногда и	1	1
31	потому что в	1	1
32	на себя внимание	1	1
33	иметь в виду	1	1
34	но так как	1	1
35	собою как бы	1	1
36	более или менее	1	1
37	т е не	1	1
38	во многих случаях	2	1
39	и в некоторых	2	1
40	того или другого	1	1
41	и в других	4	1
42	вместе с тем	4	1
43	как например то	1	1
44	одновременно и в	1	1
45	можно было бы	1	1
46	то что в	1	1
47	об этом не	1	1
48	история для него	1	1
49	в применении к	1	1
50	в своих целях	1	1
51	в том же	1	1
52	указывает что в	1	1
53	в некоторых случаях	1	1
54	е как бы	1	1
55	в какой степени	1	1
56	как и вообще	1	1
57	в такой же	1	1
58	но может быть	1	1
59	кроме того в	2	1
60	в этом и	2	1
61	т е как	1	1
62	может быть не	1	1
63	таким образом в	1	1
64	показать что этот	1	1
65	в свою очередь	1	1
66	том что один	1	1
67	так как в	1	1
68	к этому времени	1	1
69	несколько ниже в	1	1
70	а не на	1	1
71	совершенно очевидно что	1	1
72	вопрос о том	1	1
73	себе дело так	1	1
74	для того чтобы	6	1
75	дело не в	1	1
76	на русской почве	1	1
77	как мы видели	1	1
