N	2gram	Vinokur_Vv_1	Problema
1	и в	27	30
2	в своей	4	22
3	не только	21	18
4	н э	6	18
5	то что	17	18
6	в этом	34	17
7	том что	26	17
8	и даже	5	14
9	таким образом	19	13
10	но и	5	13
11	потому что	14	13
12	также и	16	12
13	о том	15	12
14	в его	10	12
15	а именно	6	12
16	в том	31	12
17	и не	13	12
18	так что	5	11
19	в своем	3	11
20	у него	1	11
21	в этой	3	10
22	в виде	4	10
23	точки зрения	7	10
24	все же	8	9
25	но в	10	9
26	и вообще	3	9
27	только в	13	9
28	и все	1	9
29	сказать что	5	9
30	хотя и	3	8
31	с точки	2	8
32	никак не	1	8
33	в конце	3	8
34	вовсе не	6	8
35	но не	7	7
36	как и	5	7
37	не в	8	7
38	никогда не	3	7
39	связи с	3	7
40	у нас	2	7
41	здесь не	2	7
42	в дальнейшем	2	7
43	так и	1	7
44	что он	4	7
45	до нас	3	7
46	мы находим	1	7
47	может быть	24	7
48	говорит о	3	7
49	в связи	2	7
50	в результате	3	7
51	вместе с	6	7
52	и на	3	6
53	и как	9	6
54	в нем	13	6
55	при помощи	2	6
56	его в	6	6
57	несмотря на	2	6
58	уже у	1	6
59	и его	5	6
60	можно сказать	3	6
61	и что	4	6
62	что и	3	6
63	уже не	5	6
64	так как	13	6
65	с другой	8	6
66	прежде всего	8	6
67	как бы	5	6
68	и для	4	6
69	конце концов	2	6
70	а в	5	6
71	другой стороны	5	6
72	и то	5	5
73	для себя	1	5
74	не просто	4	5
75	в которой	1	5
76	тем не	8	5
77	в силу	3	5
78	и с	2	5
79	с тем	6	5
80	он и	2	5
81	еще в	1	5
82	нисколько не	3	5
83	но он	1	5
84	что этот	1	5
85	не менее	8	5
86	того как	3	5
87	и о	1	5
88	что у	1	5
89	до н	6	5
90	и у	1	5
91	мы можем	2	5
92	а не	3	5
93	не может	13	5
94	так же	3	5
95	как раз	4	5
96	будто бы	2	5
97	в самом	12	5
98	что в	11	5
99	человека и	1	4
100	того же	3	4
101	и к	1	4
102	в себе	4	4
103	при этом	3	4
104	но все	3	4
105	об этом	5	4
106	было бы	5	4
107	говорится о	1	4
108	не мог	2	4
109	по крайней	4	4
110	любви и	1	4
111	в то	5	4
112	как о	4	4
113	тогда когда	3	4
114	iv в	2	4
115	и сам	2	4
116	ясно что	9	4
117	разного рода	1	4
118	крайней мере	4	4
119	или в	1	4
120	в качестве	7	4
121	даже и	3	4
122	еще и	3	4
123	если не	1	4
124	в частности	3	4
125	именно для	1	4
126	xix в	12	4
127	как именно	1	4
128	гораздо более	3	4
129	смысле слова	7	3
130	в виду	4	3
131	в ней	3	3
132	еще не	4	3
133	он сам	3	3
134	иное как	5	3
135	что его	1	3
136	в ее	11	3
137	совсем не	3	3
138	только тогда	1	3
139	от этого	5	3
140	учение о	2	3
141	с одной	4	3
142	э в	1	3
143	такого же	2	3
144	в другом	3	3
145	этом смысле	11	3
146	не всегда	1	3
147	сам же	2	3
148	однако в	3	3
149	нет никакого	1	3
150	в отношении	2	3
151	что иное	4	3
152	же рода	1	3
153	в самой	1	3
154	как будто	3	3
155	в духе	1	3
156	есть только	2	3
157	сравнении с	1	3
158	и которая	1	3
159	жизнь и	1	3
160	в эпоху	1	3
161	с ним	1	3
162	внимание на	4	3
163	настоящее время	1	3
164	после того	2	3
165	а также	3	3
166	все в	1	3
167	к нему	2	3
168	все время	1	3
169	же в	1	3
170	того что	12	3
171	тот же	1	3
172	и тем	5	3
173	в до	2	3
174	в начале	3	3
175	обратить внимание	2	3
176	в одном	4	3
177	для них	1	3
178	для того	21	3
179	именно в	8	3
180	одной стороны	4	3
181	и никогда	1	3
182	жизнь в	1	3
183	мира в	1	3
184	видит в	4	3
185	о котором	8	3
186	в настоящее	1	3
187	еще более	1	3
188	и другие	1	3
189	в сравнении	1	3
190	не что	4	3
191	точно так	2	3
192	самом деле	6	2
193	мере в	4	2
194	и до	2	2
195	то же	8	2
196	и за	1	2
197	по его	2	2
198	мы имеем	3	2
199	мы не	2	2
200	вв до	1	2
201	в древности	1	2
202	и был	2	2
203	все эти	3	2
204	в чем	4	2
205	не то	1	2
206	значение и	2	2
207	по отношению	4	2
208	отношение к	3	2
209	и речи	1	2
210	на то	1	2
211	в одной	1	2
212	как в	1	2
213	что именно	2	2
214	кроме того	1	2
215	духа в	1	2
216	бы с	1	2
217	раз в	1	2
218	если он	1	2
219	на его	1	2
220	не к	2	2
221	здесь говорится	1	2
222	или иных	3	2
223	по словам	1	2
224	то ни	1	2
225	факт что	1	2
226	которого не	1	2
227	это не	8	2
228	но уже	2	2
229	в них	4	2
230	о своем	1	2
231	и тогда	3	2
232	не больше	1	2
233	со всей	3	2
234	бы на	1	2
235	и сейчас	2	2
236	и без	2	2
237	в котором	4	2
238	представление о	1	2
239	и более	1	2
240	в атмосфере	1	2
241	был уже	1	2
242	в таких	1	2
243	дело в	3	2
244	и сама	1	2
245	того чтобы	21	2
246	почему в	1	2
247	ничего не	2	2
248	именно она	1	2
249	и является	1	2
250	месте в	1	2
251	иной раз	2	2
252	тем что	6	2
253	уже и	7	2
254	в области	4	2
255	то более	3	2
256	обстоятельство что	1	2
257	не могут	5	2
258	и другой	1	2
259	это конечно	1	2
260	к тому	4	2
261	как мы	9	2
262	которого мы	2	2
263	значительной мере	1	2
264	без всякого	1	2
265	данном случае	5	2
266	говорится что	1	2
267	можно было	7	2
268	и которые	1	2
269	он был	1	2
270	нас и	1	2
271	по себе	9	2
272	для целей	1	2
273	бы то	1	2
274	в значительной	2	2
275	между тем	8	2
276	во втором	2	2
277	здесь в	1	2
278	что здесь	2	2
279	в какой	4	2
280	или же	3	2
281	по этому	2	2
282	именно на	2	2
283	этому поводу	2	2
284	есть в	1	2
285	уже в	5	2
286	человеческого духа	1	2
287	дает ему	1	2
288	из них	3	2
289	участие в	1	2
290	свой собственный	1	2
291	всяком случае	3	2
292	до сих	5	2
293	ее в	1	2
294	вообще и	3	2
295	что не	5	2
296	с помощью	1	2
297	эта идея	1	2
298	однако для	1	2
299	в европе	1	2
300	рода и	1	2
301	в данном	11	2
302	наряду с	2	2
303	да и	4	2
304	такого рода	2	2
305	чем иным	1	2
306	в первой	1	2
307	по существу	2	2
308	с этой	4	2
309	сих пор	5	2
310	но для	1	2
311	один из	6	2
312	тех или	3	2
313	это уже	1	2
314	этот образ	1	2
315	в большей	7	2
316	хотя бы	5	2
317	в свою	1	2
318	отношению к	4	2
319	жизни и	2	2
320	но еще	1	2
321	по поводу	1	2
322	к этому	3	2
323	во всяком	3	2
324	все что	1	2
325	они не	1	2
326	я и	1	1
327	как говорят	2	1
328	отношения к	1	1
329	и т	43	1
330	самой себе	1	1
331	должен быть	4	1
332	сам по	1	1
333	но тогда	1	1
334	на самом	1	1
335	тех же	1	1
336	науки о	9	1
337	в стороне	1	1
338	это и	1	1
339	и есть	3	1
340	из его	2	1
341	имея в	1	1
342	все свое	1	1
343	логически не	1	1
344	глубине и	1	1
345	в их	11	1
346	мы уже	1	1
347	а как	3	1
348	в и	4	1
349	и была	1	1
350	надо было	2	1
351	что если	2	1
352	вопрос о	8	1
353	науки и	2	1
354	представляли себе	1	1
355	так чтобы	3	1
356	не вполне	4	1
357	и ясной	1	1
358	жизни как	2	1
359	и ее	4	1
360	в составе	1	1
361	и стилю	1	1
362	который мог	1	1
363	разобраться в	1	1
364	и ученым	1	1
365	не от	1	1
366	в xix	1	1
367	предметом и	1	1
368	этот текст	1	1
369	нам представляется	1	1
370	время в	2	1
371	которое он	1	1
372	только после	2	1
373	в создании	2	1
374	указание на	1	1
375	то мы	1	1
376	наук для	1	1
377	и всего	1	1
378	а только	8	1
379	бы в	1	1
380	искусство в	1	1
381	у них	1	1
382	или иное	1	1
383	сама по	3	1
384	которые не	1	1
385	в поисках	1	1
386	человеческой личности	1	1
387	но пока	2	1
388	с этим	2	1
389	что когда-то	1	1
390	этой стороны	2	1
391	на картине	1	1
392	что по	1	1
393	это тоже	1	1
394	его к	2	1
395	в краткой	1	1
396	ясно и	1	1
397	в этот	2	1
398	или иную	1	1
399	то в	1	1
400	для которого	1	1
401	бы и	2	1
402	что это	3	1
403	а во-вторых	2	1
404	так или	4	1
405	из этих	5	1
406	в тех	2	1
407	большей части	2	1
408	вопроса о	1	1
409	и те	2	1
410	то обстоятельство	1	1
411	xx в	3	1
412	говорят о	1	1
413	имеем в	1	1
414	что отношения	1	1
415	вообще не	3	1
416	что она	3	1
417	больше всего	1	1
418	главным образом	1	1
419	и критики	1	1
420	т д	37	1
421	после этого	2	1
422	у древних	1	1
423	он должен	1	1
424	же это	2	1
425	состоит в	2	1
426	и вот	3	1
427	свои собственные	1	1
428	не могли	2	1
429	что ни	1	1
430	лишь с	1	1
431	так например	6	1
432	задний план	1	1
433	они должны	1	1
434	ним в	1	1
435	был первым	1	1
436	времени и	4	1
437	времени в	3	1
438	входит в	2	1
439	искусства в	1	1
440	должен был	4	1
441	на свои	2	1
442	и творчества	2	1
443	древним и	1	1
444	были в	1	1
445	ту или	1	1
446	эту тему	1	1
447	место у	1	1
448	и такая	1	1
449	чем в	3	1
450	мере не	1	1
451	совсем другое	1	1
452	именно он	1	1
453	не выдерживает	1	1
454	и при	2	1
455	что такое	10	1
456	как некоторого	1	1
457	в следующем	1	1
458	в такой	1	1
459	почти не	1	1
460	повествованием о	1	1
461	не столько	2	1
462	большей степени	2	1
463	говорил о	1	1
464	не как	3	1
465	далее в	1	1
466	своего рода	3	1
467	и создавать	1	1
468	для всякого	1	1
469	на рубеже	2	1
470	испытания в	1	1
471	нельзя было	1	1
472	в трудах	1	1
473	разбираться в	3	1
474	том чтобы	6	1
475	все это	6	1
476	что никакой	1	1
477	надо сказать	1	1
478	культурной жизни	2	1
479	известное время	1	1
480	же мы	1	1
481	тому что	2	1
482	и очень	1	1
483	но вместо	1	1
484	если и	1	1
485	и науки	2	1
486	не раз	1	1
487	у платона	1	1
488	этого же	1	1
489	с теми	2	1
490	самого начала	1	1
491	мысли в	1	1
492	не имеет	4	1
493	о чем	4	1
494	на котором	2	1
495	чтобы в	1	1
496	тех времен	1	1
497	которого он	1	1
498	и имеет	1	1
499	он мог	3	1
500	работы но	1	1
501	из него	1	1
502	правда в	1	1
503	из четырех	1	1
504	и начал	1	1
505	же время	5	1
506	и по-видимому	1	1
507	речи даже	1	1
508	как она	4	1
509	во всем	2	1
510	чтобы этот	1	1
511	не принадлежит	1	1
512	следует что	2	1
513	до того	2	1
514	было не	1	1
