N	3gram	Medvedev_V_1	FransuaR
1	то же время	5	8
2	в то же	5	8
3	как и все	1	5
4	в конце концов	2	4
5	и в то	3	4
6	более или менее	6	3
7	в том числе	2	3
8	но и в	1	3
9	для того чтобы	3	3
10	таким образом и	1	3
11	это и есть	3	3
12	с другой стороны	8	3
13	в этой системе	1	3
14	таким образом в	2	3
15	подобно тому как	2	3
16	том числе и	2	2
17	некоторые из них	1	2
18	с одной стороны	2	2
19	для правильного понимания	1	2
20	не только в	2	2
21	в то время	1	2
22	о том что	3	2
23	если бы он	1	1
24	можно сказать что	4	1
25	тому же выводу	1	1
26	точки зрения на	1	1
27	другой стороны в	1	1
28	его таким образом	1	1
29	связанное с ними	1	1
30	из рыцарских времен	1	1
31	что один из	1	1
32	то же самое	1	1
33	и в системе	1	1
34	одной стороны и	2	1
35	в свете этих	1	1
36	до сих пор	1	1
37	и не может	2	1
38	том случае если	1	1
39	нет и не	1	1
40	в этом отношении	13	1
41	сцен из рыцарских	1	1
42	со всех сторон	1	1
43	в том случае	1	1
44	в этом же	1	1
45	одно и то	1	1
46	то время как	1	1
47	в данном случае	1	1
48	но в то	1	1
49	эти образы из	1	1
50	хотя может быть	1	1
51	и то же	1	1
52	может быть и	1	1
53	это как мы	1	1
54	все же не	1	1
55	в связи с	3	1
56	в виду что	1	1
57	так и от	2	1
58	как мы знаем	1	1
59	не может быть	8	1
60	в нем уже	1	1
61	в этом плане	1	1
62	даже и в	1	1
63	и без того	1	1
64	в свою очередь	1	1
65	и в конечном	1	1
66	в конечном счете	5	1
67	они не только	1	1
68	в ее основных	1	1
69	но даже и	1	1
70	мы видим что	1	1
71	в соответствии с	1	1
72	лицом к лицу	1	1
73	в том что	5	1
74	все это не	1	1
75	к тому же	1	1
76	в том же	1	1
77	мы видели что	3	1
78	над войной и	1	1
