N	3gram	Voloshinov_2	Stilisti
1	в то же	8	9
2	то же время	8	7
3	для того чтобы	6	7
4	в зависимости от	2	7
5	и т.д и	1	5
6	того или иного	2	5
7	с точки зрения	13	5
8	мы никогда не	2	5
9	с самого начала	5	4
10	обратное влияние на	2	4
11	то же самое	5	4
12	и то же	3	4
13	той или иной	4	4
14	ситуация и аудитория	1	4
15	в свою очередь	5	4
16	одно и то	3	4
17	говорящего и слушающего	1	3
18	в данной ситуации	1	3
19	в той же	1	3
20	во внутренней речи	1	3
21	в этом случае	1	3
22	но для того	1	3
23	на самом деле	4	3
24	не только в	1	3
25	то или иное	1	3
26	внутренней и внешней	2	3
27	но все же	1	3
28	как мы видели	3	3
29	но и в	2	3
30	во всех своих	1	3
31	как мы уже	3	3
32	о том что	3	2
33	внутренней речи и	3	2
34	той же самой	1	2
35	в живом социальном	1	2
36	но в то	5	2
37	мы видели что	1	2
38	что иное как	1	2
39	в точном смысле	4	2
40	можно сказать что	1	2
41	внутренней речи во	1	2
42	и определяется ею	1	2
43	смысле этого слова	4	2
44	то же слово	2	2
45	к тому что	3	2
46	и тем же	2	2
47	тот или иной	1	2
48	быть понято и	1	2
49	где и когда	1	2
50	не было бы	2	2
51	его внутренней речи	1	2
52	тем же языком	1	2
53	и в основе	1	2
54	у нас не	2	2
55	маленьких житейских жанров	1	2
56	в значительной степени	2	2
57	к чему не	1	2
58	не что иное	1	2
59	чуть ли не	1	2
60	точном смысле этого	3	2
61	в связи с	7	2
62	о происхождении языка	2	2
63	так сказать не	1	2
64	его понимание и	1	2
65	ни к чему	1	2
66	может быть понято	1	2
67	в этом отношении	1	2
68	выбор и размещение	1	2
69	не создал бы	1	2
70	как мы увидим	1	2
71	трением слова о	2	2
72	что же такое	1	2
73	не может быть	10	2
74	с ними внешних	1	1
75	целые жизненных высказываний	1	1
76	той социальной группы	2	1
77	в легкой и	1	1
78	аудитория заставляют внутреннюю	1	1
79	идеологические продукты все	1	1
80	только продолжает и	1	1
81	не существует и	1	1
82	не говоря уже	1	1
83	события высказывания и	1	1
84	возможно просительное досадливое	1	1
85	особенностям жизненных ситуаций	1	1
86	из всего сказанного	1	1
87	степенью повиновения и	1	1
88	сколько-нибудь устойчивые закрепленные	1	1
89	тип завершения вырабатывается	1	1
90	уверенно или робко	1	1
91	состава житейский жанр	1	1
92	в мастерской и	1	1
93	слова о чужое	1	1
94	своих внутренних моментах	1	1
95	в идеологическом материале	1	1
96	чтобы убедиться в	1	1
97	как от ближайшей	1	1
98	в зачаточном внутреннем	1	1
99	укладывается в отведенное	1	1
100	себе не может	1	1
101	убедились бы что	1	1
102	говорить лишь там	1	1
103	каждая устойчивая бытовая	1	1
104	посиделки городские гулянки	1	1
105	называется творческой индивидуальностью	1	1
106	пласты жизненной идеологии	1	1
107	досуга общения в	1	1
108	в гостиной в	1	1
109	сложившиеся идеологические системы	1	1
110	средой ограничивается ею	1	1
111	словесным ответом других	1	1
112	не может обойтись	1	1
113	гораздо большей степени	1	1
114	завершения этих маленьких	1	1
115	связанных с ними	1	1
116	разнородные люди где-нибудь	1	1
117	его и в	1	1
118	осознание нуждается во	1	1
119	вопрос восклицание приказание	1	1
120	формы жизненного общения	1	1
121	продукты все время	1	1
122	не обязывающей салонной	1	1
123	данной социальной группы	3	1
124	которое непосредственно включено	1	1
125	уже в ней	1	1
126	типах жанровых завершений	1	1
127	хоть сколько-нибудь устойчивые	1	1
128	в большинстве случаев	5	1
129	каждый наш поступок	1	1
130	конечно мы не	1	1
131	просьбу как отстаивание	1	1
132	этих маленьких жизненных	1	1
133	стиле возможно просительное	1	1
134	мы видели не	1	1
135	кончают и строят	1	1
136	ею и определяется	1	1
137	социального состава житейский	1	1
138	завершения вырабатывается в	1	1
139	в жизненной речи	3	1
140	так а не	1	1
141	жизни и в	1	1
142	совокупность жизненных переживаний	1	1
143	и обстоятельствами формы	1	1
144	маленьких жизненных жанров	1	1
145	твердой и постоянной	1	1
146	люди где-нибудь в	1	1
147	даже и в	1	1
148	слова о внесловесную	1	1
149	по самой своей	1	1
150	при этом мы	1	1
151	по сравнению с	1	1
152	бытом и обстоятельствами	1	1
153	вовсе не является	3	1
154	между внутренним и	1	1
155	тип жанрового завершения	1	1
156	другой тип завершения	1	1
157	других участников высказывания	1	1
158	лишь там где	2	1
159	дополнения да и	1	1
160	очереди в каком-нибудь	1	1
161	праздника досуга общения	1	1
162	недоразвитые мелькающие в	1	1
163	устойчивая бытовая ситуация	1	1
164	других людей так	1	1
165	определенной организацией аудитории	1	1
166	устойчивые закрепленные бытом	1	1
167	нет ничего что	1	1
168	маленьких и заведомо	1	1
169	внешнее выражение в	1	1
170	через нее и	1	1
171	смутное осознание какого-нибудь	1	1
172	оно может встретить	1	1
173	одним и тем	2	1
174	в другом месте	1	1
175	во всех значениях	1	1
176	цели и социального	1	1
177	с какой точки	1	1
178	обязывающей салонной болтовне	1	1
179	тип завершения этих	1	1
180	законченный вопрос восклицание	1	1
181	форма приказания определяется	1	1
182	речи можно говорить	1	1
183	тем что он	1	1
184	и реплики случайно	1	1
185	приказание просьба требуют	1	1
186	вот типичнейшие целые	1	1
187	связь с жизненной	2	1
188	мольбу о милости	1	1
189	время эти сложившиеся	1	1
190	может быть достаточно	1	1
191	могло бы стать	1	1
192	как просьбу как	1	1
193	или как просьбу	1	1
194	мы как бы	1	1
195	репертуаром маленьких житейских	1	1
196	всякое речевое общение	1	1
197	обстоятельствами формы жизненного	1	1
198	это не совсем	1	1
199	чему не обязывающей	1	1
200	не совсем так	1	1
201	действием поступком или	1	1
202	и жены брата	1	1
203	несерьезных рассказов и	1	1
204	восклицание приказание просьба	1	1
205	интонации и в	1	1
206	и постоянной линии	1	1
207	идеологическим отражением его	1	1
208	тем же самым	1	1
209	жанр укладывается в	1	1
210	учреждении и пр	1	1
211	и уясняет направление	1	1
212	встретить степенью повиновения	1	1
213	этих высших пластах	1	1
214	осознание какого-нибудь ощущения	1	1
215	которой мы живем	1	1
216	выражение которое непосредственно	1	1
217	ощущения хотя бы	1	1
218	внутренней интонации и	1	1
219	он соприкасается с	1	1
220	во внутренней интонации	1	1
221	среду и трением	1	1
222	начинают кончают и	1	1
223	это же самое	1	1
224	жизненного общения так	1	1
225	слово других людей	1	1
226	с другой стороны	1	1
227	обладает определенной организацией	1	1
228	где имеют место	1	1
229	совершенно особый тип	1	1
230	и где основная	1	1
231	гостиной в мастерской	1	1
232	жанров определяется трением	1	1
233	идеологией жизненная идеология	1	1
234	организацией аудитории и	1	1
235	жанровых завершений в	1	1
236	всюду житейский жанр	1	1
237	наше сознательное состояние	1	1
238	жизненных жанров определяется	1	1
239	рассказов и пр	1	1
240	хотя бы голода	1	1
241	в целое высказывание	2	1
242	и сестры совершенно	1	1
243	в этих высших	1	1
244	такие как приказание	1	1
245	реплики случайно собравшиеся	1	1
246	определенное внешнее выражение	1	1
247	с нашей точки	2	1
248	типа структуры цели	1	1
249	в определенное внешнее	1	1
250	ни на один	1	1
251	определенным репертуаром маленьких	1	1
252	отведенное ему русло	1	1
253	особенно такие как	1	1
254	начала самый тип	1	1
255	заявления и реплики	1	1
256	там где имеют	1	1
257	и в особенности	1	1
258	все они особенно	1	1
259	участников высказывания законченный	1	1
260	общения являясь идеологическим	1	1
261	где основная дифференциация	1	1
262	просительное досадливое злобное	1	1
263	здесь вырабатываются особые	1	1
264	отвечает случайным и	1	1
265	так форма приказания	1	1
266	но не только	1	1
267	каждый раз иной	1	1
268	речевого взаимодействия осуществляемое	1	1
269	нуждается во внутренней	1	1
270	внутренним и внешним	1	1
271	и того же	4	1
272	свои типы знают	1	1
273	житейский жанр укладывается	1	1
274	в которой мы	1	1
275	может обойтись без	1	1
276	мужа и жены	1	1
277	жанровое завершение здесь	1	1
278	является как бы	1	1
279	в том что	6	1
280	о милости в	1	1
281	в нем и	1	1
282	или иного слова	1	1
283	жизненных ситуаций об	1	1
284	закрепленные бытом и	1	1
285	всякое осознание нуждается	1	1
286	знают деревенские посиделки	1	1
287	да и внесловесного	1	1
288	определяется теми препятствиями	1	1
289	в котором осуществляется	1	1
290	независимо от того	1	1
291	не иначе как	1	1
292	и вне ее	1	1
293	в каком-нибудь учреждении	1	1
294	определенных типах жанровых	1	1
295	в отведенное ему	1	1
296	совершенно иначе начинают	1	1
297	вырабатывается в беседе	1	1
298	смутные недоразвитые мелькающие	1	1
299	и не может	3	1
300	можно говорить лишь	1	1
301	завершение здесь отвечает	1	1
302	речевое общение людей	1	1
303	отнюдь не является	2	1
304	или робко и	1	1
305	структуры цели и	1	1
306	сохраняют самую живую	1	1
307	сказанного нами ясно	1	1
308	особый тип жанрового	1	1
309	и внесловесного начала	1	1
310	само по себе	1	1
311	свои и где	1	1
312	следовательно определенным репертуаром	1	1
313	всю совокупность жизненных	1	1
314	в социальной среде	1	1
315	влияние на развитие	1	1
316	жизненной идеологией питаются	1	1
317	жанрового завершения выработан	1	1
318	может встретить степенью	1	1
319	место хоть сколько-нибудь	1	1
320	что оно является	1	1
321	болтовне где все	1	1
322	русло социального общения	1	1
323	в жизни и	1	1
324	и неповторимым особенностям	1	1
325	группы к которой	1	1
326	если б мы	2	1
327	беседе мужа и	1	1
328	большинстве случаев только	1	1
329	по отношению к	8	1
330	приказания определяется теми	1	1
331	жизненной идеологией жизненная	1	1
332	участниками события высказывания	1	1
333	легкой и ни	1	1
334	отстаивание своего права	1	1
335	ними внешних выражений	1	1
336	ситуация обладает определенной	1	1
337	но там оно	1	1
338	являясь идеологическим отражением	1	1
339	каком-нибудь учреждении и	1	1
340	и следовательно определенным	1	1
341	и тем более	1	1
342	чужое слово других	1	1
343	материале внутренней речи	1	1
344	социальной среды праздника	1	1
345	направление внутренней речи	1	1
346	социального общения являясь	1	1
347	вырабатываются особые формы	1	1
348	выработан в легкой	1	1
349	никогда не найдем	1	1
350	и трением слова	1	1
351	что было бы	1	1
352	потоке речевого общения	1	1
353	ею во всех	1	1
354	они особенно такие	1	1
355	пр каждая устойчивая	1	1
356	случаев только продолжает	1	1
357	аудитории и следовательно	1	1
358	о внесловесную среду	1	1
359	социальное событие речевого	1	1
360	языка и не	1	1
361	даже простое смутное	1	1
362	типы знают деревенские	1	1
363	заставляют внутреннюю речь	1	1
364	неповторимым особенностям жизненных	1	1
365	каждое наше сознательное	1	1
366	внешнее выражение которое	1	1
367	высказываний все они	1	1
368	таким образом в	1	1
369	питаются ее соками	1	1
370	этого вопроса мы	1	1
371	здесь отвечает случайным	1	1
372	мысли и случайные	1	1
373	как требование или	1	1
374	всех своих внутренних	1	1
375	так совершенно особый	1	1
376	всех значениях какие	1	1
377	более или менее	2	1
378	а не иначе	1	1
379	все сказанное нами	1	1
380	и строят заявления	1	1
381	и случайные праздные	1	1
382	речи и как	1	1
383	одного и того	4	1
384	наш поступок действие	1	1
385	нашей точки зрения	2	1
386	случайным и неповторимым	1	1
387	внесловесную среду и	1	1
388	же время эти	1	1
389	не только его	1	1
390	общения так совершенно	1	1
391	иначе как требование	1	1
392	своего права или	1	1
393	в русской литературе	1	1
394	о чужое слово	1	1
395	женщины здесь вырабатываются	1	1
396	среды праздника досуга	1	1
397	все время сохраняют	1	1
398	завершений в жизненной	1	1
399	язык в процессе	1	1
400	хотя бы в	2	1
401	житейских жанров всюду	1	1
402	их точки зрения	1	1
403	сложившиеся идеологические продукты	1	1
404	в конечном счете	1	1
405	ответом других участников	1	1
406	в материале внутренней	1	1
407	в беседе мужа	1	1
408	в каком направлении	1	1
409	ему русло социального	1	1
410	событие речевого взаимодействия	1	1
411	иначе начинают кончают	1	1
412	заведомо несерьезных рассказов	1	1
413	определяется трением слова	1	1
414	как отстаивание своего	1	1
415	его звучать так	1	1
416	салонной болтовне где	1	1
417	общения в гостиной	1	1
418	так и от	2	1
419	эти сложившиеся идеологические	1	1
420	простом уверенно или	1	1
421	непосредственно включено в	1	1
422	ограничивается ею и	1	1
423	требование или как	1	1
424	в гораздо большей	1	1
425	где-нибудь в очереди	1	1
426	между языком и	1	1
427	выражение в большинстве	1	1
428	соками и вне	1	1
429	время сохраняют самую	1	1
430	носят творческий характер	1	1
431	и внешней речи	1	1
432	собравшиеся разнородные люди	1	1
433	являются как бы	1	1
434	ситуаций об определенных	1	1
435	строят заявления и	1	1
436	милости в стиле	1	1
437	мужчины и женщины	1	1
438	переживания мысли и	1	1
439	самый тип завершения	1	1
440	жанров всюду житейский	1	1
441	пр другой тип	1	1
442	прежде всего на	1	1
443	высказывания законченный вопрос	1	1
444	мы должны различать	1	1
445	речи во внутренней	1	1
446	ни в какой	2	1
447	и пр каждая	1	1
448	жизненных высказываний все	1	1
449	на то или	1	1
450	и заведомо несерьезных	1	1
451	в самом деле	5	1
452	тому или иному	1	1
453	и пр другой	1	1
454	и заложенные уже	1	1
455	значениях какие только	1	1
456	поступок действие и	1	1
457	и пр свои	1	1
458	в собственном смысле	2	1
459	в ней интонации	1	1
460	его типа структуры	1	1
461	собственном смысле слова	2	1
462	и в зачаточном	1	1
463	теми препятствиями которые	1	1
464	случайно собравшиеся разнородные	1	1
465	речи мы можем	2	1
466	имеют место хоть	1	1
467	же социальная структура	1	1
468	зависит как от	1	1
469	переживание с самого	1	1
470	поступком или словесным	1	1
471	или простом уверенно	1	1
472	осознание своего голода	2	1
473	вполне понятно что	1	1
474	время является и	1	1
475	об определенных типах	1	1
476	заложенные уже в	1	1
477	ее соками и	1	1
478	часть социальной среды	1	1
479	в самый момент	1	1
480	же время является	1	1
481	речевое общение всегда	1	1
482	или словесным ответом	1	1
483	пр свои типы	1	1
484	теперь мы можем	1	1
485	и каждое наше	1	1
486	всего того что	1	1
487	уясняет направление внутренней	1	1
488	к идеологическим системам	1	1
489	той же социальной	1	1
490	людей так форма	1	1
491	сестры совершенно иначе	1	1
492	ведь всякое осознание	1	1
493	жизненной речи можно	1	1
494	которые оно может	1	1
495	мы уже знаем	2	1
496	как бы из	1	1
497	переживание и выражение	1	1
498	зачаточном внутреннем стиле	1	1
499	случайные праздные слова	1	1
500	что жизненная идеология	1	1
501	определяется ею во	1	1
502	так как нам	1	1
503	отражением его типа	1	1
504	и аудитория заставляют	1	1
505	завершения выработан в	1	1
506	идеологией питаются ее	1	1
507	препятствиями которые оно	1	1
508	не нуждается в	1	1
509	внесловесного начала самый	1	1
510	потребности например голода	1	1
511	т.д и как	1	1
512	с жизненной идеологией	2	1
513	продолжает и уясняет	1	1
514	и женщины здесь	1	1
515	звучать так а	1	1
516	брата и сестры	1	1
517	тем не менее	1	1
518	внутреннем стиле возможно	1	1
519	если мы возьмем	1	1
520	бытовая ситуация обладает	1	1
521	как и в	1	1
522	простое смутное осознание	1	1
523	заключать в себе	1	1
524	постоянной линии социальной	1	1
525	обычно называется творческой	1	1
526	и социального состава	1	1
527	речи и заложенные	1	1
528	до сих пор	3	1
529	досадливое злобное негодующее	1	1
530	деревенские посиделки городские	1	1
531	мы все же	1	1
532	действие и каждое	1	1
533	в конкретном высказывании	1	1
534	типичнейшие целые жизненных	1	1
535	жены брата и	1	1
536	в потоке речевого	1	1
537	какого-нибудь ощущения хотя	1	1
538	поэтому в живом	1	1
539	как приказание просьба	1	1
540	вопрос о происхождении	1	1
541	по крайней мере	2	1
542	и ни к	1	1
543	в очереди в	1	1
544	социальной группы к	1	1
