N	3gram	Tiupa_Disk_1	Analitik
1	не может быть	3	16
2	в том что	13	9
3	в то же	3	8
4	в том чтобы	2	7
5	в отличие от	4	6
6	значении этого слова	1	6
7	то же время	4	6
8	той или иной	3	6
9	по отношению к	9	5
10	мы имеем дело	2	4
11	большей или меньшей	2	4
12	с точки зрения	1	4
13	и не может	1	4
14	не более чем	2	4
15	в конечном счете	1	4
16	к тому же	4	4
17	о том что	5	3
18	состоит в том	2	3
19	а не в	2	3
20	подобно тому как	2	3
21	в том числе	2	3
22	того или иного	1	3
23	в таком случае	1	3
24	из того что	1	3
25	с одной стороны	9	3
26	имеем дело с	1	3
27	не в том	3	3
28	в полной мере	1	3
29	в принципе не	1	3
30	том или ином	1	3
31	может быть сведено	1	3
32	отнюдь не предполагает	1	2
33	и того же	2	2
34	нет и не	1	2
35	в том и	1	2
36	то же самое	2	2
37	быть сведено к	1	2
38	сами по себе	2	2
39	в этом отношении	1	2
40	полноты и неизбыточности	1	2
41	в основе своей	2	2
42	начале х годов	1	2
43	исходя из того	1	2
44	в данном случае	2	2
45	в силу своей	2	2
46	далеко не всегда	1	2
47	не сводится к	2	2
48	в равной степени	1	2
49	коммуникативного события в	1	2
50	по природе своей	5	2
51	с другой стороны	3	2
52	в том или	1	2
53	в свое время	1	2
54	одного и того	2	2
55	в начале х	2	2
56	тех или иных	1	2
57	том что он	1	2
58	дело с двумя	1	2
59	социального взаимодействия трех	1	1
60	событийной полноте влэ	1	1
61	по своей природе	2	1
62	принципе не может	1	1
63	в новом качестве	1	1
64	хотя в современной	1	1
65	взаимодействия трех говорящего	1	1
66	свою родину чтобы	1	1
67	в е годы	2	1
68	воспринимающему знаковую данность	1	1
69	мир оправдан существованием	1	1
70	его событийной полноте	1	1
71	со-общения при-общения раз-общения	1	1
72	вневременных бесконечно репродуцируемых	1	1
73	как коммуникативного события	1	1
74	нами два события	1	1
75	как уже говорилось	1	1
76	приобретают вид сюжетных	1	1
77	по своей жанровой	1	1
78	дейк четко разграничивая	1	1
79	следует понимать как	1	1
