N	2gram	Vinokur_St_3	formyVre
1	и в	25	50
2	то есть	2	33
3	в этом	24	25
4	в нем	1	24
5	и его	3	16
6	в литературе	1	16
7	прежде всего	10	15
8	как мы	2	14
9	и не	10	14
10	в его	12	13
11	вовсе не	2	13
12	как раз	3	13
13	по существу	1	12
14	так и	5	12
15	то же	5	11
16	таким образом	10	11
17	может быть	19	11
18	и как	1	10
19	но в	5	10
20	времени и	2	10
21	с его	3	9
22	все эти	3	9
23	не только	12	9
24	в то	7	9
25	ничего не	4	9
26	же время	3	9
27	в том	20	9
28	в конце	6	9
29	в других	1	9
30	в особенности	4	9
31	и др	4	9
32	и т	8	8
33	того же	2	8
34	и на	6	8
35	в самом	2	8
36	ни в	5	8
37	т п	6	8
38	его жизни	1	8
39	но и	9	8
40	и их	1	8
41	как и	4	8
42	жизни и	1	8
43	так сказать	2	7
44	для себя	1	7
45	времени в	1	7
46	и во	2	7
47	не было	4	7
48	например в	4	6
49	во всех	2	6
50	как в	6	6
51	с этим	7	6
52	все же	4	6
53	лишь в	4	6
54	это не	7	6
55	и того	1	6
56	в их	3	6
57	так как	3	6
58	с ее	2	6
59	в ее	1	6
60	в дальнейшем	1	6
61	связи с	3	6
62	в жизни	4	6
63	у него	9	6
64	то что	12	6
65	в частности	1	6
66	не может	7	6
67	так же	1	6
68	в результате	2	6
69	и все	1	6
70	и до	1	5
71	время как	4	5
72	еще не	2	5
73	но не	2	5
74	и у	2	5
75	не в	6	5
76	он не	5	5
77	всех этих	3	5
78	жизни но	2	5
79	того чтобы	1	5
80	точки зрения	7	5
81	не могло	1	5
82	в разных	1	5
83	могут быть	2	5
84	но все	2	5
85	в пределах	1	5
86	в образе	1	5
87	если бы	4	5
88	до нас	2	5
89	для того	2	5
90	в связи	3	5
91	наряду с	1	5
92	что в	19	5
93	и другие	1	5
94	и то	1	4
95	и это	5	4
96	мы и	1	4
97	в ней	4	4
98	в своем	1	4
99	конечно не	1	4
100	то время	4	4
101	раз в	1	4
102	но на	1	4
103	и с	4	4
104	в них	5	4
105	том что	15	4
106	в котором	5	4
107	не имеет	2	4
108	потому что	5	4
109	как человек	1	4
110	здесь не	1	4
111	было и	1	4
112	или как	1	4
113	только в	6	4
114	между этими	1	4
115	влияние на	1	4
116	до конца	3	4
117	на этой	1	4
118	нет ничего	1	4
119	в той	1	4
120	все это	8	4
