N	3gram	Ircho_Kome_3	Stilisti
1	в то же	4	9
2	в зависимости от	1	7
3	то же время	4	7
4	для того чтобы	6	7
5	с точки зрения	3	5
6	с тем у	1	5
7	то же самое	3	4
8	в свою очередь	6	4
9	с самого начала	4	4
10	в этом случае	2	3
11	в конце концов	2	3
12	но все же	2	3
13	но об этом	1	2
14	само собой разумеется	2	2
15	равно как и	1	2
16	и в то	1	2
17	вместе с тем	3	2
18	в этом отношении	2	2
19	зависимости от того	1	2
20	но при этом	1	2
21	чуть ли не	1	2
22	как бы в	1	2
23	отношения к нему	1	2
24	о том что	4	2
25	можно сказать что	1	2
26	в связи с	3	2
27	к тому что	1	2
28	и тому же	1	1
29	можем не сомневаться	1	1
30	и к тому	1	1
31	одной из сторон	1	1
32	по отношению к	3	1
33	более или менее	1	1
34	и чаще всего	1	1
35	не говоря уже	1	1
36	в самом деле	6	1
37	и в отношении	1	1
38	как нет и	1	1
39	если он говорит	1	1
40	себе в этом	1	1
41	до сих пор	9	1
42	в ней как	1	1
43	по самой своей	1	1
44	независимо от того	1	1
45	не сомневаться что	1	1
46	по крайней мере	1	1
47	отнюдь не является	1	1
48	но при всем	1	1
49	того чтобы не	1	1
50	что мы не	1	1
51	здесь нет и	3	1
52	брата и сестры	2	1
53	ответа на вопрос	1	1
54	в которой мы	1	1
55	и в этом	1	1
56	по сравнению с	2	1
57	тем не менее	3	1
58	если не будет	1	1
59	но вместе с	1	1
60	в виду что	1	1
61	к мысли что	1	1
62	ближе к тому	1	1
63	приходит к мысли	1	1
64	друг друга и	1	1
65	не менее и	1	1
66	как и всякий	1	1
67	и никогда не	1	1
68	в конечном счете	2	1
69	и не может	1	1
70	вопрос о том	1	1
71	я и в	1	1
72	и тем более	1	1
73	мы имеем в	1	1
74	с другой стороны	2	1
75	либо в конце	1	1
76	вовсе не является	1	1
77	в том что	9	1
78	именно потому что	2	1
79	но если бы	1	1
80	не нуждается в	1	1
81	к одному и	1	1
82	одному и тому	1	1
