N	2gram	Vygotskiy__4	VeschiIm
1	не есть	2	49
2	не может	6	33
3	не только	15	31
4	может быть	12	29
5	и не	8	28
6	и в	20	26
7	то что	15	24
8	и есть	1	23
9	значит что	2	22
10	это значит	2	22
11	а не	7	20
12	не просто	2	18
13	и следовательно	1	15
14	в смысле	4	15
15	что она	1	14
16	только в	10	14
17	по себе	1	13
18	и что	8	13
19	того что	10	13
20	и то	10	12
21	все же	5	12
22	в себя	1	12
23	что это	2	12
24	было бы	8	12
25	и ее	1	12
26	но и	9	12
27	сказать что	6	12
28	таким образом	25	11
29	и больше	1	10
30	то же	16	10
31	в ней	2	10
32	как бы	7	10
33	что такое	5	10
34	потому что	12	10
35	уже не	1	10
36	что мы	7	10
37	бы то	1	9
38	в самом	6	9
39	то ни	1	9
40	и с	4	9
41	в том	42	9
42	что не	1	9
43	еще и	1	9
44	прежде всего	2	9
45	ни было	1	9
46	что иное	1	8
47	иное как	1	8
48	в себе	10	8
49	на то	5	8
50	и это	2	8
51	ничего не	1	8
52	но это	1	8
53	не что	1	8
54	также и	2	7
55	говорить о	1	7
56	если она	1	7
57	в этом	24	7
58	его в	6	7
59	с другими	1	7
60	том что	35	7
61	в то	1	7
62	что оно	4	7
63	указывает на	2	7
64	себя в	3	7
65	и их	1	7
66	так как	10	7
67	как раз	1	7
68	если оно	1	7
69	совершенно не	3	7
70	данной вещи	1	6
71	со стороны	3	6
72	что они	14	6
73	и как	9	6
74	но в	3	6
75	это есть	1	6
76	одно и	6	6
77	точки зрения	24	6
78	но если	1	6
79	с ним	1	6
80	оно есть	1	6
81	отличается от	2	6
82	можно было	6	6
83	ясно что	2	6
84	должно быть	3	6
85	и только	4	6
86	а если	1	6
87	так что	3	6
88	если мы	10	6
89	для него	2	6
90	но что	3	6
91	относится к	1	6
92	когда мы	2	6
93	в результате	8	6
94	что в	19	6
95	того же	9	5
96	в сущности	4	5
97	в чем	3	5
98	но не	3	5
99	отнюдь не	3	5
100	должна быть	2	5
101	вообще не	2	5
102	содержит в	2	5
103	это не	5	5
104	с тем	6	5
105	не в	4	5
106	тем не	1	5
107	в отношении	10	5
108	не менее	3	5
109	у нас	1	5
110	для себя	1	5
111	свою очередь	2	5
112	если бы	5	5
113	для этого	1	5
114	другими словами	2	5
115	еще не	2	5
116	ни на	1	5
117	с этой	4	5
118	и для	4	5
119	из себя	1	5
120	а в	2	5
121	в свою	2	5
122	явления и	1	4
123	собственном смысле	7	4
124	мы не	1	4
125	как понятие	1	4
126	так чтобы	1	4
127	я не	1	4
128	в их	12	4
129	во всех	1	4
130	точка зрения	1	4
131	независимо от	1	4
132	с этим	5	4
133	в своем	4	4
134	однако не	1	4
135	же не	2	4
136	не предполагает	1	4
137	как и	9	4
138	с точки	11	4
139	и более	7	4
140	что есть	1	4
141	слово и	2	4
142	точке зрения	1	4
143	должен быть	1	4
144	только то	1	4
145	быть просто	1	4
146	смысле и	2	4
147	о том	5	4
148	с другой	12	4
149	что и	9	4
150	то и	1	4
151	из них	4	4
152	тем что	7	4
153	и даже	1	4
154	даже не	1	4
155	и потому	1	4
156	мы говорим	1	4
157	в данном	2	4
158	быть не	1	4
159	как только	2	4
160	не существует	1	4
161	от того	3	4
