N	3gram	Vygotskiy__6	NovoeSre
1	не может быть	2	4
2	подобно тому как	1	3
3	не значит что	1	3
4	в этом смысле	2	2
5	он не может	1	2
6	вместе с тем	2	2
7	так же как	6	2
8	не может уже	1	2
9	с одной стороны	1	2
10	это не значит	1	2
11	с другой стороны	2	2
12	когда мы говорим	2	2
13	вопрос о том	1	2
14	в том и	1	2
15	и того же	4	1
16	в своем развитии	4	1
17	мы говорим что	2	1
18	то время как	5	1
19	одного и того	4	1
20	в том числе	1	1
21	себе и в	1	1
22	же как и	1	1
23	до сих пор	3	1
24	и во всех	1	1
25	и не может	2	1
26	что он может	1	1
27	в зависимости от	5	1
28	сами по себе	1	1
29	в отличие от	1	1
30	том числе и	1	1
31	можно было бы	5	1
32	бы сказать что	2	1
33	что в силу	1	1
34	не только в	1	1
35	и не могут	1	1
36	не могут быть	2	1
37	то что он	2	1
38	ни в какие	1	1
39	то что совершается	1	1
40	хотя и в	2	1
41	в то время	6	1
42	то что в	1	1
43	мы всегда должны	1	1
44	этого нельзя сказать	1	1
45	что совершается в	1	1
46	к более элементарным	1	1
47	которые могут быть	1	1
48	совершенно так же	1	1
49	в том смысле	2	1
50	в том что	19	1
51	как и в	1	1
52	не может остаться	1	1
