N	3gram	Voloshinov_1	Tvorches
1	то же время	7	7
2	в то же	9	7
3	до сих пор	1	3
4	не может быть	2	3
5	в самом деле	1	2
6	и не может	1	2
7	и в то	2	2
8	по самой своей	1	2
9	на этот вопрос	1	2
10	по крайней мере	1	2
11	на наш взгляд	1	2
12	это прежде всего	1	2
13	с другой стороны	1	2
14	о том что	2	2
15	в том что	1	2
16	это связано с	1	1
17	то все же	1	1
18	в другом месте	1	1
19	особое место в	1	1
20	нет и не	1	1
21	и нет ничего	1	1
22	можно говорить лишь	1	1
23	все происходящее в	1	1
24	бы не в	1	1
25	в дальнейшем мы	1	1
26	не вошел в	1	1
27	мы как бы	1	1
28	самой своей сути	1	1
29	можно было бы	1	1
30	то или иное	4	1
31	только потому что	2	1
32	в прямом и	1	1
33	но в то	2	1
34	тем что он	1	1
35	не должен быть	1	1
36	но при этом	2	1
37	и в этом	1	1
38	в свою очередь	4	1
39	той или иной	3	1
40	в связи с	2	1
41	в виду что	1	1
42	являются как бы	1	1
43	у нас не	2	1
44	по себе не	1	1
45	решающую роль в	1	1
46	того или иного	5	1
47	это еще не	1	1
48	мы не можем	1	1
49	и никогда не	1	1
50	с самого начала	4	1
51	в конечном счете	1	1
52	именно потому что	1	1
53	в русской литературе	1	1
54	но ведь в	1	1
55	содержит в себе	1	1
56	я считаю долгом	1	1
57	что у нас	2	1
58	прямом и в	1	1
59	как и в	1	1
60	и в прямом	1	1
61	не так как	2	1
62	быть может и	1	1
