N	2gram	Tiupa_Anal_1	Formalny
1	и не	21	30
2	вовсе не	2	28
3	и в	18	27
4	может быть	29	25
5	не может	22	24
6	так и	4	21
7	и его	5	19
8	в этом	13	18
9	таким образом	3	18
10	а не	17	17
11	самом деле	2	16
12	точки зрения	6	16
13	то же	9	15
14	в нем	3	15
15	в процессе	2	15
16	между ними	1	15
17	на самом	2	14
18	как и	13	14
19	с точки	4	14
20	не в	14	12
21	если бы	3	12
22	и т	3	11
23	в самом	6	11
24	и от	1	11
25	художественное произведение	5	11
26	не могут	3	10
27	место в	3	10
28	но и	17	10
29	в действительности	1	9
30	не только	15	9
31	лишь в	5	9
32	так как	2	9
33	отнюдь не	15	8
34	как бы	5	8
35	при этом	12	8
36	входит в	1	8
37	ни в	4	8
38	как мы	2	8
39	в пределах	2	8
40	только в	6	8
41	как раз	1	8
42	то что	6	8
43	и все	3	8
44	что в	5	8
45	художественного произведения	5	7
46	с тем	1	7
47	не менее	1	7
48	же время	6	7
49	потому что	2	7
50	его в	1	7
51	между тем	5	7
52	в его	13	7
53	в том	27	7
54	для них	1	7
55	совершенно не	1	7
56	в то	9	7
57	в искусстве	2	7
58	еще не	3	6
59	но в	8	6
60	все эти	2	6
61	произведение как	1	6
62	в своей	6	6
63	и ее	1	6
64	всяком случае	1	6
65	произведения в	11	6
66	произведения как	7	6
67	все время	1	6
68	было бы	2	6
69	в литературе	4	6
70	что он	3	6
71	с другой	4	6
72	более того	3	6
73	вместе с	4	6
74	в данном	2	6
75	все же	4	6
76	и для	1	6
77	истории литературы	4	6
78	хотя бы	3	6
79	в своих	1	6
80	во всяком	1	6
81	в зависимости	1	5
82	зависимости от	1	5
83	но не	10	5
84	независимо от	1	5
85	что именно	2	5
86	в художественном	3	5
87	без исключения	1	5
88	войти в	1	5
89	ни было	4	5
90	того чтобы	3	5
91	сводится к	5	5
92	в ней	1	5
93	никогда не	2	5
94	связи с	1	5
95	т п	3	5
96	друг друга	1	5
97	между которыми	1	5
98	и потому	2	5
99	тому как	3	5
100	что же	2	5
101	высказывания и	1	5
102	не является	2	5
103	в результате	1	5
104	другой стороны	2	5
105	не есть	8	4
106	мы не	1	4
107	смысл и	3	4
108	быть понято	1	4
109	он был	1	4
110	бы то	3	4
111	как в	1	4
112	и как	5	4
113	в целом	5	4
114	и те	1	4
115	а вовсе	1	4
116	бы ни	2	4
117	подобно тому	3	4
118	то ни	3	4
119	данном случае	2	4
120	в ее	1	4
121	том что	12	4
122	для данного	2	4
123	по себе	4	4
124	тогда когда	2	4
125	и является	2	4
126	могут быть	4	4
127	к тому	7	4
128	роль в	2	4
129	и восприятия	2	4
130	о том	5	4
131	связь между	1	4
132	его смысла	1	4
133	слов и	1	4
134	только на	1	4
135	следует что	2	4
136	литературного произведения	41	4
137	для того	4	4
138	со стороны	2	4
139	прежде всего	6	4
140	смысла и	3	4
141	произведение в	2	4
142	в связи	1	4
143	как это	1	4
144	да и	1	4
145	между собой	2	4
146	в романе	1	4
147	из этого	1	4
148	жизни и	1	4
149	они не	1	4
150	художественном произведении	1	3
151	одним из	3	3
152	того же	4	3
153	должна быть	1	3
154	мы уже	1	3
155	той же	2	3
156	научное высказывание	1	3
157	мы и	1	3
158	в виду	1	3
159	литературы и	1	3
160	и на	5	3
161	в которых	1	3
162	столь же	4	3
163	во всех	1	3
164	то он	2	3
165	нет и	2	3
166	что это	1	3
167	в себе	11	3
168	вследствие этого	3	3
169	этот процесс	1	3
170	не следует	4	3
171	и с	2	3
172	те же	1	3
173	высказывание в	1	3
174	материала и	1	3
175	искусства в	4	3
176	это не	6	3
177	и тем	1	3
178	ее в	1	3
179	он и	1	3
180	раз и	1	3
181	в этих	1	3
182	творчества и	2	3
183	и более	4	3
184	как от	2	3
185	по отношению	6	3
186	тому что	1	3
187	между людьми	1	3
188	в основе	6	3
189	для нас	1	3
190	все без	1	3
191	самом произведении	1	3
192	ничто не	2	3
193	этом отношении	2	3
194	же самое	2	3
195	оно не	1	3
196	это единство	1	3
197	в произведении	5	3
198	еще в	2	3
199	и что	1	3
200	можно сказать	2	3
201	их в	1	3
202	в них	1	3
203	романа в	2	3
204	в него	1	3
