N	3gram	Vygotskiy__4	Hudozhes
1	в том что	31	11
2	по отношению к	1	7
3	о том что	3	7
4	подобно тому как	2	4
5	к тому что	1	4
6	том что в	1	3
7	в самом деле	6	3
8	не может быть	1	3
9	как и в	1	3
10	с одной стороны	9	3
11	для того чтобы	5	3
12	тем не менее	1	3
13	состоит в том	3	2
14	о том как	1	2
15	с точки зрения	11	2
16	только в том	2	2
17	до сих пор	1	2
18	можно было бы	5	2
19	так же как	5	2
20	в данном случае	2	2
21	то же самое	7	2
22	не только не	5	2
23	не только в	1	2
24	к тому же	1	2
25	в тот момент	1	1
26	на том что	1	1
27	не в состоянии	1	1
28	одних и тех	1	1
29	мы узнаем что	1	1
30	в настоящее время	2	1
31	же как и	4	1
32	именно то что	2	1
33	при этом он	1	1
34	что он не	1	1
35	в том случае	1	1
36	всякий раз в	1	1
37	бы то ни	1	1
38	между тем как	3	1
39	в этом отношении	7	1
40	при переходе от	1	1
41	том числе и	2	1
42	и тех же	1	1
43	а с другой	2	1
44	точно так же	3	1
45	едва ли может	1	1
46	следующим образом в	1	1
47	то и другое	1	1
48	и то что	4	1
49	том случае если	1	1
50	сказать что они	1	1
51	едва ли не	1	1
52	нечто такое что	1	1
53	мы знаем что	1	1
54	в противоречие с	2	1
55	а также и	1	1
56	и при этом	1	1
57	по известному выражению	1	1
58	перед нами в	1	1
59	то время как	1	1
60	имеем дело с	1	1
61	все более и	2	1
62	все же не	1	1
63	с другой стороны	8	1
64	того момента когда	1	1
65	содержит в себе	2	1
66	заключается в том	14	1
67	в то время	1	1
68	ключ ко всей	1	1
69	в этом случае	3	1
70	с самого начала	1	1
71	более и более	2	1
72	но все же	1	1
73	можно сказать что	1	1
74	тот момент когда	1	1
75	лежит в основе	1	1
76	друг от друга	1	1
77	как бы в	1	1
78	после того как	1	1
79	и отношения между	1	1
80	в том числе	2	1
81	мы имеем дело	1	1
82	но как только	1	1
83	что и в	1	1
84	что на деле	1	1
85	именно тем что	1	1
