N	3gram	Tiupa_Disk_1	Myshleni
1	по отношению к	9	12
2	в том что	13	11
3	с точки зрения	1	9
4	в известном смысле	1	7
5	в этом отношении	1	5
6	заключается в том	1	5
7	с самого начала	1	5
8	можно сказать что	2	5
9	подобно тому как	2	4
10	то же самое	2	4
11	из того что	1	4
12	о том что	5	4
13	и того же	2	3
14	состоит в том	2	3
15	в этом случае	1	3
16	до сих пор	1	3
17	с одной стороны	9	3
18	в свою очередь	3	3
19	не может быть	3	3
20	одного и того	2	3
21	и тому же	1	2
22	том что в	2	2
23	потому что в	1	2
24	том что он	1	2
25	о том как	1	2
26	не требует от	1	2
27	и не может	1	2
28	что он не	1	2
29	в отличие от	4	2
30	что представляет собой	1	2
31	то что они	1	2
32	вместе с тем	1	2
33	но при этом	3	2
34	а с другой	3	2
35	тем или иным	1	2
36	с другой стороны	3	2
37	в свое время	1	2
38	того положения что	1	2
39	к одному и	1	2
40	но все же	1	2
41	и тем более	1	2
42	одному и тому	1	2
43	как мы видели	1	2
44	и в другом	1	2
45	в меру нашего	1	1
46	по своей природе	2	1
47	и может быть	1	1
48	в одном ряду	1	1
49	если можно так	1	1
50	более или менее	2	1
51	на самом деле	1	1
52	в этом последнем	1	1
53	в этом смысле	1	1
54	в том числе	2	1
55	одной стороны и	2	1
56	то что оба	1	1
57	только по отношению	1	1
58	только в том	2	1
59	в качестве своих	1	1
60	сам по себе	1	1
61	а представляет собой	1	1
62	в первую очередь	1	1
63	вопрос на который	1	1
64	возможно только при	1	1
65	что не только	1	1
66	что с помощью	1	1
67	с этим связан	1	1
68	том числе и	2	1
69	во всех областях	1	1
70	в равной мере	1	1
71	одно и то	1	1
72	не могло быть	1	1
73	в которой он	1	1
74	а не только	2	1
75	можно даже сказать	1	1
76	тогда как процесс	1	1
77	именно в этой	1	1
78	еще и в	1	1
79	во всяком новом	1	1
80	и то же	1	1
81	не только по	1	1
82	и потому что	1	1
83	точка зрения на	1	1
84	к которому мы	1	1
85	здесь имеет место	1	1
86	на передний план	1	1
87	равной мере и	1	1
88	одни и те	1	1
89	в связи с	1	1
90	а не как	1	1
91	во всяком случае	1	1
92	так и в	1	1
93	в полной мере	1	1
94	не может ли	1	1
95	тем не менее	1	1
96	в тех случаях	1	1
97	поэтому что не	1	1
98	в этом пункте	1	1
99	лежали в основе	1	1
100	между собой и	1	1
101	по аналогии с	1	1
102	в том чтобы	2	1
103	постановки вопроса о	1	1
104	не только потому	1	1
105	того или иного	1	1
106	и те же	1	1
107	оно имеет свою	1	1
108	стоит в отношениях	1	1
109	можно так выразиться	1	1
110	его точка зрения	1	1
111	состоит в образовании	1	1
112	тех случаях когда	1	1
113	в другом случае	1	1
114	в то же	3	1
115	в результате этого	1	1
116	и т.п и	1	1
117	по мере развития	1	1
118	тех или иных	1	1
119	тем более не	1	1
120	лежит не в	1	1
121	той или иной	3	1
