N	3gram	Vygotskiy__4	PoTuStor
1	с точки зрения	11	6
2	на самом деле	1	4
3	с самого начала	1	4
4	в этом смысле	8	3
5	до сих пор	1	3
6	мы полагаем что	1	3
7	по сравнению с	3	3
8	во всяком случае	3	3
9	не может быть	1	3
10	можно сказать что	1	3
11	почти совершенно не	1	2
12	друг на друга	5	2
13	так же как	5	2
14	в самом деле	6	2
15	не могут быть	2	2
16	нет никаких оснований	1	2
17	о том что	3	2
18	мы можем сказать	1	2
19	если бы он	1	1
20	и того же	5	1
21	одних и тех	1	1
22	с нашим понятием	1	1
23	подобно тому как	2	1
24	он может быть	1	1
25	но даже и	1	1
26	одного и того	5	1
27	то же самое	7	1
28	же как и	4	1
29	на первый план	4	1
30	период полового созревания	1	1
31	в основе их	3	1
32	бы то ни	1	1
33	и та же	1	1
34	в этом отношении	7	1
35	этих двух групп	1	1
36	можно было бы	5	1
37	здесь в области	1	1
38	основе их лежит	2	1
39	именно то что	2	1
40	с этой точки	4	1
41	вместе с тем	3	1
42	в каком отношении	1	1
43	и тех же	1	1
44	так как он	1	1
45	в период полового	1	1
46	же что и	1	1
47	том что мы	1	1
48	не чем иным	1	1
49	ранних ступенях развития	1	1
50	в данном случае	2	1
51	никакому сомнению что	1	1
52	то ни было	1	1
53	шаг за шагом	1	1
54	с одной стороны	9	1
55	в высшей степени	2	1
56	на друга в	1	1
57	в связи с	3	1
58	как один из	1	1
59	а с другой	2	1
60	имеем дело с	1	1
61	но вместе с	2	1
62	в свое время	2	1
63	в том что	31	1
64	на вопрос о	1	1
65	этой точки зрения	4	1
66	мы говорили что	1	1
67	и таким образом	1	1
68	полагаем что в	1	1
69	при этом неизбежно	1	1
70	чем иным как	1	1
71	одна и та	1	1
72	что иное как	1	1
73	мы знаем что	1	1
74	их так как	1	1
75	и как мы	1	1
76	и ту же	1	1
77	есть прежде всего	1	1
78	в том смысле	2	1
79	не что иное	1	1
80	и что он	1	1
81	друг с другом	7	1
82	для того чтобы	5	1
83	одну и ту	1	1
84	мы сталкиваемся с	1	1
85	можем сказать что	1	1
86	может быть даже	1	1
87	мы увидим что	1	1
