N	2gram	Tiupa_Narr_1	Analitik
1	в качестве	21	31
2	может быть	25	29
3	в том	18	27
4	не может	10	22
5	и не	20	21
6	в частности	14	19
7	и в	19	18
8	но и	23	17
9	а не	12	17
10	представляет собой	13	16
11	отнюдь не	5	15
12	не только	32	15
13	тогда как	12	14
14	не в	14	14
15	коммуникативного события	12	14
16	в этом	17	13
17	как и	7	13
18	в его	9	13
19	при этом	9	12
20	том что	14	12
21	текста в	2	12
22	художественного текста	2	12
23	в себе	8	11
24	то есть	19	11
25	состоит в	13	11
26	произведения в	1	11
27	но не	5	10
28	эстетического дискурса	1	10
29	то же	4	9
30	иначе говоря	6	9
31	в то	3	9
32	а в	11	9
33	есть не	1	8
34	научного описания	1	8
35	в принципе	4	8
36	в мире	9	8
37	но в	6	8
38	нуждается в	5	8
39	в той	6	8
40	не есть	3	8
41	значении этого	3	7
42	том чтобы	1	7
43	тем самым	6	7
44	к тому	7	7
45	этого слова	2	7
46	мы имеем	2	6
47	в сущности	3	6
48	по отношению	7	6
49	отличие от	5	6
50	в самом	1	6
51	в случае	7	6
52	наш взгляд	1	6
53	на наш	1	6
54	это не	2	6
55	далеко не	5	6
56	точки зрения	10	6
57	в отличие	5	6
58	в основе	5	6
59	по своей	3	6
60	той или	4	6
61	в себя	6	6
62	времени и	7	6
63	коммуникативное событие	3	6
64	же время	4	6
65	только в	4	6
66	себя в	5	6
67	то что	11	6
68	или иной	5	6
69	прежде всего	4	6
70	в их	1	5
71	что иное	2	5
72	и на	3	5
73	иное как	2	5
74	и как	5	5
75	в произведении	3	5
76	в целом	1	5
77	в этой	5	5
78	внутренней речи	1	5
79	лишь в	1	5
80	и его	5	5
81	имеет место	4	5
82	о том	6	5
83	сводится к	3	5
84	в тексте	16	5
85	и того	1	5
86	между тем	3	5
87	и т.п	8	5
88	воспринимающего сознания	1	5
89	такого рода	7	5
90	как бы	4	5
91	отношению к	6	5
92	что в	3	5
93	того же	1	4
94	не что	2	4
95	всего лишь	2	4
96	столь же	3	4
97	все же	7	4
98	сознания в	1	4
99	смысла но	1	4
100	тому же	5	4
101	с другими	1	4
102	не всегда	2	4
103	с точки	2	4
104	и другого	1	4
105	и более	1	4
106	по себе	5	4
107	и соответственно	2	4
108	имеем дело	2	4
109	в области	2	4
110	ни в	3	4
111	могут быть	3	4
112	текста а	1	4
113	так и	9	4
114	не с	3	4
115	с ним	1	4
116	как правило	4	4
117	в другом	1	4
118	с другой	8	4
119	в конечном	3	4
120	того что	1	4
121	и пространстве	5	4
122	субъекта и	2	4
123	дело с	2	4
124	уже не	5	4
125	конечном счете	2	4
126	именно в	6	4
127	себя и	2	4
128	во времени	8	4
129	человека к	1	4
130	из которых	4	4
131	в литературе	2	4
132	исходя из	2	4
133	собственно говоря	1	4
134	ни было	3	4
135	как известно	2	3
136	одним из	2	3
137	таком случае	2	3
138	мере в	1	3
139	и есть	1	3
140	между двумя	5	3
141	подхода к	1	3
142	говоря и	1	3
143	место в	1	3
144	текста оказывается	1	3
145	бы то	3	3
146	во внешнем	2	3
147	если в	3	3
148	как справедливо	2	3
149	в рамках	12	3
150	в художественном	1	3
151	что как	1	3
152	и к	1	3
153	в нем	4	3
154	он не	3	3
155	в силу	4	3
156	подобно тому	2	3
157	таким образом	1	3
158	то ни	3	3
159	не будет	3	3
160	бы быть	3	3
161	того или	2	3
162	даже в	2	3
163	в ходе	1	3
164	в котором	1	3
165	своего рода	12	3
166	всякий раз	1	3
167	участков текста	1	3
168	при рассмотрении	1	3
169	однако в	2	3
170	дело не	1	3
171	в текст	1	3
172	о нем	4	3
173	в таком	2	3
174	как будто	3	3
175	или ином	2	3
176	данного произведения	1	3
177	не могут	1	3
178	в состав	1	3
179	оно может	2	3
180	в собственном	2	3
181	если бы	1	3
182	а также	7	3
183	к нему	5	3
184	с его	6	3
185	том или	2	3
186	еще не	7	3
187	и представляет	2	3
188	организации текста	2	3
189	с одной	7	3
190	обратиться к	1	3
191	ни с	1	3
192	никто не	1	3
193	что и	1	3
194	не случайно	2	3
195	одной стороны	7	3
196	другого в	1	3
197	а именно	3	3
198	а с	3	3
199	что не	4	3
200	более того	1	3
201	личности в	2	3
202	по мысли	3	3
203	тому как	2	3
204	быть не	1	3
205	> в	3	3
206	в любом	2	3
207	что мы	2	3
208	в культуре	2	3
209	она может	2	3
210	которая в	2	3
211	и одновременно	2	3
212	и все	2	3
213	хотя бы	4	3
214	будто бы	3	3
215	в равной	1	3
216	что он	6	3
217	своего предмета	1	3
218	или иного	2	3
219	том числе	6	3
220	отношения к	2	2
221	по обыкновению	1	2
222	самом деле	2	2
223	на самом	1	2
224	он может	1	2
225	в первом	3	2
226	по бахтину	3	2
227	едва ли	1	2
228	мифологическое мышление	2	2
229	также и	1	2
230	а как	1	2
231	к полюсу	1	2
232	рецептивной компетенции	1	2
233	жизненной позиции	4	2
234	на себя	3	2
235	х годов	1	2
