N	3gram	Nazirov_Tv_1	Problemy
1	то же время	12	10
2	в то же	13	10
3	на самом деле	2	9
4	с самого начала	3	8
5	в отношении к	1	7
6	с самим собой	1	7
7	по отношению к	1	6
8	мы уже говорили	1	5
9	в творчестве достоевского	4	4
10	но в то	4	4
11	на протяжении всего	2	4
12	в романах достоевского	13	4
13	записок из подполья	3	3
14	он не может	1	3
15	он в сущности	1	3
16	и в самом	1	3
17	бы то ни	1	3
18	уже говорили что	1	3
19	то ни было	1	3
20	в конце концов	1	3
21	в мире достоевского	1	3
22	с другой стороны	1	3
23	к тому же	1	3
24	и наконец в	1	2
25	протяжении всего романа	1	2
26	и в то	2	2
27	в отличие от	1	2
28	друг на друга	1	2
29	что все это	3	2
30	что он сам	1	2
31	и та же	2	2
32	одна и та	1	2
33	в раннем творчестве	1	2
34	у достоевского нет	1	2
35	в том что	6	2
36	мне надо было	1	1
37	все более и	1	1
38	как и его	1	1
39	всю жизнь и	1	1
40	еще далеко не	1	1
41	из подполья это	1	1
42	но кто же	1	1
43	иду босой и	1	1
44	то есть не	2	1
45	дело в том	3	1
46	из подполья и	1	1
47	в записках из	3	1
48	в том же	1	1
49	потому что я	1	1
50	что же касается	1	1
51	от чужого сознания	1	1
52	плачут и целуют	1	1
53	же время он	2	1
54	до сих пор	1	1
55	и в других	1	1
56	вместе с тем	1	1
57	все плачут и	1	1
58	что он не	1	1
59	раннем творчестве достоевского	1	1
60	то что в	1	1
61	связи с его	1	1
62	за то что	1	1
63	заключает в себе	1	1
64	все это из	1	1
65	это вовсе не	1	1
66	записках из подполья	2	1
67	художественного мира достоевского	1	1
68	он не выдержал	1	1
69	по крайней мере	2	1
70	я иду босой	1	1
71	в других романах	1	1
72	и иван карамазов	2	1
73	в котором все	1	1
74	однако уже в	1	1
75	у достоевского очень	1	1
76	к тому что	1	1
77	и со всеми	1	1
78	в данном случае	2	1
79	в глаза и	1	1
80	что может быть	1	1
81	очень любят и	1	1
82	уже в бедных	1	1
83	но она не	1	1
84	и разбиваю ретроградов	1	1
85	и как бы	1	1
86	не только для	1	1
87	разбиваю ретроградов под	1	1
88	в этот момент	1	1
89	ретроградов под аустерлицем	1	1
90	новые идеи и	1	1
91	я не могу	1	1
92	не может и	1	1
93	самом деле рассказ	1	1
94	в бедных людях	5	1
95	но эти слова	1	1
96	не все же	1	1
97	идеи и разбиваю	1	1
98	как и в	1	1
99	самого достоевского в	1	1
100	имел в виду	1	1
101	так быстро что	1	1
102	в бесах в	1	1
103	в свою очередь	1	1
104	из них он	1	1
105	и того же	1	1
106	но у достоевского	1	1
107	о том что	5	1
108	более и более	1	1
109	из подполья с	1	1
110	ты сам себе	1	1
111	ивана с чертом	1	1
112	можно сказать что	2	1
113	одного и того	1	1
114	записки из подполья	6	1
115	босой и голодный	1	1
116	бы он ни	1	1
117	тем не менее	2	1
118	это как бы	3	1
119	а я иду	1	1
120	на род человеческий	1	1
121	друг для друга	1	1
122	то же самое	1	1
123	в глубине души	1	1
