N	2gram	Bakhtin_KF_1	EvropaiC
1	в том	6	31
2	и в	24	24
3	том что	4	20
4	все эти	10	19
5	не может	27	18
6	то что	7	17
7	может быть	45	15
8	все же	5	15
9	точки зрения	12	13
10	самом деле	3	12
11	в своем	16	12
12	в этом	14	12
13	с этим	1	11
14	между тем	4	11
15	все это	10	11
16	во всех	11	10
17	по отношению	26	10
18	культуры и	5	10
19	так и	2	10
20	из себя	8	10
21	как бы	9	10
22	отношению к	22	10
23	культуры в	1	10
24	все что	1	10
25	того же	1	9
26	на то	1	9
27	при этом	4	9
28	как и	5	9
29	в результате	1	9
30	что в	4	9
31	в самом	1	8
32	с точки	9	8
33	не в	12	8
34	ясно что	3	8
35	если бы	8	8
36	и все	7	8
37	на самом	3	7
38	своей культуре	1	7
39	не менее	3	7
40	того чтобы	2	7
41	по своей	1	7
42	к тому	1	7
43	для этого	2	7
44	о том	3	7
45	что он	2	7
46	для того	3	7
47	но и	9	7
48	и не	26	7
49	должна быть	4	6
50	еще не	4	6
51	и на	3	6
52	в этой	2	6
53	в мире	6	6
54	в сознании	2	6
55	несмотря на	1	6
56	с ним	5	6
57	что и	7	6
58	того что	3	6
59	только в	16	6
60	все они	1	6
61	так как	1	6
62	мы можем	1	6
63	вместе с	1	6
64	отличается от	1	6
65	из всех	1	5
66	столь же	1	5
67	как к	2	5
68	и к	1	5
69	но в	5	5
70	в которой	1	5
71	что это	3	5
72	в целом	10	5
73	в себе	21	5
74	не только	5	5
75	но все	5	5
76	не будет	2	5
77	что все	1	5
78	и с	1	5
79	на все	1	5
80	лишь в	8	5
81	его в	5	5
82	в то	3	5
83	в его	40	5
84	потому что	2	5
85	и их	6	5
86	именно в	5	5
87	ничем не	1	5
88	по своему	3	5
89	быть и	3	5
90	и для	9	5
91	и от	1	5
92	к этому	2	5
93	и то	2	4
94	то же	5	4
95	мы уже	1	4
96	та же	2	4
97	отношение к	5	4
98	данный момент	3	4
99	хотя и	1	4
100	ни один	1	4
101	он не	6	4
102	всех этих	3	4
103	том случае	1	4
104	должно быть	6	4
105	и культуры	1	4
106	в их	8	4
107	признать что	1	4
108	тем не	2	4
109	том же	1	4
110	из которых	2	4
111	что эта	2	4
112	никогда не	5	4
113	лишь при	3	4
114	и т.д	2	4
115	если мы	1	4
116	не есть	20	4
117	в виде	2	4
118	в области	2	4
119	а с	2	4
120	это есть	2	4
121	самого себя	1	4
122	мы должны	1	4
123	хотя бы	4	4
124	совершенно не	6	4
125	будет тем	1	4
126	и культура	1	4
127	вопрос о	2	3
128	в данном	2	3
129	мы будем	1	3
130	в истории	1	3
131	и наконец	1	3
132	в нашем	1	3
133	к которой	2	3
134	в нем	28	3
135	и по	1	3
136	и может	3	3
137	это не	10	3
138	на почве	1	3
139	в жизни	2	3
140	с тем	2	3
141	чем в	1	3
142	и того	2	3
143	одного и	1	3
144	в этих	1	3
145	освободиться от	1	3
146	образом в	1	3
147	для нас	4	3
148	во всем	7	3
149	а лишь	3	3
150	уже и	1	3
151	от того	3	3
152	должны быть	1	3
153	ничего общего	2	3
154	и это	12	3
155	то ни	2	3
156	жизнь и	2	3
157	настоящее время	1	3
158	может не	2	3
159	подлежит сомнению	1	3
160	различия между	1	3
161	тот же	1	3
162	конечно не	7	3
163	различия в	1	3
164	и других	2	3
165	может служить	1	3
166	прежде всего	2	3
167	же не	1	3
168	и потому	2	3
169	представляют из	1	3
170	не подлежит	1	3
171	в настоящее	1	3
172	что только	2	3
173	ее и	6	3
174	от него	3	3
175	только что	1	3
176	а в	4	3
177	что мы	1	3
178	культуры как	1	3
179	ту же	1	2
180	от своей	5	2
181	в котором	24	2
182	и до	1	2
183	что эти	1	2
184	также и	1	2
185	время от	1	2
186	так чтобы	1	2
187	а для	2	2
188	с ее	2	2
189	и ее	2	2
190	в ней	3	2
191	свою очередь	1	2
192	от себя	10	2
193	бы то	2	2
194	тем как	3	2
195	во всяком	1	2
196	к такому	1	2
197	но как	5	2
198	только тогда	1	2
199	него с	1	2
200	и будет	1	2
201	ценностей не	2	2
202	если он	1	2
