N	2gram	Ircho_Kome_3	Formalny
1	т е	16	32
2	и не	21	30
3	вовсе не	4	28
4	и в	22	27
5	может быть	6	25
6	не может	3	24
7	так и	4	21
8	и его	6	19
9	в этом	8	18
10	таким образом	12	18
11	а не	4	17
12	самом деле	6	16
13	точки зрения	4	16
14	то же	7	15
15	в нем	3	15
16	между ними	2	15
17	как и	3	14
18	с точки	3	14
19	не в	4	12
20	если бы	8	12
21	и т	4	11
22	в самом	9	11
23	и от	1	11
24	не могут	2	10
25	место в	1	10
26	но и	4	10
27	в действительности	1	9
28	не только	5	9
29	как его	1	9
30	так как	11	9
31	так же	4	9
32	отнюдь не	4	8
33	с помощью	4	8
34	как бы	3	8
35	при этом	7	8
36	ни в	10	8
37	как мы	2	8
38	в пределах	2	8
39	только в	1	8
40	как раз	6	8
41	то что	4	8
42	и все	2	8
43	что в	5	8
44	тем же	3	7
45	с тем	4	7
46	не менее	5	7
47	же время	5	7
48	потому что	10	7
49	его в	8	7
50	между тем	2	7
51	в его	8	7
52	в том	12	7
53	для них	1	7
54	если мы	2	7
55	все это	5	7
56	совершенно не	2	7
57	в то	6	7
58	здесь и	2	6
59	еще не	6	6
60	но в	5	6
61	все эти	1	6
62	т д	1	6
63	в своей	5	6
64	и ее	2	6
65	всяком случае	3	6
66	и теперь	1	6
67	все время	2	6
68	было бы	3	6
69	что он	8	6
70	с другой	4	6
71	вместе с	9	6
72	все же	4	6
73	и для	4	6
74	бы в	4	6
75	хотя бы	4	6
76	в своих	2	6
77	во всяком	3	6
78	в зависимости	1	5
79	зависимости от	1	5
80	но не	1	5
81	в истории	1	5
82	в одной	1	5
83	независимо от	1	5
84	в каждом	1	5
85	войти в	1	5
86	ни было	2	5
87	того чтобы	6	5
88	сводится к	1	5
89	если же	2	5
90	в ней	4	5
91	что они	2	5
92	никогда не	3	5
93	связи с	5	5
94	и их	1	5
95	т п	4	5
96	друг друга	4	5
97	и между	1	5
98	тем что	5	5
99	и потому	1	5
100	тому как	1	5
101	в реальном	1	5
102	не является	4	5
103	в результате	2	5
104	другой стороны	2	5
105	мы не	2	4
106	он был	4	4
107	бы то	2	4
108	как в	2	4
109	и как	1	4
110	в целом	3	4
111	и те	1	4
112	на ее	3	4
113	подобно тому	1	4
114	то ни	3	4
115	в ее	3	4
116	в слове	1	4
117	мы знаем	2	4
118	том что	13	4
119	для данного	1	4
120	она не	2	4
121	в смысле	1	4
122	мы можем	3	4
123	могут быть	1	4
124	к тому	6	4
125	роль в	2	4
126	о том	8	4
127	конечно не	3	4
