N	3gram	Propp_Isto_7	Myslijsy
1	по отношению к	1	13
2	в том что	4	13
3	не может быть	3	9
4	только в том	1	6
5	тем не менее	4	6
6	с другой стороны	8	5
7	но и в	2	4
8	по его мнению	1	4
9	и т д	16	4
10	мере того как	1	3
11	по мере того	1	3
12	с точки зрения	1	3
13	а так как	1	3
14	и что в	1	3
15	с одной стороны	4	3
16	сама по себе	1	3
17	может быть названо	1	3
18	а в том	2	3
19	но тем не	2	3
20	так и в	2	3
21	что и в	2	3
22	не только в	5	3
23	мы увидим что	2	3
24	таким образом что	1	2
25	и может быть	1	2
26	только потому что	1	2
27	бы то ни	1	2
28	на этот вопрос	2	2
29	то и другое	1	2
30	но с другой	1	2
31	к тому что	1	2
32	и потому что	1	2
33	потому что имеет	1	2
34	и т п	1	2
35	в них не	1	2
36	как и в	2	2
37	от одного лица	1	1
38	никто не может	1	1
39	на том что	1	1
40	нет ли в	1	1
41	а не в	1	1
42	но так как	1	1
43	только там где	1	1
44	в ответ на	3	1
45	с тех пор	1	1
46	потому что я	1	1
47	мы не можем	2	1
48	необходимо было бы	1	1
49	это не объясняет	1	1
50	и то и	1	1
51	д то это	1	1
52	то что в	3	1
53	том что именно	1	1
54	до сих пор	2	1
55	с тем и	1	1
56	именно так как	1	1
57	но это не	2	1
58	можно было бы	1	1
59	и в каждом	1	1
60	он не мог	1	1
61	с этой точки	3	1
62	как если бы	1	1
63	и что не	1	1
64	не в состоянии	1	1
65	может быть понят	2	1
66	думать что в	1	1
67	более или менее	1	1
68	показать что и	1	1
69	то ни было	1	1
70	не может видеть	1	1
71	так же как	4	1
72	там где он	1	1
73	выше мы видели	1	1
74	в связи с	1	1
75	друг на друга	1	1
76	это не так	1	1
77	то чего не	1	1
78	т д то	1	1
79	мы видели что	1	1
80	потому что эти	1	1
81	том что заставляет	1	1
82	что во всех	1	1
83	таким образом мы	2	1
84	в то время	2	1
85	ничего не может	1	1
86	это значит что	1	1
87	после того как	2	1
88	о том что	5	1
89	этой точки зрения	3	1
90	другой стороны и	2	1
91	и тем более	1	1
92	вопрос о том	1	1
93	но все же	2	1
94	с этой стороны	3	1
95	в один момент	1	1
96	а не его	1	1
97	легко может быть	1	1
98	в которое он	1	1
99	не может получить	1	1
100	для нас не	1	1
101	она не может	1	1
102	точно так же	2	1
103	т д в	2	1
104	как мы видели	1	1
