N	2gram	Bakhtin_Fr_3	Otkroven
1	у него	8	22
2	человеческой природы	1	20
3	и в	40	19
4	но и	11	13
5	и не	13	13
6	в этом	15	12
7	не в	1	11
8	не только	13	11
9	может быть	9	11
10	а не	5	11
11	в нем	5	10
12	и все	9	10
13	прежде всего	16	9
14	не было	5	9
15	в человеке	1	9
16	никогда не	1	9
17	потому что	2	9
18	он был	3	8
19	и он	1	8
20	в его	13	7
21	он не	9	7
22	лишь в	2	7
23	до конца	6	7
24	ни с	1	7
25	но он	2	7
26	как и	11	6
27	все это	4	6
28	отношение к	8	5
29	в том	8	5
30	в самом	6	5
31	в этой	3	5
32	для него	5	5
33	в творчестве	1	5
34	а в	3	5
35	то что	5	5
36	с его	3	4
37	все эти	8	4
38	него и	2	4
39	что не	1	4
40	не может	3	4
41	того чтобы	4	4
42	и мысли	3	4
43	и его	17	4
44	что в	12	4
45	и есть	3	3
46	о том	4	3
47	еще не	3	3
48	к нему	2	3
49	было бы	4	3
50	того что	1	3
51	когда он	1	3
52	что он	2	3
53	и ее	2	3
54	в себе	3	3
55	и вот	2	3
56	не могут	1	3
57	для того	3	3
58	это было	1	3
59	это не	2	3
60	мысли и	1	3
61	как бы	3	3
62	с ним	1	3
63	и от	3	3
64	в этих	6	3
65	хотя бы	2	3
66	в своих	5	3
67	все что	2	3
68	и с	8	2
69	те которые	1	2
70	в ее	3	2
71	этого мира	1	2
72	от самого	1	2
73	так и	3	2
74	и о	4	2
75	по себе	1	2
76	вместо того	1	2
77	был еще	2	2
78	и на	8	2
79	что и	3	2
80	что они	1	2
81	в истории	4	2
82	в своем	7	2
83	все же	2	2
84	и к	3	2
85	в этот	2	2
86	и потому	4	2
87	человека все	1	2
88	в которой	2	2
89	он в	2	2
90	так что	1	2
91	уже в	2	2
92	зла в	1	2
93	что для	2	2
94	одно из	3	2
95	ведь это	1	2
96	так как	4	2
97	тем что	3	2
98	в других	3	2
99	даже и	2	2
100	момент в	2	2
101	в другом	3	2
102	и из	1	2
103	его в	1	2
104	он восклицает	1	2
105	сказать что	3	2
106	с тем	1	2
107	и очень	2	2
108	чем в	1	2
109	должно быть	1	2
110	том что	4	2
111	ко всем	3	2
112	к этому	6	2
113	не могли	1	2
114	в человеческом	1	2
115	своей жизни	2	2
116	не имеет	1	2
117	и для	5	2
118	ничего не	1	2
119	всего и	1	2
120	в своей	6	2
121	всего в	1	2
122	к этой	3	2
123	ее в	1	2
124	все еще	1	2
125	но в	8	2
126	всегда в	1	1
127	смысле слова	4	1
128	и это	2	1
129	не противопоставляет	1	1
130	если вы	1	1
131	и самое	3	1
132	отношения к	1	1
133	в обычном	2	1
134	также и	4	1
135	например в	2	1
136	с образом	1	1
137	не делает	1	1
138	связана с	2	1
139	в виду	7	1
140	людей в	1	1
141	совершенно новый	1	1
142	на самом	3	1
143	с каким	1	1
144	характер и	2	1
145	вовлекаются в	1	1
146	тем же	2	1
147	из самых	2	1
148	и до	8	1
149	был устроен	1	1
150	уже указывали	1	1
151	можно было	3	1
152	из всех	4	1
153	не с	1	1
154	есть не	1	1
155	из которой	1	1
156	им самим	1	1
157	период когда	1	1
158	он до	1	1
159	же принадлежит	1	1
160	мы не	2	1
161	том как	1	1
162	по сравнению	2	1
163	связан с	3	1
164	если бы	3	1
165	в эпоху	8	1
166	в сущности	9	1
167	жизни как	1	1
168	о нем	3	1
169	другом месте	1	1
170	и был	2	1
171	в ней	4	1
172	и что	1	1
173	с того	2	1
174	бы еще	1	1
175	все его	1	1
176	гениальности в	1	1
177	это была	1	1
178	во внешнем	1	1
179	самом деле	3	1
180	но не	2	1
181	которых в	1	1
182	то он	1	1
183	и всякий	1	1
184	сравнению с	2	1
185	нуждается в	3	1
186	себе и	1	1
187	отметить что	1	1
188	говорит он	2	1
189	в форме	2	1
190	это лишь	1	1
191	вообще и	1	1
192	которой все	1	1
193	все время	1	1
194	и я	1	1
195	которой в	1	1
196	что во	1	1
197	в одной	1	1
198	как в	3	1
199	по содержанию	1	1
200	в частности	3	1
201	вовлекают в	1	1
202	один из	4	1
203	что только	1	1
204	сознания в	1	1
205	и как	3	1
206	с ними	1	1
207	от этого	1	1
208	и изображает	1	1
209	поэтому он	3	1
210	который в	2	1
211	начало в	1	1
212	не хочет	1	1
213	бы и	1	1
214	что это	1	1
215	между этими	1	1
216	вопрос об	1	1
217	представляет собой	1	1
218	за это	1	1
219	есть их	1	1
220	со всеми	5	1
221	в эти	2	1
222	думать что	2	1
223	же и	3	1
224	говорят о	2	1
225	и вечной	1	1
226	свободу и	1	1
227	больше всего	1	1
228	творчестве в	1	1
229	и других	6	1
230	да и	1	1
231	у самого	2	1
232	речи и	1	1
233	из них	4	1
234	он должен	1	1
235	к одному	1	1
236	в корне	2	1
237	в одном	7	1
238	его речь	1	1
239	вовсе не	12	1
240	и сам	2	1
241	так часто	1	1
242	само по	1	1
243	этом отношении	2	1
244	нее не	1	1
245	самое богатое	1	1
246	я бы	1	1
247	лишь один	1	1
248	и чтоб	1	1
249	указывали на	1	1
250	в совершенно	1	1
251	и даже	4	1
252	для художника	1	1
253	одном месте	2	1
254	что пишет	1	1
255	обычном смысле	1	1
256	заключается в	1	1
257	а именно	1	1
258	с той	1	1
259	и прежде	3	1
260	истории и	1	1
261	связанным с	1	1
262	в это	1	1
263	смерть и	1	1
264	говорит о	1	1
265	притом не	1	1
266	в них	9	1
267	этого слова	2	1
268	и самый	1	1
269	всего несколько	1	1
270	а ведь	1	1
271	о чем	2	1
272	строгом смысле	1	1
273	мировой истории	2	1
274	в мире	4	1
275	над его	1	1
276	нисколько не	1	1
277	под влиянием	1	1
278	но почему	1	1
279	мира в	1	1
280	он и	7	1
281	динамику в	1	1
282	не так	3	1
283	места в	1	1
284	связь с	6	1
285	дьявола и	1	1
286	начиная с	3	1
287	и тут	1	1
288	как это	1	1
289	в котором	2	1
290	в строгом	1	1
291	всей мировой	1	1
292	жизни города	1	1
293	он говорит	6	1
294	одном из	2	1
295	смысле этого	1	1
296	мир и	1	1
297	права на	1	1
298	это есть	2	1
299	страха и	4	1
300	образ и	2	1
301	что было	2	1
302	он ставит	1	1
303	всяком случае	1	1
304	видно что	4	1
305	и более	1	1
306	в конце	3	1
307	свободной и	1	1
308	что сам	1	1
309	его творчество	2	1
310	их было	1	1
311	в отношении	1	1
312	и отец	1	1
313	всего высокого	1	1
314	и здесь	4	1
315	отрицает и	1	1
316	но это	3	1
317	чтобы иметь	1	1
318	отличается от	1	1
319	дело в	2	1
320	одна из	3	1
321	ее с	1	1
322	этими двумя	1	1
323	со всей	1	1
324	тому кто	1	1
325	было не	1	1
326	или лучше	1	1
327	которого они	1	1
328	самой жизни	1	1
329	в разных	2	1
330	и весь	1	1
331	ее и	1	1
332	что их	1	1
333	говорит в	1	1
334	еще более	4	1
335	для его	1	1
336	по своей	1	1
337	ни к	1	1
338	во всем	3	1
339	высокого и	1	1
340	вот что	1	1
341	принято думать	1	1
342	что русский	1	1
343	как будто	1	1
344	эти писатели	1	1
345	всех тех	1	1
346	огромная и	1	1
347	мира он	1	1
348	у нас	4	1
349	царств и	1	1
350	ко всему	2	1
351	уже отмечали	1	1
352	но оно	1	1
353	это конечно	1	1
354	в свое	1	1
355	особенно в	4	1
356	они всегда	1	1
357	огромное значение	1	1
358	именно от	1	1
359	и состоит	1	1
360	в голову	1	1
361	жизни и	4	1
362	будто бы	1	1
363	бы он	1	1
364	во всяком	1	1
365	они и	2	1
366	был даже	1	1
367	от которой	1	1
