N	3gram	Trubetskoy_1	Myshleni
1	в том что	7	21
2	с точки зрения	9	18
3	для того чтобы	6	10
4	заключается в том	1	7
5	в связи с	1	6
6	во всяком случае	6	6
7	не может быть	4	6
8	на то что	4	6
9	по отношению к	1	5
10	можно было бы	3	5
11	на этот вопрос	1	5
12	в самом деле	1	4
13	в том чтобы	1	4
14	о том что	2	4
15	состоит в том	1	3
16	в том числе	1	3
17	том числе и	1	3
18	в данном случае	3	3
19	смысле этого слова	1	3
20	в этом отношении	1	3
21	в другом месте	1	2
22	более или менее	4	2
23	на самом деле	6	2
24	в том же	1	2
25	что он не	2	2
26	к тому чтобы	4	2
27	должны были бы	1	2
28	и в своем	1	2
29	то же самое	1	2
30	вопрос о том	1	2
31	друг от друга	2	2
32	сама по себе	2	2
33	друг с другом	14	2
34	речь идет о	1	2
35	в некоторых других	1	1
36	друг к другу	1	1
37	но и от	1	1
38	не может не	3	1
39	сводится к тому	1	1
40	в силу этого	1	1
41	и более или	1	1
42	дело в том	1	1
43	точки зрения этих	1	1
44	в том и	2	1
45	и в некоторых	1	1
46	несмотря на то	1	1
47	он не может	1	1
48	подход к вопросу	1	1
49	отличается от того	1	1
50	что с точки	1	1
51	до сих пор	5	1
52	тот или иной	1	1
53	на точку зрения	1	1
54	бы то ни	4	1
55	не могло бы	1	1
56	это значило бы	1	1
57	только то что	1	1
58	того и другого	1	1
59	но для этого	1	1
60	ни у кого	1	1
61	или хотя бы	1	1
62	точно так же	2	1
63	но мы должны	1	1
64	что все это	1	1
65	лишь постольку поскольку	1	1
66	конечно не по	1	1
67	по самому своему	2	1
68	то и другое	1	1
69	только для того	1	1
70	в том случае	4	1
71	в тот или	1	1
72	и то что	3	1
73	и в частности	1	1
74	к себе и	1	1
75	в применении к	1	1
76	бы показать что	1	1
77	то что оно	1	1
78	и материал для	1	1
79	то ни было	1	1
80	мы не знаем	1	1
81	тот факт что	2	1
82	и только в	1	1
83	мы говорили выше	1	1
84	по этому пути	1	1
85	указывает на то	1	1
86	и тем самым	2	1
87	эта точка зрения	1	1
88	но на самом	1	1
89	так же как	1	1
90	в совершенно ином	1	1
91	что же это	1	1
92	свою точку зрения	1	1
93	остается в силе	1	1
94	и все же	1	1
95	факт что при	1	1
96	жизни в том	1	1
97	в борьбе с	1	1
98	самому своему существу	1	1
99	она не может	2	1
100	том случае если	3	1
101	совершенно ином виде	1	1
102	с самого начала	1	1
103	как бы ни	1	1
104	той или иной	3	1
105	несмотря на все	1	1
106	только в том	2	1
107	за то что	1	1
108	и с точки	1	1
109	то что для	1	1
110	ином виде чем	1	1
111	у разных народов	1	1
112	точки зрения этой	2	1
113	не только от	1	1
114	необходимо иметь в	1	1
115	к тому же	1	1
