N	2gram	Bakhtin_Pr_3	VelikijI
1	великого инквизитора	2	36
2	и не	29	20
3	и в	34	16
4	так как	4	9
5	то что	11	9
6	еще не	4	8
7	к богу	1	8
8	что они	6	7
9	а не	9	7
10	и потому	2	7
11	человека и	1	6
12	великом инквизиторе	1	5
13	на себя	1	5
14	но и	12	5
15	того что	5	5
16	хотя и	3	5
17	в мире	4	5
18	бога и	1	5
19	все это	16	5
20	как бы	27	5
21	ты не	1	5
22	говорить о	3	4
23	в его	22	4
24	нет у	1	4
25	в этом	16	4
26	что он	23	4
27	потому что	12	4
28	о великом	1	4
29	в нем	19	4
30	так и	6	4
31	что все	4	4
32	что не	7	4
33	как и	18	4
34	в котором	3	4
35	в ней	3	4
36	в силах	2	4
37	и все	19	4
38	и что	5	3
39	людей он	1	3
40	за то	1	3
41	же ты	2	3
42	хотя бы	5	3
43	то это	1	3
44	как не	1	3
45	лишь в	5	3
46	в чем	5	3
47	с его	6	3
48	во всех	2	3
49	что и	5	3
50	в том	3	3
51	тот же	2	3
52	но в	16	3
53	бы и	4	3
54	все эти	4	3
55	за ним	2	3
56	в конце	5	3
57	их в	3	3
58	тех которые	1	3
59	в своей	3	3
60	и мы	1	3
61	в жизни	2	3
62	ни в	4	3
63	в них	2	3
64	не было	2	3
65	не верит	1	3
66	должно быть	3	3
67	если не	3	3
68	в этих	1	3
69	нет ничего	1	3
70	всех людей	1	3
71	что я	15	3
72	не в	9	3
73	к чему	2	3
74	любовь к	1	3
75	тому что	2	3
76	но это	4	3
77	не верят	1	3
78	никогда не	8	3
79	и для	8	3
80	что ты	5	3
81	к тому	5	3
82	жизни и	3	3
83	что в	7	3
84	оно не	1	3
85	верит что	1	2
86	а между	3	2
87	и это	4	2
88	нем нет	1	2
89	того чтобы	1	2
90	и то	3	2
91	не имел	1	2
92	это мы	1	2
93	верит в	1	2
94	и сам	5	2
95	и т	8	2
96	можно было	1	2
97	в последнем	2	2
98	с ним	8	2
99	мы это	1	2
100	и во	3	2
101	между тем	3	2
102	ивана карамазова	3	2
103	нет и	3	2
104	не с	2	2
105	человека как	4	2
106	материалом для	2	2
107	его к	3	2
108	только в	6	2
109	те которые	1	2
110	в себя	1	2
111	конечно не	2	2
112	уже не	2	2
113	не только	10	2
114	раз навсегда	1	2
115	его и	3	2
116	превращаются в	1	2
117	не так	1	2
118	для него	13	2
119	не хотел	1	2
120	в прошлом	1	2
121	тем что	4	2
122	это не	5	2
123	т д	2	2
124	а с	3	2
125	прежде всего	15	2
126	все равно	4	2
127	с тем	5	2
128	мы и	2	2
129	один из	2	2
130	когда я	5	2
131	не могут	1	2
132	является в	1	2
133	ли ты	1	2
134	самого себя	2	2
135	да и	4	2
136	одна из	1	2
137	что их	1	2
138	том что	3	2
139	а к	2	2
140	от него	6	2
141	в форме	2	2
142	и теперь	1	2
143	они и	1	2
144	до того	1	2
145	давно уже	1	2
146	что теперь	1	2
147	а в	5	2
148	но не	4	2
149	легенда о	1	2
150	всего в	1	2
151	во всяком	5	2
152	в вечность	1	1
153	от этой	2	1
154	если б	2	1
155	кто бы	3	1
156	как мы	7	1
157	в виду	3	1
158	в сердце	1	1
159	для себя	6	1
160	в ее	3	1
161	ты и	1	1
162	которой так	1	1
163	и говорит	2	1
164	и до	1	1
165	роль в	1	1
166	нем но	1	1
167	в нашу	1	1
168	и самое	1	1
169	значение в	1	1
170	то же	14	1
171	б и	3	1
172	с внутренним	3	1
173	и тут	2	1
174	по сравнению	1	1
175	что уже	1	1
176	вопрос о	2	1
177	и вообще	2	1
178	самого ивана	1	1
179	но может	1	1
180	находится в	2	1
181	никогда и	1	1
182	я не	7	1
183	реакция на	1	1
184	и ее	2	1
185	свой предмет	2	1
186	зависимости от	1	1
187	кто же	2	1
188	меня в	2	1
189	им под	1	1
190	в их	1	1
191	идет за	1	1
192	и на	6	1
193	он был	1	1
194	после того	1	1
195	со словами	1	1
196	бы то	4	1
197	отказ от	1	1
198	других людей	1	1
