N	2gram	Voloshinov_2	Dialekti
1	не есть	3	40
2	и не	19	30
3	по себе	3	25
4	это –	9	24
5	и в	19	18
6	точки зрения	17	17
7	ничего не	4	17
8	может быть	28	17
9	в нем	11	16
10	ни в	6	15
11	не имеет	3	15
12	так что	1	15
13	потому что	1	14
14	а не	9	14
15	не только	13	13
16	и даже	2	13
17	то что	4	13
18	что в	2	13
19	в этом	15	12
20	было бы	4	12
21	с точки	13	12
22	если бы	11	12
23	и что	1	12
24	не может	18	12
25	что это	2	11
26	учение о	3	11
27	в себе	4	11
28	что он	4	11
29	так как	3	11
30	– не	6	11
31	как бы	19	11
32	все это	1	11
33	то же	16	10
34	несмотря на	1	10
35	что такое	1	10
36	прежде всего	7	10
37	сказать что	4	10
38	и то	3	9
39	отнюдь не	8	9
40	так и	10	9
41	это не	4	9
42	том что	10	9
43	никогда не	7	9
44	внутреннего и	1	9
45	– это	4	9
46	в том	7	9
47	ясно что	1	8
48	но это	1	8
49	в каком	3	8
50	к нему	5	8
51	совершенно не	5	8
52	также и	1	7
53	и как	6	7
54	то в	1	7
55	что она	1	7
56	что не	2	7
57	той или	4	7
58	не существует	3	7
59	вовсе не	11	7
60	но и	10	7
61	сам по	1	6
62	его не	1	6
63	хотя бы	6	6
64	но в	7	6
65	с другой	3	6
66	и вот	1	6
67	не в	10	6
68	в то	8	6
69	с ним	1	6
70	можно сказать	1	6
71	не было	3	6
72	ни на	1	6
73	да и	3	6
74	и внешнего	1	6
75	и ни	1	6
76	говорить о	1	5
77	и он	2	5
78	в своем	2	5
79	все же	5	5
80	себе не	1	5
81	на то	4	5
82	и с	2	5
83	что оно	3	5
84	внутреннее и	1	5
85	в этих	3	5
86	в отношении	4	5
87	не нуждается	1	5
88	ровно ничего	1	5
89	есть только	1	5
90	не с	2	5
91	как же	1	5
92	мы должны	1	5
93	само по	1	5
94	в особенности	2	5
95	говорит о	1	5
96	и пр	25	5
97	об отношении	1	5
98	или не	1	5
99	а в	3	5
100	– как	5	5
101	это и	1	4
102	мы говорим	1	4
103	то это	1	4
104	как он	1	4
105	одно и	3	4
106	он есть	1	4
107	по крайней	2	4
108	и более	7	4
109	что эта	1	4
110	и притом	1	4
111	только и	1	4
112	же время	8	4
113	не о	1	4
114	к тому	6	4
115	как мы	15	4
116	и вообще	1	4
117	о том	3	4
118	от него	2	4
119	крайней мере	2	4
120	быть и	6	4
121	мы видим	1	4
122	но не	2	4
123	с какой	1	4
124	в котором	3	4
125	мы можем	6	4
126	как раз	4	4
127	– в	4	4
128	как это	1	4
129	хотя и	1	4
130	так же	5	4
131	другой стороны	1	4
132	во всяком	3	4
133	нем нет	2	3
134	отношения к	2	3
135	самом деле	9	3
136	для науки	1	3
137	должна быть	4	3
138	но она	1	3
139	в ней	3	3
140	мысли и	3	3
141	на самом	7	3
142	а только	1	3
143	если в	1	3
144	или иное	1	3
145	что они	2	3
146	стороны и	2	3
147	то или	1	3
148	более или	2	3
149	конечно не	4	3
150	от этого	2	3
151	в самом	6	3
152	он не	3	3
153	всех этих	1	3
154	не значит	1	3
155	из сферы	1	3
156	но все	1	3
157	– вот	5	3
158	в них	1	3
159	всегда и	2	3
160	должно быть	3	3
161	или менее	2	3
162	в их	5	3
163	точку зрения	2	3
164	друг другу	1	3
165	при условии	1	3
166	и почти	2	3
167	тому что	4	3
168	в основе	9	3
169	случае не	1	3
170	но только	1	3
171	в разных	1	3
172	а лишь	1	3
173	только с	2	3
174	ли это	2	3
175	могут быть	3	3
176	его с	1	3
177	и о	2	3
178	сознания и	3	3
179	чтобы понять	2	3
180	нуждается в	1	3
181	что и	3	3
182	но с	1	3
183	только в	8	3
184	лежащая в	3	3
185	только на	4	3
186	оно –	1	3
187	но что	2	3
188	даже и	2	3
189	или иной	5	3
190	и из	1	3
191	еще и	1	3
192	и потому	2	3
193	в данном	5	3
194	что же	1	3
195	в его	5	3
196	– мы	2	3
197	не является	8	3
198	– и	5	3
199	и все	6	3
200	у них	1	3
201	или нет	1	3
202	бы в	4	3
203	еще более	2	3
204	только что	3	3
