N	2gram	Propp_Isto_3	Tvorches
1	и в	22	20
2	и т	16	13
3	не только	14	13
4	т д	15	11
5	никогда не	3	11
6	как бы	1	11
7	таким образом	10	10
8	в то	2	10
9	в его	3	10
10	и его	4	9
11	там же	2	9
12	и не	12	9
13	при этом	2	8
14	и с	4	8
15	в том	9	8
16	может быть	11	8
17	в этом	17	8
18	прежде всего	3	8
19	но и	12	8
20	то же	6	7
21	это не	6	7
22	представление о	3	7
23	потому что	3	7
24	не может	4	7
25	что в	15	7
26	в целом	3	6
27	как и	3	6
28	в своей	1	6
29	что он	9	6
30	так и	2	6
31	у него	3	6
32	а не	6	6
33	в основном	1	6
34	все это	1	6
35	например в	2	5
36	еще не	10	5
37	и на	4	5
38	но не	7	5
39	все же	5	5
40	в этой	5	5
41	если он	2	5
42	и сам	1	5
43	в мире	1	5
44	о том	3	5
45	и даже	2	5
46	но это	3	5
47	так же	3	5
48	мы не	1	4
49	все эти	4	4
50	что они	8	4
51	отнюдь не	1	4
52	как в	2	4
53	хотя и	2	4
54	но в	10	4
55	не в	4	4
56	в дальнейшем	4	4
57	на его	3	4
58	что она	5	4
59	что у	3	4
60	об этом	1	4
61	соответствии с	1	4
62	показывает что	5	4
63	если бы	6	4
64	ничего не	6	4
65	в чем	3	4
66	мы видим	8	4
67	а в	6	4
68	в соответствии	1	4
69	если не	2	4
70	и потому	2	4
71	и от	3	4
72	героя в	1	4
73	том что	8	4
74	одним из	4	3
75	же как	2	3
76	человека и	1	3
77	и через	1	3
78	с большим	5	3
79	он сам	1	3
80	по отношению	2	3
81	тогда как	1	3
82	в одной	3	3
83	это был	1	3
84	отношению к	2	3
85	в нем	9	3
86	он не	5	3
87	в плане	1	3
88	в образе	1	3
89	так например	1	3
90	человека в	1	3
91	а затем	3	3
92	его в	3	3
93	но уже	1	3
94	в котором	2	3
95	однако этот	1	3
96	в которых	2	3
97	своего рода	1	3
98	тем что	4	3
99	одна из	2	3
100	казалось бы	1	3
101	и это	2	3
102	с ним	1	3
103	до сих	5	3
104	между тем	2	3
105	этот вопрос	2	3
106	уже не	7	3
107	в начале	1	3
108	у нее	2	3
109	так как	7	3
110	то что	7	3
111	как у	1	3
112	и др	2	3
113	что не	2	3
114	называет себя	1	3
115	превращается в	3	3
116	в свете	5	3
117	вместе с	9	3
118	в область	1	3
119	с этой	1	3
120	сих пор	5	3
121	нет ничего	2	3
122	один из	5	3
123	ранних стадиях	1	3
124	одной из	1	3
125	д в	1	3
126	к этому	7	3
127	в таком	1	3
128	таком случае	1	2
129	начинается с	1	2
130	самом деле	1	2
131	и есть	2	2
132	со своими	2	2
133	я не	3	2
134	и он	2	2
135	как правило	2	2
136	в ее	1	2
137	они имеют	1	2
138	в быту	1	2
139	тут же	1	2
140	нет и	1	2
141	так что	5	2
142	и поэтому	1	2
143	в этот	2	2
144	бы не	1	2
145	тому же	2	2
146	во многих	2	2
147	и по	1	2
148	при помощи	3	2
149	известно что	2	2
150	которой он	1	2
151	такой же	2	2
152	в такой	1	2
153	одном из	3	2
154	их в	3	2
155	не могли	1	2
156	что этот	1	2
157	теперь я	1	2
158	героем и	1	2
159	так он	1	2
160	не менее	5	2
161	из нас	1	2
162	я буду	2	2
163	в русской	3	2
164	на землю	2	2
165	другой стороны	7	2
166	что на	4	2
167	однако это	3	2
168	у нас	4	2
169	могут быть	5	2
170	же не	2	2
171	действия и	1	2
172	так в	6	2
173	роль в	2	2
174	только через	1	2
175	и что	2	2
176	что его	1	2
177	восходит к	1	2
178	и только	1	2
179	всяком случае	2	2
180	все время	2	2
181	с ними	3	2
182	только в	4	2
183	и ее	3	2
184	и у	3	2
185	уже в	1	2
186	героя с	2	2
187	в виде	2	2
188	на ней	5	2
189	или даже	1	2
190	из них	7	2
191	его и	4	2
192	в одном	2	2
193	вовсе не	2	2
194	друг друга	6	2
195	только с	1	2
196	брак с	1	2
197	с другим	1	2
198	с другой	7	2
199	не было	2	2
200	на этот	1	2
201	не означает	1	2
202	в частности	5	2
203	начиная с	1	2
204	к жизни	2	2
205	из этой	2	2
206	но прежде	1	2
207	только для	1	2
208	это уже	1	2
209	с другими	1	2
210	видим в	1	2
211	связь с	6	2
212	но если	1	2
213	героя и	1	2
214	из этого	1	2
215	но эти	1	2
216	а я	2	2
217	во всяком	2	2
218	ту же	2	1
219	кто бы	1	1
220	связана с	3	1
221	и подымает	1	1
222	на другой	2	1
223	и должно	1	1
224	это и	1	1
225	свою жену	3	1
226	почти всегда	1	1
227	видеть в	1	1
228	действительности и	1	1
229	в доме	12	1
230	и за	1	1
231	приходит к	1	1
232	смерти отца	1	1
233	мы уже	6	1
234	той же	2	1
235	из всех	1	1
236	не слышим	1	1
237	со всех	1	1
238	своих родителей	3	1
239	большую роль	1	1
240	случае это	1	1
241	на место	1	1
242	все данные	1	1
243	но такое	1	1
244	не вполне	6	1
245	на себя	2	1
246	это отношение	1	1
247	это сказывается	1	1
248	как я	1	1
249	нет ли	1	1
250	мы и	1	1
251	то это	2	1
252	сказать о	1	1
253	свою очередь	1	1
254	это наблюдение	1	1
255	материальной жизни	1	1
256	между собой	1	1
257	быть в	1	1
258	это означало	1	1
259	к королю	1	1
260	и и	2	1
261	но как	1	1
262	к которой	1	1
263	не все	6	1
264	ответ на	1	1
265	в жизни	2	1
266	отношение к	4	1
267	считать ее	1	1
268	другое и	1	1
269	тесно связан	1	1
270	чем же	1	1
271	в гости	1	1
272	общего с	1	1
273	с этим	8	1
274	в браке	1	1
275	перед нами	1	1
276	во дворце	1	1
277	кто из	1	1
278	и как	3	1
279	хочет сделать	1	1
280	его к	1	1
281	и к	3	1
282	общеизвестно что	1	1
283	службу в	1	1
284	еще на	1	1
285	выше мы	3	1
286	дома все	1	1
287	что это	1	1
288	живет в	5	1
289	представляет собой	3	1
290	за это	2	1
291	из этих	3	1
292	на могиле	4	1
293	смысл этого	1	1
294	что автор	1	1
295	и до	1	1
296	попавших в	1	1
297	после чего	10	1
298	на то	1	1
299	доказывать что	1	1
300	а более	1	1
301	главным образом	1	1
302	не говорит	1	1
303	после этого	2	1
304	и эти	3	1
305	в первую	1	1
306	них нет	1	1
307	в силу	2	1
308	и вот	2	1
309	черту он	1	1
310	в большой	4	1
311	можно было	1	1
312	жить в	3	1
313	в работе	2	1
314	об этой	2	1
315	в глубине	1	1
316	к черту	1	1
317	это весьма	1	1
318	входит в	1	1
319	заключается в	1	1
320	подходит к	1	1
321	я завтра	2	1
322	было бы	3	1
323	должен был	3	1
324	по себе	1	1
325	сказывается в	1	1
326	в ином	6	1
327	ни в	2	1
328	для них	3	1
329	в них	6	1
330	он из	1	1
331	за пределами	1	1
332	всю жизнь	2	1
333	мы видели	13	1
334	гораздо глубже	1	1
335	мы знаем	2	1
336	ведет к	1	1
337	очень важный	1	1
338	в один	1	1
339	не мог	2	1
340	перед собой	1	1
341	меняется и	1	1
342	в эту	1	1
343	в этих	11	1
344	во время	6	1
345	за свою	1	1
346	этой связи	1	1
347	моменты которые	1	1
348	это делает	2	1
349	знаем что	2	1
350	и о	2	1
351	должны были	3	1
352	быта и	1	1
353	образом и	2	1
354	но он	4	1
355	имеем не	3	1
356	и более	2	1
357	однако в	1	1
358	в таких	1	1
359	даже в	2	1
360	сам он	1	1
361	по мере	1	1
362	вплоть до	1	1
363	она не	4	1
364	меня не	1	1
365	хотелось бы	2	1
366	на себе	1	1
367	герой его	1	1
368	героев и	1	1
369	точно так	2	1
370	тем из	1	1
371	это еще	2	1
372	не имеет	2	1
373	вопрос не	1	1
374	сумму за	1	1
375	она должна	1	1
376	в русском	2	1
377	к ней	4	1
378	смертельный удар	1	1
379	уже говорили	1	1
380	и потом	2	1
381	как будто	2	1
382	тогда в	1	1
383	ли это	2	1
384	перед ним	1	1
385	есть у	2	1
386	у меня	5	1
387	стороны и	3	1
388	к себе	1	1
389	встречается в	2	1
390	во все	2	1
391	лежит в	1	1
392	как только	2	1
393	к тому	3	1
394	за что	1	1
395	всего что	1	1
396	указывает на	1	1
397	не противоречит	5	1
