N	2gram	Bakhtin_Fr_2	formyVre
1	и в	49	50
2	то есть	32	33
3	в романе	9	32
4	в этом	15	25
5	в нем	9	24
6	частной жизни	1	23
7	и его	17	16
8	в литературе	6	16
9	прежде всего	19	15
10	как мы	7	14
11	и не	15	14
12	в его	18	13
13	вовсе не	10	13
14	как раз	1	13
15	по существу	2	12
16	так и	6	12
17	человека и	3	11
18	то же	7	11
19	мы уже	6	11
20	таким образом	7	11
21	может быть	5	11
22	и как	1	10
23	но в	4	10
24	времени и	6	10
25	с его	5	9
26	все эти	7	9
27	роль в	5	9
28	не только	17	9
29	в то	6	9
30	ничего не	2	9
31	же время	6	9
32	в том	3	9
33	в конце	2	9
34	в особенности	5	9
35	и др	9	9
36	того же	1	8
37	и на	17	8
38	в самом	3	8
39	ни в	3	8
40	жизни в	3	8
41	но и	13	8
42	и их	1	8
43	как и	11	8
44	жизни и	7	8
45	так сказать	1	7
46	характер и	4	7
47	для себя	1	7
48	и во	4	7
49	не было	4	7
50	в условиях	2	7
51	например в	1	6
52	время в	1	6
53	во всех	6	6
54	как в	1	6
55	все же	7	6
56	лишь в	4	6
57	это не	1	6
58	в их	2	6
59	так как	6	6
60	с ее	3	6
61	в ее	3	6
62	в дальнейшем	2	6
63	связи с	2	6
64	в жизни	4	6
65	у него	2	6
66	то что	6	6
67	в частности	1	6
68	не может	7	6
69	так же	2	6
70	и все	3	6
71	отношению к	1	5
72	и до	4	5
73	еще не	2	5
74	но не	5	5
75	и речи	1	5
76	и у	1	5
77	не в	1	5
78	этот процесс	4	5
79	он не	1	5
80	всех этих	3	5
81	значение в	4	5
82	того чтобы	2	5
83	точки зрения	6	5
84	в разных	1	5
85	могут быть	2	5
86	но все	4	5
87	в пределах	2	5
88	в образе	1	5
89	если бы	1	5
90	романа в	1	5
91	до нас	8	5
92	для того	1	5
93	в связи	2	5
94	в основном	5	5
95	что в	2	5
96	и другие	2	5
97	этого романа	1	4
98	и то	1	4
99	и это	3	4
100	этого мира	1	4
101	роман в	1	4
102	мы и	1	4
103	конечно и	1	4
104	в ней	2	4
105	в своем	5	4
106	конечно не	1	4
