N	3gram	Tiupa_Teor_1	Myshleni
1	в том что	8	19
2	по отношению к	4	10
3	с точки зрения	3	10
4	для того чтобы	1	8
5	к тому что	2	7
6	так же как	1	6
7	в то время	1	6
8	можно сказать что	2	6
9	то же самое	1	6
10	заключается в том	1	5
11	и тем самым	2	5
12	и того же	3	4
13	в самом начале	2	4
14	одного и того	3	4
15	из того что	1	3
16	так же точно	1	3
17	в первом случае	1	3
18	мы видим в	1	2
19	состоит в том	5	2
20	в этом смысле	2	2
21	он мог бы	1	2
22	до известной степени	2	2
23	только то что	1	2
24	одном и том	1	2
25	именно в этом	1	2
26	как раз в	1	2
27	и том же	1	2
28	не могут быть	2	2
29	в нашем примере	1	2
30	с другой стороны	5	2
31	ту же самую	1	2
32	не только не	2	2
33	отношение к объекту	1	2
34	именно потому что	1	2
35	в связи с	1	2
36	мы имеем дело	2	2
37	не может быть	4	2
38	таким образом что	1	1
39	том что в	1	1
40	другом но не	1	1
41	что иное как	1	1
42	иного рода и	1	1
43	что в основе	2	1
44	в том числе	2	1
45	никак не может	1	1
46	те и другие	1	1
47	друг от друга	1	1
48	полностью совпадает с	1	1
49	языка но и	1	1
50	что он должен	1	1
51	в отличие от	6	1
52	что представляет собой	1	1
53	но он не	1	1
54	том числе и	1	1
55	точно так же	1	1
56	случае мы имеем	1	1
57	в том или	1	1
58	в одном случае	1	1
59	приводит к тому	2	1
60	содержит в себе	1	1
61	не совпадает с	1	1
62	в данном случае	5	1
63	с одной стороны	2	1
64	он состоит в	1	1
65	не содержит в	1	1
66	имеем дело с	1	1
67	является одним из	1	1
68	иначе говоря различные	1	1
69	как бы в	1	1
70	есть не что	1	1
71	но не с	1	1
72	не что иное	1	1
73	как и в	2	1
74	в свою очередь	2	1
75	той или иной	1	1
76	заключать в себе	1	1
77	но не в	1	1
78	исходит из того	1	1
79	тех или иных	3	1
80	тем не менее	3	1
81	этом смысле можно	1	1
82	не принадлежит к	1	1
83	слова принадлежит к	1	1
84	подобно тому как	1	1
85	принципиальное различие между	1	1
86	начинается с осознания	1	1
