N	2gram	Voloshinov_1	Vladivir
1	и в	16	40
2	то что	3	28
3	не только	7	25
4	и не	4	25
5	учение о	3	24
6	у него	2	24
7	том что	3	18
8	в том	3	18
9	но и	4	18
10	что в	3	17
11	в этом	9	16
12	в его	4	14
13	не может	8	14
14	точки зрения	8	13
15	вовсе не	1	13
16	только в	4	13
17	в конце	1	12
18	даже и	1	12
19	сказать что	7	12
20	едва ли	3	11
21	никогда не	2	11
22	таким образом	9	11
23	о том	2	11
24	в году	1	10
25	ни в	5	10
26	и его	8	10
27	не есть	2	10
28	прежде всего	9	10
29	как раз	1	10
30	и потому	3	10
31	и то	1	9
32	уже не	1	9
33	что это	2	9
34	и с	8	9
35	в своей	2	9
36	не менее	2	9
37	философии и	1	9
38	что же	1	9
39	под названием	1	9
40	как мы	4	8
41	в этой	4	8
42	он не	2	8
43	не был	1	8
44	и что	1	8
45	для него	6	8
46	может быть	17	8
47	а не	1	8
48	так же	2	8
49	же с	1	7
50	хотя и	1	7
51	и как	3	7
52	с тем	1	7
53	как и	2	7
54	несмотря на	1	7
55	что и	2	7
56	так как	4	7
57	вместе с	3	7
58	к тому	1	7
59	а в	3	7
60	в своих	1	7
61	оно есть	1	6
62	и на	4	6
63	не будет	2	6
64	с точки	6	6
65	иной раз	1	6
66	в смысле	1	6
67	во всем	1	6
68	и это	6	6
69	так и	4	6
70	и здесь	1	6
71	и даже	4	6
72	но это	2	6
73	хотя бы	4	6
74	отношения к	3	5
75	мы уже	2	5
76	в ней	1	5
77	совсем не	2	5
78	отнюдь не	4	5
79	все эти	5	5
80	можно было	1	5
81	но если	1	5
82	дело в	1	5
83	для нас	2	5
84	ничего не	1	5
85	только и	2	5
86	у нас	1	5
87	ничего общего	1	5
88	еще в	1	5
89	с другой	1	5
90	что он	2	5
91	только на	3	5
92	в одном	3	5
93	не говорит	1	5
94	в данном	1	5
95	в самом	2	4
96	то же	2	4
97	что если	1	4
98	и о	2	4
99	вопрос о	1	4
100	но даже	1	4
101	философии но	1	4
102	еще не	5	4
