N	3gram	Vinokur_Ku_1	RusskieA
1	в том что	15	15
2	и т д	14	9
3	состоит в том	3	8
4	вместе с тем	3	6
5	в этом случае	2	5
6	о том что	5	4
7	к тому что	2	4
8	в связи с	3	4
9	в настоящее время	1	3
10	с точки зрения	9	3
11	тем не менее	4	3
12	в большинстве случаев	1	2
13	стоит в связи	1	2
14	в это время	1	2
15	что в этом	1	2
16	во многих случаях	1	2
17	состояло в том	1	2
18	это не значит	1	2
19	не что иное	1	2
20	в свою очередь	3	2
21	что иное как	1	2
22	но все же	2	2
23	и потому что	2	2
24	после того как	1	2
25	можно говорить о	1	1
26	то что им	1	1
27	не потому что	3	1
28	в собственном смысле	1	1
29	не только потому	1	1
30	точно так же	1	1
31	только тогда когда	1	1
32	тех случаях когда	2	1
33	мы увидим что	2	1
34	попытку подойти к	1	1
35	о характере этого	1	1
36	в совершенно ином	1	1
37	только в тех	1	1
38	эту точку зрения	1	1
39	как в большинстве	1	1
40	того же явления	1	1
41	т е в	2	1
42	до недавнего времени	1	1
43	и т п	18	1
44	т е когда	2	1
45	в противном случае	1	1
46	на то что	2	1
47	иметь в виду	1	1
48	что и в	1	1
49	ниже мы увидим	1	1
50	в русском языке	4	1
51	о чем свидетельствует	1	1
52	только о том	1	1
53	тогда как в	1	1
54	и того же	2	1
55	сюда же относятся	1	1
56	так же как	1	1
57	ничего общего с	1	1
58	никак не может	1	1
59	с тем что	1	1
60	т е с	1	1
61	не только из	1	1
62	можно было бы	3	1
63	значения и смысла	1	1
64	на самом деле	2	1
65	по отношению к	8	1
66	известно и в	1	1
67	на том основании	1	1
68	том основании что	1	1
69	например полагает что	1	1
70	в отличие от	1	1
71	мы наблюдаем в	1	1
72	только потому что	6	1
73	во всяком случае	5	1
74	не только в	1	1
75	в этом отношении	5	1
76	и пр и	1	1
77	как это часто	1	1
78	что было в	1	1
79	что мы имеем	1	1
80	в тех случаях	2	1
81	в этих случаях	1	1
82	одного и того	2	1
83	значения между тем	1	1
84	брать на себя	1	1
85	в себе и	1	1
86	это все же	1	1
87	на этот вопрос	1	1
88	во всех этих	1	1
89	потому что она	1	1
90	потому что они	1	1
91	т д и	2	1
92	потому что он	1	1
