N	3gram	Vygotskiy__4	Sovremen
1	мы не можем	1	6
2	с точки зрения	4	5
3	не может быть	1	4
4	с самого начала	5	3
5	друг с другом	4	2
6	во всяком случае	3	2
7	в свою очередь	1	2
8	так как он	1	2
9	то же самое	6	2
10	том что эта	1	1
11	и может быть	4	1
12	и все время	1	1
13	в том как	1	1
14	что иное как	1	1
15	и в этом	3	1
16	и не было	1	1
17	уже знаем что	2	1
18	мы в дальнейшем	1	1
19	должны еще раз	1	1
20	оно может быть	1	1
21	какой бы то	1	1
22	для ее объяснения	1	1
23	дело в том	1	1
24	это означало бы	3	1
25	по отношению к	1	1
26	это то же	1	1
27	равно как и	1	1
28	новой для нас	1	1
29	одна и та	2	1
30	на самом деле	5	1
31	он может быть	1	1
32	в этом смысле	1	1
33	и той же	2	1
34	так же как	3	1
35	а не только	1	1
36	шаг за шагом	3	1
37	не было бы	1	1
38	же самое в	1	1
39	до сих пор	3	1
40	и что следовательно	1	1
41	вместе с ним	1	1
42	то же время	1	1
43	и в то	1	1
44	только одна из	1	1
45	сами по себе	3	1
46	у нас на	1	1
47	мы должны признать	1	1
48	сих пор в	1	1
49	что в ней	2	1
50	не можем назвать	1	1
51	бы то ни	1	1
52	в самом конце	3	1
53	и та же	2	1
54	а может быть	1	1
55	она и не	1	1
56	в конечном счете	1	1
57	можно было бы	4	1
58	и не может	1	1
59	в самом деле	7	1
60	не можем сказать	1	1
61	мы знаем что	1	1
62	одна из них	3	1
63	и это конечно	1	1
64	и что она	1	1
65	в то же	1	1
66	это как бы	1	1
67	подчиняются тем же	1	1
68	мы видим что	2	1
69	одной и той	2	1
70	те или иные	1	1
71	не что иное	1	1
72	мы уже знаем	2	1
73	в том что	12	1
74	на этот вопрос	1	1
75	может быть в	1	1
76	она не может	1	1
77	то ни было	1	1
78	же самое что	2	1
79	с одной стороны	3	1
80	именно в том	2	1
81	тот факт что	1	1
