N	2gram	Potebnia_M_1	Analitik
1	не только	21	22
2	тогда как	2	20
3	и в	39	18
4	как и	9	14
5	так и	13	14
6	в этом	15	14
7	и его	5	13
8	но и	20	13
9	том что	16	12
10	и не	18	12
11	при этом	6	11
12	то есть	42	10
13	а в	5	10
14	как бы	6	10
15	что в	22	9
16	может быть	27	9
17	со стороны	8	9
18	а не	21	9
19	в том	26	9
20	с его	1	8
21	и даже	4	8
22	по отношению	13	7
23	в его	5	7
24	с другой	7	7
25	но не	8	7
26	отношению к	13	7
27	и самого	1	6
28	еще не	6	6
29	в этой	3	6
30	он не	3	6
31	в их	2	6
32	не в	15	6
33	к тому	4	6
34	для него	4	6
35	о том	2	6
36	в начале	2	6
37	того же	3	5
38	той же	3	5
39	мы имеем	1	5
40	в самом	3	5
41	лишь в	1	5
42	в слове	8	5
43	однако в	4	5
44	в мире	3	5
45	в сущности	2	5
46	что и	6	5
47	между тем	5	5
48	уже не	2	5
49	никогда не	4	5
50	в свою	4	5
51	прежде всего	4	5
52	такого рода	1	5
53	в результате	1	5
54	другой стороны	5	5
55	и на	1	4
56	столь же	3	4
57	а и	1	4
58	что он	1	4
59	в своем	3	4
60	и как	6	4
61	что по	3	4
62	таким образом	13	4
63	приводит к	1	4
64	по себе	10	4
65	тем самым	4	4
66	в одном	8	4
67	не менее	6	4
68	свою очередь	4	4
69	внимание на	1	4
70	крайней мере	2	4
71	себя в	1	4
72	не есть	10	4
73	во втором	5	4
74	далеко не	1	4
75	по крайней	2	4
76	в данном	1	4
77	все же	6	4
78	перед нами	1	4
79	едва ли	1	3
80	по его	7	3
81	его не	1	3
82	мы не	10	3
83	в целом	2	3
84	уже в	1	3
85	здесь не	1	3
86	но как	3	3
87	если в	1	3
88	ответ на	1	3
89	что они	1	3
90	как в	10	3
91	с этим	7	3
92	что касается	1	3
93	из этих	4	3
94	с их	1	3
95	роль в	1	3
96	ключ к	2	3
97	нашего времени	1	3
98	подобно тому	3	3
99	без исключения	1	3
100	то же	6	3
101	в каждом	4	3
102	не будет	2	3
103	его в	1	3
104	и того	2	3
105	одного и	2	3
106	точки зрения	8	3
107	и без	3	3
108	не столько	1	3
109	все это	1	3
110	в то	4	3
111	только не	2	3
112	ничего не	1	3
113	же время	4	3
114	указывает на	1	3
115	с ее	2	3
116	в ее	1	3
117	в произведении	1	3
118	так в	1	3
119	мысль о	2	3
120	именно в	1	3
121	было бы	12	3
122	дело с	1	3
123	во всем	4	3
124	этом отношении	1	3
125	были бы	3	3
126	еще и	1	3
127	что не	10	3
128	не было	4	3
129	не всегда	1	3
130	его как	1	3
131	по поводу	3	3
132	к этому	1	3
133	только к	1	2
134	отношения к	1	2
135	например в	1	2
136	самом деле	1	2
137	от своей	1	2
138	в первом	5	2
139	уже по	1	2
140	есть не	2	2
141	на себя	1	2
142	в ней	7	2
143	во всех	5	2
144	очевидно что	3	2
145	сама по	3	2
