N	2gram	Tiupa_Narr_2	Problemy
1	и не	14	31
2	и в	13	29
3	в его	6	24
4	может быть	10	24
5	в этом	13	22
6	а не	17	22
7	в нем	5	19
8	точки зрения	5	19
9	как бы	6	19
10	для него	4	18
11	не только	26	15
12	то что	8	15
13	то же	4	14
14	и его	3	14
15	но и	15	14
16	с точки	2	13
17	уже не	4	13
18	таким образом	5	12
19	как и	4	12
20	не может	8	12
21	о себе	1	12
22	в самом	2	10
23	этом смысле	1	10
24	в то	5	10
25	только в	11	10
26	в одном	1	10
27	героя и	2	10
28	все эти	3	9
29	с его	3	9
30	все же	6	9
31	это не	3	9
32	если бы	4	9
33	в единство	1	9
34	себе самом	2	9
35	же время	3	9
36	о нем	3	9
37	одного сознания	1	9
38	но не	3	9
39	в романе	1	9
40	по отношению	5	8
41	что в	4	8
42	в том	14	8
43	что он	5	8
44	потому что	2	8
45	в своем	6	8
46	в своей	4	8
47	отношению к	5	8
48	а как	3	7
49	за пределы	1	7
50	и как	1	7
51	но в	6	7
52	в себе	8	7
53	зрения на	2	7
54	входит в	1	7
55	достоевского и	2	7
56	том что	13	7
57	не в	8	7
58	вовсе не	2	7
59	она не	1	7
60	так и	9	7
61	в форме	5	7
62	прежде всего	6	7
63	мира и	3	7
64	а в	9	7
65	одним из	1	6
66	самом деле	3	6
67	так же	2	6
68	в одной	1	6
69	как в	5	6
70	в целом	3	6
71	что она	2	6
72	в мире	4	6
73	несмотря на	2	6
74	точку зрения	3	6
75	в самой	1	6
76	к нему	1	6
77	в конце	4	6
78	как раз	3	6
79	и потому	1	6
80	не могут	1	6
81	все это	1	6
82	на самом	2	5
83	это и	1	5
84	должна быть	2	5
85	в зависимости	1	5
86	той же	2	5
87	зависимости от	1	5
88	у него	6	5
89	с их	1	5
90	перед нами	4	5
91	он не	5	5
92	в плане	1	5
93	было бы	2	5
94	автора и	1	5
95	мысли и	1	5
96	мир и	1	5
97	и о	1	5
98	еще не	2	5
99	с ним	4	5
100	ничего не	6	5
101	между тем	3	5
102	именно в	2	5
103	более того	1	5
104	мира в	4	5
105	сознания и	1	5
106	героя не	1	5
107	во всяком	1	5
108	и т	2	4
109	и самого	1	4
110	сознания не	1	4
111	в едином	1	4
112	и наконец	1	4
113	бы и	1	4
114	в этой	4	4
115	так сказать	3	4
116	должно быть	1	4
117	о герое	3	4
118	что было	1	4
119	их в	1	4
120	раз и	1	4
121	как мы	1	4
122	в процессе	2	4
123	в основе	1	4
124	личности в	2	4
125	все то	2	4
126	в плоскости	1	4
127	и с	1	4
128	в литературе	4	4
129	чужое я	1	4
130	тем что	1	4
131	что и	2	4
132	как же	1	4
133	героя о	1	4
134	пределы одного	1	4
135	превращается в	2	4
136	не на	1	4
137	его как	1	4
138	что же	1	4
139	другого человека	2	4
140	но это	2	4
141	и для	3	4
142	в результате	2	4
143	героя в	6	4
144	они не	2	4
145	отношения к	1	3
146	он может	2	3
147	например в	1	3
148	на материале	1	3
149	я не	5	3
150	он сам	2	3
151	не входит	1	3
152	себе и	2	3
153	в произведениях	3	3
154	ее как	1	3
155	подобно тому	2	3
156	далеко не	5	3
157	эти миры	1	3
158	тому что	3	3
159	на котором	1	3
160	одна из	3	3
161	на него	5	3
162	никогда не	6	3
163	как будто	1	3
164	этом отношении	3	3
165	сознаний и	1	3
166	оно не	2	3
167	если же	1	3
168	в себя	4	3
169	приводит к	1	3
170	и здесь	2	3
171	все его	4	3
172	с другой	5	3
173	в другой	1	3
174	мы должны	1	3
175	но с	1	3
176	б м	1	3
177	бытия в	2	3
178	в уста	1	3
179	и у	4	3
180	героя с	1	3
181	мир в	1	3
182	всяком случае	1	3
183	ни в	1	3
184	т п	2	3
185	только у	1	3
186	хоть и	1	3
187	нового времени	2	3
188	в пределы	1	3
189	в человеке	1	3
190	тому как	2	3
191	в мир	1	3
192	как к	3	3
193	мире а	1	3
194	бы в	2	3
195	о своем	2	3
196	не знает	1	3
197	сказать что	3	3
198	и внутренне	1	3
199	себе самому	5	3
200	автора в	2	3
201	время не	1	3
202	таким же	1	3
203	в своих	2	3
204	как на	2	3
205	все что	4	3
206	чужую личность	1	2
207	все остальное	1	2
208	к другому	2	2
209	по преимуществу	1	2
210	из его	1	2
211	п все	1	2
212	все те	2	2
213	о способах	1	2
214	в которой	1	2
215	вопрос о	1	2
216	на себя	1	2
217	как свой	1	2
218	в ней	2	2
219	для других	3	2
220	отношение к	1	2
221	в настоящем	2	2
222	так что	1	2
223	в той	5	2
224	как образ	2	2
225	и нет	1	2
226	однако не	2	2
227	могли бы	2	2
228	его к	1	2
229	и к	6	2
230	всей его	1	2
231	вследствие этого	2	2
232	здесь мы	1	2
233	мы его	2	2
234	также является	2	2
235	при этом	14	2
236	а его	1	2
237	дело здесь	1	2
238	в жизни	6	2
239	со своими	2	2
240	и уже	4	2
241	до достоевского	1	2
242	искать в	1	2
243	в отношении	1	2
244	в котором	5	2
245	в которых	1	2
246	но он	2	2
247	героя но	1	2
248	однако в	2	2
249	человека но	1	2
250	с которой	1	2
251	но они	1	2
252	как можно	1	2
253	мира не	2	2
254	чтобы в	2	2
255	какой бы	1	2
256	в структуре	1	2
257	жизни не	1	2
258	чем является	1	2
259	а лишь	1	2
260	со своим	2	2
261	связи с	1	2
262	в сознании	2	2
263	к себе	7	2
264	во все	1	2
265	и вполне	1	2
266	для себя	3	2
267	говорит сам	1	2
268	данном случае	6	2
269	и что	2	2
270	и взаимодействие	1	2
271	и сам	3	2
272	те же	2	2
273	чужого сознания	1	2
274	начала и	2	2
275	то они	1	2
276	никак не	3	2
277	и во	1	2
278	а потому	1	2
279	и взаимодействия	1	2
280	во всей	1	2
281	наконец в	1	2
282	один из	3	2
283	хотя бы	2	2
284	именно на	1	2
285	в большинстве	1	2
286	то и	3	2
287	ни одного	1	2
288	о слове	1	2
289	является не	1	2
290	большинстве случаев	1	2
291	или даже	3	2
292	одно из	2	2
293	не о	1	2
294	кругозор героя	1	2
295	героя его	1	2
296	и даже	3	2
297	до сих	1	2
298	все время	1	2
299	личной жизни	1	2
300	на этот	1	2
301	в данном	10	2
302	в первой	1	2
303	в нарушении	1	2
304	с этой	3	2
305	благодаря этому	1	2
306	сих пор	1	2
307	можно было	2	2
308	слова но	1	2
309	для автора	2	2
310	и от	1	2
311	человек и	1	2
312	себя самого	1	2
313	своих героев	2	2
314	же в	4	2
315	от ее	1	2
316	этот вопрос	1	2
317	между ними	1	2
318	жизни а	1	2
319	жизни и	4	2
320	но эти	1	2
321	заметить что	1	2
322	разрушила бы	1	2
323	эта новая	1	1
324	не должны	1	1
325	же как	2	1
326	в движение	1	1
327	относится и	1	1
328	мир где	1	1
329	личность же	2	1
330	далее и	1	1
331	было как	1	1
332	тем же	1	1
333	отношения между	2	1
334	противном случае	1	1
335	видеть в	1	1
336	едва ли	3	1
337	с таким	2	1
338	рассказ и	1	1
339	и должен	1	1
340	его не	1	1
341	мы не	2	1
342	точке соприкосновения	1	1
343	именно к	1	1
344	не была	1	1
345	часов с	1	1
346	форме рассказа	1	1
347	время как	1	1
348	как во	1	1
349	в полной	1	1
350	на практике	1	1
351	детей не	1	1
352	соприкосновения разных	1	1
353	и он	2	1
354	слов не	1	1
355	видения жизни	1	1
356	и мира	4	1
357	взаимодействия сознаний	4	1
358	во всех	1	1
359	он говорит	1	1
360	непосредственно но	1	1
361	своем собственном	1	1
362	ответ на	5	1
363	в качестве	14	1
364	тогда как	15	1
365	и лишает	1	1
366	смысловое единство	1	1
367	что они	3	1
368	из таких	1	1
369	относится к	1	1
370	они характеризуют	1	1
371	правда о	1	1
372	первый взгляд	1	1
373	в рамках	6	1
374	что именно	1	1
375	до его	1	1
376	стороны и	1	1
377	что касается	1	1
378	в противном	1	1
379	хотя и	5	1
380	как уже	2	1
381	пределы своего	1	1
382	зрения героя	1	1
383	более или	1	1
384	в действительности	1	1
385	о самом	1	1
386	собственном мире	1	1
387	за собой	1	1
388	со своей	2	1
389	точкой зрения	1	1
390	в литературном	1	1
391	так остро	1	1
392	отказывается от	1	1
393	что это	4	1
394	бы с	2	1
395	можно не	1	1
