N	2gram	Voloshinov_2	StatiiOP
1	и в	19	44
2	в том	7	36
3	что в	2	30
4	том что	10	29
5	в этом	15	21
6	вовсе не	11	19
7	не только	13	18
8	то что	4	18
9	было бы	4	17
10	о том	3	17
11	а в	3	17
12	а не	9	16
13	и не	19	16
14	может быть	28	15
15	в данном	5	14
16	как в	1	13
17	не в	10	12
18	самом деле	9	11
19	в этой	3	11
20	того чтобы	6	11
21	у нас	3	11
22	точки зрения	17	11
23	но в	7	10
24	ясно что	1	10
25	для того	6	10
26	что он	4	10
27	только в	8	10
28	но и	10	10
29	также и	1	9
30	как и	9	9
31	в отношении	4	9
32	в то	8	9
33	но также	1	9
34	так и	10	9
35	если бы	11	9
36	того что	4	9
37	в его	5	9
38	с другой	3	9
39	например в	1	8
40	во всех	6	8
41	все же	5	8
42	но ведь	3	8
43	это не	4	8
44	из них	1	8
45	с точки	13	8
46	и его	16	8
47	не может	18	8
48	что они	2	7
49	в самом	6	7
50	в статье	1	7
51	так например	1	7
52	таким образом	14	7
53	другой стороны	1	7
54	этом отношении	1	7
55	до сих	3	7
56	прежде всего	7	7
57	сих пор	3	7
58	сказать что	4	7
59	по поводу	1	7
60	на самом	7	6
61	со стороны	1	6
62	из этих	1	6
63	в своей	3	6
64	потому что	1	6
65	что и	3	6
66	всяком случае	2	6
67	так что	1	6
68	для него	9	6
69	именно в	2	6
70	дело в	1	6
71	в той	5	6
72	что же	1	6
73	но это	1	6
74	хотя бы	6	6
75	во всяком	3	6
76	и то	3	5
77	то же	16	5
78	той же	3	5
79	уже о	1	5
80	в целом	1	5
81	все эти	3	5
82	в нем	11	5
83	данном отношении	1	5
84	в слове	4	5
85	в котором	3	5
86	не менее	1	5
87	никогда не	7	5
88	могут быть	3	5
89	так как	3	5
90	тем что	2	5
91	и даже	2	5
92	там где	2	5
93	все это	1	5
94	совершенно не	5	5
95	жизни и	2	5
96	того времени	1	5
97	так же	5	5
98	речь идет	1	4
99	как это	1	4
100	это и	1	4
101	в которой	1	4
102	вопрос о	2	4
103	в основу	1	4
104	столь же	3	4
105	что это	2	4
106	на то	4	4
107	что она	1	4
108	является не	5	4
109	но все	1	4
110	всё это	1	4
111	для изучения	1	4
112	не имеет	3	4
113	же время	8	4
114	это слово	1	4
115	в ее	3	4
116	языка и	15	4
117	и что	1	4
118	заключается в	1	4
119	в качестве	3	4
120	же и	1	4
121	как раз	4	4
122	не было	3	4
123	к которому	1	4
124	на эту	1	4
125	как бы	19	4
126	тем более	5	4
127	еще более	2	4
128	или иного	2	4
129	того или	2	4
130	гораздо более	1	4
131	того же	5	3
132	тем же	4	3
133	должна быть	4	3
134	и за	1	3
135	эпохи в	1	3
136	то это	1	3
137	конечно и	2	3
138	в ней	3	3
139	еще не	3	3
140	он был	2	3
141	но не	2	3
142	не все	1	3
143	ответ на	2	3
144	по отношению	8	3
145	или иное	1	3
146	и я	1	3
147	в истории	3	3
148	с этим	3	3
149	так называемая	1	3
150	не являются	1	3
151	то в	1	3
152	точку зрения	2	3
153	в чужую	3	3
154	не значит	1	3
155	в каждом	1	3
156	связанные с	1	3
157	же касается	1	3
158	в другом	3	3
159	и с	2	3
160	лишь в	14	3
161	и тем	4	3
162	кажется что	1	3
163	ни в	6	3
164	о которой	1	3
165	что не	2	3
166	тому что	4	3
167	во время	1	3
168	о значении	1	3
169	а на	1	3
170	в основе	9	3
171	этих двух	1	3
172	в каком	3	3
173	должны быть	2	3
174	что оно	3	3
175	должен быть	2	3
176	для себя	4	3
177	то или	1	3
178	поэтому в	2	3
179	и вообще	1	3
180	внимание на	1	3
181	его жизни	1	3
182	тем или	1	3
183	между тем	6	3
184	и только	1	3
185	но с	1	3
186	в двух	3	3
187	в какой	3	3
188	и так	1	3
189	с одной	3	3
190	вопроса о	1	3
191	в виде	2	3
192	в начале	2	3
193	а именно	1	3
194	а с	2	3
195	говорит о	1	3
196	в тех	2	3
197	да и	3	3
198	не является	8	3
199	и для	7	3
200	не существует	3	3
201	или иным	1	3
202	отношению к	8	3
203	в таком	7	3
204	отношения к	2	2
205	его же	1	2
206	ii и	1	2
207	а как	4	2
208	мы не	2	2
209	бы что	1	2
210	не была	1	2
211	в сущности	14	2
212	или же	2	2
213	совпадает с	1	2
214	из того	1	2
215	подчеркнуть что	1	2
216	совсем не	1	2
217	таком положении	1	2
218	иногда и	3	2
219	и речи	2	2
220	за пределы	3	2
221	на которое	1	2
222	в своем	2	2
223	есть в	1	2
224	смысле этого	4	2
225	в каком-то	1	2
226	от этого	2	2
227	так или	1	2
228	чуть ли	1	2
229	бы не	2	2
230	в себе	4	2
231	но он	1	2
232	не могла	1	2
233	вообще не	1	2
234	при этом	9	2
235	но именно	1	2
236	он не	3	2
237	всех этих	1	2
238	свою собственную	1	2
239	этого вопроса	1	2
240	и более	7	2
241	ни были	1	2
242	что все	1	2
243	в данной	4	2
244	его в	7	2
245	первую очередь	1	2
246	в свой	1	2
247	дела и	1	2
248	в первую	1	2
249	места в	1	2
250	никаких оснований	1	2
251	одним и	2	2
252	произведения в	1	2
253	принципов и	1	2
254	а иногда	3	2
255	что эта	1	2
256	что с	1	2
257	как о	2	2
258	было не	1	2
259	говорить о	1	2
260	случае не	1	2
261	ничего не	4	2
262	тем не	1	2
263	убедиться в	1	2
264	только с	2	2
265	тему в	1	2
266	нет даже	1	2
267	есть только	1	2
268	ли не	1	2
269	числе и	1	2
270	и такие	1	2
271	и это	3	2
272	и сам	1	2
273	то есть	2	2
274	другом месте	1	2
275	должно было	1	2
276	нет это	1	2
277	и все	6	2
278	с нашей	2	2
279	крайней мере	2	2
280	статье о	1	2
281	к нему	5	2
282	что здесь	1	2
283	быть и	6	2
284	на которой	1	2
285	со всеми	1	2
286	с которыми	1	2
287	оказывается в	1	2
288	конечно не	4	2
289	и у	2	2
290	уже в	2	2
291	ведь если	4	2
292	свидетельствует о	2	2
293	если в	1	2
294	одно из	1	2
295	могло бы	1	2
296	допустим что	2	2
297	у него	2	2
298	в других	1	2
299	даже и	2	2
300	бы это	2	2
301	или иначе	1	2
302	еще и	1	2
303	превращается в	1	2
304	одной стороны	3	2
305	однако и	2	2
306	по крайней	2	2
307	языка не	3	2
308	так называемой	2	2
309	если не	1	2
310	на который	1	2
311	ни на	1	2
312	и потому	2	2
313	и их	4	2
314	этого слова	5	2
315	этом случае	1	2
316	и тогда	2	2
317	но для	2	2
318	о котором	1	2
319	ни одного	1	2
320	зрения в	1	2
321	в этих	3	2
322	в равной	1	2
323	знака в	1	2
324	несмотря на	1	2
325	дело с	1	2
326	не знает	2	2
327	можно назвать	1	2
328	том числе	1	2
329	если б	3	1
330	можно говорить	1	1
331	как известно	1	1
332	словами и	1	1
333	почти не	1	1
334	речи на	2	1
335	что эти	1	1
336	исходит из	3	1
337	в зависимости	2	1
338	и могут	1	1
339	живой речи	2	1
340	его не	1	1
341	правильного понимания	2	1
342	системе как	1	1
343	дела от	1	1
344	работы на	1	1
345	из сказанного	1	1
346	котором не	1	1
347	почти исключительно	2	1
348	от друга	1	1
349	работе над	1	1
350	зависимости от	2	1
351	так а	1	1
352	и самого	2	1
353	на нем	1	1
354	и на	5	1
355	между собой	1	1
356	время в	1	1
357	бы то	4	1
358	истории а	1	1
359	с его	8	1
360	о языке	1	1
361	но как	2	1
362	и стилистической	1	1
363	а только	1	1
364	только при	1	1
365	друг от	1	1
366	конечно совершенно	2	1
367	мы снова	1	1
368	они ни	1	1
369	в одной	2	1
370	чем мы	1	1
371	стороны и	2	1
372	перед нами	3	1
373	кроме того	1	1
374	хотя и	1	1
375	не приходится	1	1
376	указания на	1	1
377	бы с	1	1
378	в нашем	2	1
379	у каждого	1	1
380	этого совершенно	1	1
381	является лишь	4	1
382	так в	1	1
383	но без	1	1
384	с их	1	1
385	значение так	2	1
386	и до	3	1
387	xviii и	2	1
388	как он	1	1
389	а вовсе	1	1
390	конечно эти	1	1
391	объективный факт	1	1
392	в узком	2	1
393	как увидим	1	1
394	не как	3	1
395	дела не	1	1
396	в корне	3	1
397	и вот	1	1
398	борьбы это	1	1
399	какой бы	3	1
400	этот тезис	1	1
401	что нельзя	1	1
402	без исключения	2	1
403	значительной степени	2	1
404	бы они	1	1
405	в работе	1	1
406	деле конечно	1	1
407	которой говорят	1	1
408	на все	2	1
409	где оно	1	1
410	литературного языка	1	1
411	с целью	1	1
412	входит в	1	1
413	это было	2	1
414	не отражает	1	1
415	на протяжении	2	1
416	и соответствующие	1	1
417	здесь нет	1	1
418	только одно	1	1
419	он является	1	1
420	в них	1	1
421	является для	2	1
422	о которых	1	1
423	соответствии с	1	1
424	далеко не	2	1
425	на основании	1	1
426	с тем	1	1
427	место и	1	1
428	во внимание	1	1
429	которой он	1	1
430	всегда и	2	1
431	выйти за	1	1
432	и было	1	1
433	мере не	1	1
434	на себя	1	1
435	когда в	1	1
436	бы на	1	1
437	от своего	2	1
438	что такое	1	1
439	нас не	2	1
440	система является	1	1
441	обсуждается в	1	1
442	место в	2	1
443	мы в	1	1
444	не столько	1	1
445	или вернее	2	1
446	значение то	1	1
447	значение для	1	1
448	и правильное	1	1
449	что было	1	1
450	речи в	10	1
451	быть не	1	1
452	следующими словами	1	1
453	оценке как	1	1
454	по себе	3	1
455	же мы	1	1
456	слово как	2	1
457	нет никакого	1	1
458	слова до	1	1
459	но они	2	1
460	в русской	1	1
461	тогда когда	1	1
462	она ни	1	1
463	одна из	7	1
464	и притом	1	1
465	в процессе	18	1
466	для языка	1	1
467	для кого	1	1
468	но только	1	1
469	не могло	1	1
470	является еще	1	1
471	в разных	1	1
472	только и	1	1
473	что называют	1	1
474	и лишь	3	1
475	с одним	1	1
476	они являются	3	1
477	и является	2	1
478	ему и	1	1
479	раз того	1	1
480	так то	1	1
481	и делает	1	1
482	характерен для	2	1
483	также те	1	1
484	ему не	1	1
485	мы встречаем	2	1
486	разрыв между	2	1
487	не давая	1	1
488	но там	1	1
489	в духе	1	1
490	не могут	1	1
491	когда мы	1	1
492	одного слова	3	1
493	и другим	1	1
494	к тому	6	1
495	совсем иначе	1	1
496	слова с	1	1
497	действительно можно	1	1
498	то ни	5	1
499	собранного и	1	1
500	как мы	15	1
501	и о	2	1
502	о филологическом	1	1
503	но при	1	1
504	говоря уже	1	1
505	на основе	3	1
506	индивидуальной личности	1	1
507	последнее время	1	1
508	мысль о	1	1
509	с самого	5	1
510	не подлежит	1	1
511	вообще нет	1	1
512	являются лишь	2	1
513	на том	1	1
514	и когда	1	1
515	было в	1	1
516	отсюда и	1	1
517	еще в	1	1
518	можно только	1	1
519	является в	2	1
520	он говорил	1	1
521	образом в	1	1
522	лишь то	1	1
523	лишь при	2	1
524	не существовало	1	1
525	но к	2	1
526	грамматики и	1	1
527	прав в	2	1
528	притом в	1	1
529	что его	1	1
530	можно сказать	1	1
531	все его	2	1
532	что самое	1	1
533	которые мы	1	1
534	нуждается в	1	1
535	которые совершенно	1	1
536	во всей	1	1
537	в форме	5	1
538	в другой	1	1
539	в середине	1	1
540	каких бы	1	1
541	которой в	1	1
542	дела в	1	1
543	следовательно в	1	1
544	оставляют в	1	1
545	в современной	1	1
546	или нет	1	1
547	сомнению что	1	1
548	тот же	1	1
549	на каждое	1	1
550	с формой	1	1
551	всю свою	1	1
552	языка на	1	1
553	и кажется	1	1
554	сегодняшнего дня	1	1
555	простое и	1	1
556	и из	1	1
557	именно на	1	1
558	себя в	2	1
559	не имеют	3	1
560	уже не	1	1
561	если мы	6	1
562	языка а	2	1
563	всем его	1	1
564	в праве	1	1
565	и других	1	1
566	его и	3	1
567	был бы	1	1
568	не так	2	1
569	себе в	1	1
570	но вот	1	1
571	ведь это	2	1
572	и устойчивой	1	1
573	слова в	8	1
574	в одном	1	1
575	сами по	1	1
576	к ним	1	1
