N	2gram	Vygotskiy__2	Literetu
1	не только	12	24
2	при этом	13	19
3	в качестве	1	17
4	но и	10	17
5	в том	37	16
6	а не	7	16
7	в частности	3	15
8	том что	21	14
9	может быть	18	13
10	сознания в	1	12
11	и не	10	12
12	в этом	13	12
13	состоит в	3	11
14	прежде всего	1	11
15	в русской	1	10
16	такого рода	1	10
17	то что	21	10
18	в целом	4	8
19	не в	8	8
20	и в	32	8
21	художественной деятельности	1	8
22	произведение искусства	1	8
23	только в	7	8
24	как это	4	8
25	как бы	6	7
26	в себе	2	7
27	не менее	8	7
28	в его	2	7
29	уже не	1	7
30	то есть	21	6
31	как и	10	6
32	точки зрения	17	6
33	эстетического объекта	2	6
34	и сам	4	6
35	того что	8	6
36	связи с	1	6
37	в жизни	4	6
38	одним из	1	5
39	то же	13	5
40	отличие от	2	5
41	как в	9	5
42	не столько	1	5
43	в отличие	1	5
44	в то	5	5
45	для себя	1	5
46	казалось бы	2	5
47	искусства и	9	5
48	же время	2	5
49	в конечном	3	5
50	русской литературе	1	5
51	что он	13	5
52	русской поэзии	1	5
53	не может	17	5
54	в данном	4	5
55	с этой	4	5
56	с его	2	5
57	тем самым	1	5
58	в своей	3	4
59	еще не	2	4
60	столь же	4	4
61	но не	2	4
62	конечном счете	3	4
63	в этой	6	4
64	в художественном	6	4
65	все же	4	4
66	по преимуществу	1	4
67	не как	3	4
68	в силу	1	4
69	с собой	1	4
70	литературного произведения	1	4
71	духовной жизни	1	4
72	для этого	3	4
73	в уме	2	4
74	и его	7	4
75	деятельности в	1	4
76	данном случае	4	4
77	никогда не	9	4
78	так и	3	4
79	еще в	1	4
80	и тем	4	4
81	из них	4	4
82	в конце	3	4
83	как раз	5	4
84	в связи	1	4
85	со стороны	1	4
86	это не	2	4
87	в своих	9	4
88	например в	3	3
89	в сфере	1	3
90	тем же	1	3
91	исходит из	5	3
92	также и	2	3
93	что его	5	3
94	более чем	1	3
95	в самом	12	3
96	бы не	2	3
97	в принципе	1	3
98	с восприятием	1	3
99	таким образом	21	3
100	исходя из	1	3
101	той же	8	3
102	его в	1	3
103	самого пушкина	1	3
104	далеко не	5	3
105	он и	1	3
106	несмотря на	4	3
107	в их	3	3
108	но в	3	3
109	том же	2	3
110	что ему	1	3
111	дело в	1	3
112	одна из	1	3
113	в основе	11	3
114	в области	1	3
115	свое собственное	3	3
116	ли не	1	3
117	в виду	3	3
118	приводит к	1	3
119	по аналогии	1	3
120	сводится к	2	3
