N	2gram	Vygotskiy__7	Vvedenie
1	и т	1	42
2	и в	26	32
3	в том	18	31
4	в этом	29	30
5	том что	17	26
6	может быть	7	26
7	не только	24	22
8	для того	18	21
9	того чтобы	19	20
10	таким образом	23	19
11	также и	2	18
12	то что	24	16
13	потому что	16	15
14	так как	14	15
15	не может	11	14
16	но также	3	14
17	в самом	9	13
18	в нем	2	13
19	о том	4	13
20	в их	2	12
21	представляет собой	19	12
22	в его	4	12
23	того что	14	12
24	только в	8	12
25	и не	18	12
26	как на	6	12
27	как мы	14	11
28	в ее	6	11
29	ясно что	1	11
30	в данном	5	11
31	что такое	1	11
32	языка и	1	10
33	что в	12	10
34	то же	8	9
35	и как	1	9
36	но в	4	9
37	по себе	3	9
38	между тем	1	9
39	в той	4	9
40	этом смысле	1	9
41	а только	1	8
42	это не	3	8
43	не в	4	8
44	тем не	3	8
45	не менее	4	8
46	с другой	4	8
47	именно в	6	8
48	самом деле	6	7
49	вопрос о	6	7
50	но не	3	7
51	все же	6	7
52	к выводу	3	7
53	было бы	6	7
54	точки зрения	28	7
55	можно было	2	7
56	выводу что	2	7
57	дело с	1	7
58	прежде всего	7	7
59	смысле этого	3	7
60	о котором	1	7
61	только как	1	7
62	и это	1	6
63	из этих	3	6
64	его в	2	6
65	с тем	5	6
66	как и	15	6
67	представить себе	3	6
68	вовсе не	2	6
69	в то	3	6
70	в качестве	5	6
71	тем что	9	6
72	не могут	4	6
73	о природе	7	6
74	один из	2	6
75	этот вопрос	1	6
76	и его	12	6
77	до сих	3	6
78	но и	11	6
79	а именно	1	6
80	сих пор	3	6
81	все это	3	6
82	одним из	2	5
83	мере в	2	5
84	а как	1	5
85	в целом	5	5
86	иное как	1	5
87	с их	1	5
88	приходим к	1	5
89	так например	1	5
90	об этом	3	5
91	и тем	6	5
92	данном случае	5	5
93	в них	1	5
94	но если	2	5
95	в которых	2	5
96	сказать что	8	5
97	могут быть	2	5
98	имеет дело	1	5
99	так что	4	5
100	уже в	2	5
101	не есть	4	5
102	представляют собой	1	5
103	что не	2	5
104	на этот	1	5
105	а не	6	5
106	по своему	9	5
107	она есть	1	5
108	как бы	6	5
109	той мере	2	5
110	другой стороны	1	5
111	в какой	6	5
112	вместе с	12	5
113	связана с	3	4
114	и то	7	4
115	как это	5	4
116	связи между	5	4
117	в чисто	1	4
118	в первом	3	4
119	той же	8	4
120	мы имеем	1	4
121	что иное	1	4
122	по отношению	6	4
123	от этого	1	4
124	в себе	9	4
125	но ведь	1	4
126	этот процесс	1	4
127	и заключается	3	4
128	должен был	1	4
129	в своей	3	4
130	в котором	4	4
131	по сравнению	9	4
132	не имеет	2	4
133	нельзя не	2	4
134	в разных	1	4
135	большей мере	1	4
136	на вопрос	5	4
137	и т.д	1	4
138	времени и	1	4
139	внимание на	2	4
140	и что	6	4
141	как она	5	4
142	еще не	4	4
143	что он	8	4
144	и ее	2	4
145	с одной	5	4
146	этого понятия	2	4
147	в виде	1	4
148	речь в	4	4
149	одно из	5	4
150	всяком случае	1	4
151	само по	1	4
152	как раз	3	4
153	этом отношении	3	4
154	одной стороны	5	4
155	и обратно	3	4
156	по мере	7	4
157	о чем	4	4
158	сравнению с	8	4
159	с этой	5	4
160	этом случае	14	4
161	и для	5	4
162	относящихся к	4	4
163	только что	5	4
164	а в	2	4
165	не что	1	4
166	отношению к	5	4
167	во всяком	2	4
168	и есть	2	3
169	собственном смысле	3	3
170	что уже	1	3
171	в сущности	9	3
172	говорить о	1	3
173	в виду	5	3
174	он сам	1	3
175	ответа на	1	3
176	в чем	3	3
177	совсем не	1	3
178	ответ на	2	3
179	сама по	1	3
180	в центре	1	3
181	стороны и	4	3
182	однако не	1	3
183	хотя и	1	3
184	и к	7	3
185	за собой	1	3
186	что это	6	3
187	все эти	6	3
188	в этой	3	3
189	в известном	2	3
190	что она	8	3
191	при этом	1	3
192	если бы	5	3
193	что представляет	1	3
194	не как	1	3
195	отношений между	3	3
196	на этом	1	3
197	в работе	1	3
198	на этой	1	3
199	заключается в	6	3
200	и уже	1	3
201	мы видели	3	3
202	чем в	4	3
203	в этих	2	3
204	чем говорится	4	3
205	понятно что	1	3
206	этой работы	2	3
207	этой области	1	3
208	тогда когда	5	3
209	дело не	1	3
210	своей природе	4	3
211	связи с	4	3
212	как будто	1	3
213	в области	4	3
214	в каком	1	3
215	но все	1	3
216	себе что	1	3
217	в ней	3	3
218	в собственном	3	3
219	во второй	5	3
220	и вообще	1	3
221	чтобы понять	1	3
222	вот почему	1	3
223	можно сказать	5	3
224	в конечном	2	3
225	что с	5	3
226	или как	1	3
227	к нему	3	3
228	раньше чем	1	3
229	известном смысле	2	3
230	одной из	4	3
231	может оказаться	1	3
232	в начале	5	3
233	при помощи	1	3
234	и других	2	3
235	из них	1	3
236	в одном	1	3
237	в конце	4	3
238	что и	3	3
239	отношение к	2	3
240	свое выражение	8	3
241	в очень	1	3
242	до конца	5	3
243	только по	3	3
244	на основании	2	3
245	так же	14	3
246	что же	2	3
247	знания в	2	3
248	как две	1	3
249	в своем	1	3
250	но с	2	3
251	каждой из	3	3
252	к тому	7	3
253	в результате	1	3
254	относящиеся к	1	3
255	к этому	2	3
256	в частности	1	3
257	гораздо более	4	3
258	могут не	2	2
259	не иначе	2	2
260	языка с	1	2
261	же как	8	2
262	и до	2	2
263	что мы	9	2
264	мы уже	3	2
265	есть не	3	2
266	мы не	7	2
267	что если	2	2
268	которого мы	2	2
269	в основу	1	2
270	того же	1	2
271	время в	2	2
272	значение и	2	2
273	же области	1	2
274	его к	2	2
275	в этот	3	2
276	меньшей мере	1	2
277	бы с	2	2
278	применительно к	1	2
279	чем больше	1	2
280	знать и	1	2
281	выражение в	6	2
282	учение о	3	2
283	что к	1	2
284	и те	1	2
285	движение от	6	2
286	что каждая	1	2
287	о которой	1	2
288	не к	1	2
289	в силу	5	2
290	но вместе	1	2
291	какой бы	1	2
292	одной и	2	2
293	подобно тому	1	2
294	в другом	1	2
295	и с	5	2
296	входит в	2	2
297	в соответствии	1	2
298	действительности в	2	2
299	в прошлом	1	2
300	для них	1	2
301	о которых	2	2
302	соответствии с	1	2
303	этого не	1	2
304	во внимание	1	2
305	несмотря на	2	2
306	должно быть	2	2
307	и тогда	1	2
308	не мог	2	2
309	из того	3	2
310	и при	2	2
311	будет в	1	2
312	с точки	21	2
313	состоит в	3	2
314	мы называем	1	2
315	мысли и	11	2
316	для объяснения	2	2
317	и той	2	2
318	том же	2	2
319	тому что	9	2
320	в отношении	2	2
321	с теми	1	2
322	на котором	3	2
323	того как	2	2
324	одна из	1	2
325	без остатка	1	2
