N	2gram	Voloshinov_1	VerxiiNi
1	и в	16	26
2	таким образом	9	22
3	с тем	1	18
4	в этом	9	15
5	вместе с	3	15
6	точки зрения	8	13
7	как бы	5	12
8	в том	3	11
9	из этих	2	10
10	не только	7	10
11	и с	8	10
12	может быть	17	10
13	связи с	1	9
14	в области	3	9
15	так как	4	9
16	но и	4	9
17	что в	3	9
18	но не	1	8
19	в общем	3	8
20	главным образом	1	8
21	с другой	1	8
22	и не	4	8
23	как на	1	8
24	но в	4	7
25	связанные с	2	7
26	том что	3	7
27	в эпоху	1	7
28	к нему	1	7
29	с одной	1	7
30	то что	3	7
31	а с	1	7
32	одной стороны	1	7
33	того же	2	6
34	все же	1	6
35	все эти	5	6
36	всяком случае	3	6
37	с точки	6	6
38	к тому	1	6
39	так и	4	6
40	и т.д	1	6
41	о том	2	6
42	в конце	1	6
43	что и	2	6
44	несмотря на	1	6
45	и потому	3	6
46	все это	4	6
47	мы должны	1	6
48	во всяком	3	6
49	отношение к	5	5
50	сих пор	3	5
51	и к	6	5
52	в мире	1	5
53	лишь в	1	5
54	по крайней	3	5
55	не имеет	1	5
56	того чтобы	1	5
57	никогда не	2	5
58	с другом	1	5
59	для того	1	5
60	в его	4	5
61	крайней мере	3	5
62	до сих	3	5
63	а не	1	5
64	друг с	1	5
65	и для	2	5
66	так же	2	5
67	то же	2	4
68	в течение	1	4
69	в самом	2	4
70	учение о	3	4
71	в этой	4	4
72	и по	2	4
73	с другими	3	4
74	он не	2	4
75	очень мало	1	4
76	в нем	4	4
77	а в	3	4
78	что оно	2	4
79	и что	1	4
80	и только	9	4
81	только в	4	4
82	на этот	1	4
83	не может	8	4
84	в смысле	1	4
85	в этих	3	4
86	во время	3	4
87	что он	2	4
88	же как	2	3
89	к сожалению	1	3
90	когда он	1	3
91	и как	3	3
92	что это	2	3
93	при этом	6	3
94	если бы	1	3
95	не менее	2	3
96	и о	2	3
97	с самого	4	3
98	культуры и	1	3
99	можно сказать	4	3
100	путь к	2	3
