N	2gram	Losev_Dial_2	Myshleni
1	в том	14	42
2	том что	10	35
3	таким образом	4	25
4	в этом	8	24
5	точки зрения	12	24
6	и в	19	20
7	что в	7	19
8	заключается в	4	18
9	в основе	1	17
10	то же	12	16
11	не только	19	15
12	то что	14	15
13	что они	6	14
14	как мы	3	13
15	в их	2	12
16	при этом	4	12
17	может быть	20	12
18	с другой	5	12
19	потому что	14	12
20	с точки	8	11
21	в его	1	11
22	так же	2	11
23	в целом	1	11
24	мы должны	2	11
25	и то	7	10
26	в истории	2	10
27	в себе	15	10
28	своего развития	1	10
29	того что	6	10
30	мы видим	2	10
31	только в	5	10
32	если мы	2	10
33	так как	14	10
34	того же	1	9
35	и как	10	9
36	понятий и	1	9
37	как и	10	9
38	понятия и	1	9
39	между тем	2	9
40	что и	5	9
41	тот же	1	9
42	с одной	2	9
43	одной стороны	1	9
44	как это	7	9
45	другой стороны	4	9
46	но и	12	9
47	и тем	1	8
48	было бы	3	8
49	этом смысле	1	8
50	тогда когда	6	8
51	и что	5	8
52	вместе с	2	8
53	и не	30	8
54	в результате	2	8
55	самом деле	4	7
56	в своей	8	7
57	и более	3	7
58	с другом	1	7
59	могут быть	4	7
60	же самое	2	7
61	в собственном	1	7
62	тем что	2	7
63	этом отношении	1	7
64	а не	16	7
65	что мы	2	7
66	как бы	14	7
67	друг с	1	7
68	же как	3	6
69	в самом	5	6
70	и на	1	6
71	тому же	1	6
72	одно и	4	6
73	те же	1	6
74	с тем	2	6
75	одного и	1	6
76	по своей	4	6
77	к тому	2	6
78	в силу	5	6
79	его в	3	6
80	что он	6	6
81	уже в	4	6
82	не может	9	6
83	сказать что	10	6
84	речь идет	1	5
85	мы уже	8	5
86	как в	2	5
87	с этим	3	5
88	все же	4	5
89	перед нами	2	5
90	и к	7	5
91	все эти	2	5
92	на то	1	5
93	это не	10	5
94	только не	2	5
95	и его	5	5
96	никогда не	9	5
97	так и	10	5
98	о том	5	5
99	обе эти	1	5
100	мы можем	1	5
101	в частности	2	5
102	слова и	1	5
103	что такое	3	5
104	тем же	2	4
105	в сущности	2	4
106	в своем	4	4
107	как он	4	4
108	как они	3	4
109	и с	5	4
110	с этой	1	4
111	на первый	1	4
112	и при	2	4
113	по сравнению	1	4
114	не в	8	4
115	тому что	2	4
116	что с	2	4
117	из основных	1	4
118	сходство с	1	4
119	что оно	4	4
120	по мере	1	4
121	и только	4	4
122	все время	3	4
123	только что	5	4
124	является не	1	4
125	из них	3	4
126	друг друга	1	4
127	во всей	1	4
128	в области	2	4
129	по своему	5	4
130	нами выше	2	4
131	новые и	2	4
132	в смысле	5	4
133	же предметы	1	4
134	во всяком	2	4
135	как известно	2	3
136	идет о	1	3
137	в виду	5	3
138	первого взгляда	2	3
139	но скорее	1	3
140	в чем	3	3
141	а только	3	3
142	себе и	3	3
143	отнюдь не	6	3
144	когда он	1	3
145	но в	2	3
146	в которой	2	3
147	в этой	3	3
148	на его	2	3
149	на этом	2	3
150	что все	1	3
151	со всеми	1	3
152	по смыслу	1	3
153	на все	2	3
154	знает что	1	3
155	обоих случаях	1	3
156	ни в	10	3
157	чем в	1	3
158	в один	3	3
159	в этих	3	3
160	нас к	1	3
161	не менее	3	3
162	что эта	1	3
163	в обоих	1	3
164	во всем	1	3
165	связи с	4	3
166	не могут	4	3
167	оно может	1	3
168	с первого	2	3
169	приводит к	1	3
170	и когда	4	3
171	должно быть	7	3
172	составные части	1	3
173	развития и	1	3
174	и поэтому	1	3
175	внимание на	1	3
176	и во	1	3
177	различие в	1	3
178	но не	6	3
179	в какой	2	3
180	всяком случае	2	3
181	себя в	2	3
182	так что	7	3
183	эти понятия	1	3
184	но что	7	3
185	от того	4	3
186	нас в	1	3
187	именно в	2	3
188	к которому	1	3
189	только к	2	3
190	в связи	4	3
191	сравнению с	1	3
192	по существу	1	3
193	и от	3	3
194	к одной	1	3
195	совершенно не	7	3
196	по одному	4	3
197	в виде	2	3
198	точно так	1	3
199	на предмет	1	2
200	говоря о	1	2
201	также и	2	2
202	что сходные	1	2
203	связана с	2	2
204	но один	1	2
205	же по	1	2
206	между двумя	1	2
207	что эти	2	2
208	выражается в	1	2
209	должна быть	5	2
210	эту же	1	2
211	мы имеем	3	2
212	что если	3	2
213	что уже	2	2
214	нам в	1	2
215	мы и	1	2
216	зависимости от	2	2
217	в ней	2	2
218	мы будем	1	2
219	отличие от	1	2
220	не просто	12	2
221	они действительно	1	2
222	которые не	2	2
223	по которому	1	2
224	стороны и	1	2
225	более и	2	2
226	слова он	1	2
227	из этих	1	2
228	во многих	1	2
229	остановиться на	1	2
230	научных и	1	2
231	не есть	47	2
232	вообще не	1	2
233	к выводу	1	2
234	как оно	1	2
235	в нем	10	2
236	никакому сомнению	1	2
237	этого вопроса	1	2
238	раз в	2	2
239	то как	3	2
240	содержит в	4	2
241	свое время	1	2
242	из него	1	2
243	подобно тому	1	2
244	не бывает	1	2
245	в основу	1	2
246	в каждом	2	2
247	факт что	1	2
248	же не	3	2
249	может стать	1	2
250	действительности в	1	2
251	далеко не	1	2
252	человека мы	1	2
253	и тогда	3	2
254	нисколько не	4	2
255	мы называем	1	2
256	их в	2	2
257	что этот	3	2
258	в той	3	2
259	же самого	2	2
260	не имеет	1	2
261	того как	2	2
262	свою силу	1	2
263	не по	2	2
264	это мы	2	2
265	слово и	1	2
266	это слово	1	2
267	уже и	2	2
268	что на	2	2
269	возникает из	1	2
270	когда мы	3	2
271	всем их	1	2
272	отличается от	1	2
273	и он	1	2
274	существует только	1	2
275	и это	5	2
276	здесь не	1	2
277	данном случае	2	2
278	мы наблюдаем	1	2
279	ясно что	4	2
280	и которые	1	2
281	оно все	1	2
282	еще не	4	2
283	мы в	2	2
284	понятно что	2	2
285	даны в	3	2
286	выводу что	1	2
287	смысле и	1	2
288	и здесь	1	2
289	может не	4	2
290	к нему	4	2
291	на каждой	1	2
292	когда оно	2	2
293	на одном	1	2
294	значит что	12	2
295	что здесь	2	2
296	как из	2	2
297	уже говорили	1	2
298	но как	5	2
299	по типу	1	2
300	найденные нами	1	2
301	представить себе	1	2
302	у него	1	2
303	случае не	1	2
304	которые могут	1	2
305	только на	1	2
306	в каком	4	2
307	и тех	1	2
308	показывает что	1	2
309	одинаковой мере	1	2
310	прежде всего	8	2
311	с которым	1	2
312	все более	1	2
313	в данном	3	2
314	что это	10	2
315	тому как	1	2
316	а потом	4	2
317	это значит	8	2
318	том смысле	4	2
319	даже в	3	2
320	сейчас же	3	2
321	как только	3	2
322	но для	1	2
323	из ряда	1	2
324	на одной	1	2
325	в одинаковой	1	2
326	а в	4	2
327	не знает	1	2
328	существует в	1	2
329	в свое	1	2
330	видим в	1	2
331	это в	1	2
332	который не	1	2
333	в таком	4	2
334	они не	3	2
335	этом совершенно	1	1
336	смысле слова	1	1
337	как существенное	1	1
338	слова которые	1	1
339	например в	2	1
340	в сфере	2	1
341	человека и	2	1
342	себе этот	1	1
343	самых разнообразных	1	1
344	выражения в	1	1
345	на самом	2	1
346	он может	2	1
347	тех же	1	1
348	и есть	4	1
349	уже указывали	1	1
350	оно было	1	1
351	в зависимости	2	1
352	уже по	1	1
353	его не	2	1
354	и значение	1	1
355	мы не	1	1
356	понятия но	1	1
357	всех его	1	1
358	которую мы	1	1
359	та же	4	1
360	развитой форме	1	1
361	вопрос о	3	1
362	этого является	1	1
363	и новые	1	1
364	такое положение	1	1
365	и женщина	1	1
366	так чтобы	2	1
367	время как	7	1
368	говорить о	5	1
369	от второй	1	1
370	что иное	3	1
371	оно есть	3	1
372	я не	6	1
373	видели уже	1	1
374	но даже	1	1
375	ему в	1	1
376	что можно	1	1
