N	2gram	Losev_Prob_4	Hudozhes
1	и в	20	28
2	в рассказе	1	21
3	том что	12	19
4	в ее	5	18
5	и не	28	18
6	в том	20	15
7	а не	7	14
8	в этом	9	13
9	не в	13	13
10	о том	5	12
11	перед нами	13	11
12	не только	24	11
13	при этом	6	11
14	как и	6	11
15	в его	3	11
16	уже не	5	10
17	не случайно	1	10
18	в себе	12	9
19	но и	14	9
20	так и	10	8
21	что он	8	8
22	себя в	2	8
23	в жизни	3	8
24	может быть	9	8
25	о чем	1	8
26	что она	4	7
27	об этом	6	7
28	к тому	3	7
29	в частности	2	7
30	как это	3	7
31	и все	8	7
32	с ним	4	7
33	жизни в	2	7
34	в котором	2	6
35	то же	7	6
36	не было	3	6
37	и с	7	6
38	в своей	4	6
39	в то	4	6
40	тем что	3	6
41	казалось бы	3	6
42	для себя	2	6
43	если бы	8	6
44	можно сказать	5	6
45	это не	7	6
46	человеческой жизни	5	6
47	а в	4	6
48	то что	15	6
49	жизни и	5	6
50	с его	2	5
51	в этой	4	5
52	как в	5	5
53	в самом	2	5
54	что это	2	5
55	рядом с	1	5
56	в своем	3	5
57	не менее	10	5
58	у него	1	5
59	никогда не	1	5
60	ничего не	1	5
61	и его	10	5
62	и сам	1	5
63	только на	2	5
64	для него	3	5
65	как бы	4	5
66	да и	5	5
67	с ее	2	5
68	что в	3	5
69	и другие	1	5
70	и т	4	4
71	но не	5	4
72	в художественном	4	4
73	то в	2	4
74	человека в	3	4
75	он не	2	4
76	и уже	1	4
77	в других	2	4
78	тем не	10	4
79	для нее	1	4
80	тому что	1	4
81	и сама	3	4
82	как будто	11	4
83	и о	5	4
84	того чтобы	2	4
85	что они	2	4
86	только в	23	4
87	в качестве	10	4
88	что и	3	4
89	как раз	4	4
90	для того	3	4
91	говорит о	2	4
92	превращается в	1	4
93	то и	5	4
94	не может	5	4
95	о своем	1	4
96	бы и	3	4
97	была бы	2	3
98	чтобы не	2	3
99	человека и	1	3
100	по преимуществу	2	3
101	едва ли	10	3
102	на себя	1	3
103	всю ночь	1	3
104	и он	2	3
105	в ней	7	3
106	еще не	7	3
107	и на	3	3
108	столь же	2	3
109	о смерти	1	3
110	не все	1	3
111	бы не	1	3
112	как он	1	3
113	в нем	5	3
114	можно было	4	3
115	что все	1	3
116	с другими	3	3
117	было бы	14	3
118	в это	2	3
119	в них	5	3
120	несмотря на	4	3
121	этого произведения	2	3
122	в этих	5	3
123	пока еще	1	3
124	как о	3	3
125	ни о	4	3
126	же самое	6	3
127	и это	2	3
128	когда в	1	3
129	внимание на	1	3
130	все его	1	3
131	к нему	3	3
132	одной из	4	3
133	с ними	2	3
134	и ее	4	3
135	с одной	1	3
136	для нас	6	3
137	в одном	4	3
138	с другой	7	3
139	все время	2	3
140	прежде всего	11	3
141	среди других	1	3
142	так же	5	3
143	одной стороны	1	3
144	все это	9	3
145	ли в	1	3
146	или в	5	3
147	будто бы	2	3
148	все они	3	3
149	на фоне	1	3
150	о себе	3	3
151	по поводу	1	3
152	самом деле	3	3
153	во сне	1	3
154	к людям	1	2
155	же как	1	2
156	и то	2	2
157	который в	1	2
158	на душе	1	2
159	говорить о	2	2
160	в черном	1	2
161	нам представляется	2	2
162	тем как	1	2
163	если в	1	2
164	отношение к	1	2
165	тоже не	1	2
166	представляется в	1	2
167	все же	2	2
168	и к	3	2
169	но в	8	2
170	со своей	2	2
171	жизни так	1	2
172	в нашем	12	2
173	из этих	1	2
174	тому же	2	2
175	т д	3	2
176	но именно	2	2
177	в принципе	1	2
178	не как	1	2
179	между внешним	1	2
180	однако в	2	2
181	не будет	2	2
182	его в	2	2
183	это было	2	2
184	о которых	2	2
185	и тогда	2	2
186	только тем	1	2
187	внешним и	1	2
188	с точки	11	2
189	она в	2	2
190	жизни с	1	2
191	с такою	2	2
