N	3gram	Potebnia_M_4	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	3	5
4	но и в	1	4
5	до сих пор	4	4
6	не может быть	5	4
7	в этом отношении	1	3
8	с одной стороны	1	3
9	в свое время	1	3
10	о том что	5	3
11	с другой стороны	1	3
12	в этом суждении	1	3
13	можно сказать что	4	2
14	во всяком случае	3	2
15	там же с	2	2
16	подобно тому как	2	2
17	она и есть	1	1
18	этих причин в	1	1
19	но это есть	1	1
20	в силу того	1	1
21	только потому что	2	1
22	но самое это	1	1
23	потому что в	3	1
24	то есть не	1	1
25	дело в том	1	1
26	всем известно что	1	1
27	по отношению к	8	1
28	тела и не	1	1
29	благодаря этому в	1	1
30	в настоящее время	1	1
31	в том же	2	1
32	над тем что	1	1
33	к нему мы	1	1
34	и не может	1	1
35	до известной степени	2	1
36	то я не	1	1
37	к этим образам	1	1
38	и та же	1	1
39	на что не	1	1
40	таким образом в	1	1
41	то что в	2	1
42	что в нем	1	1
43	и той же	1	1
44	как и у	1	1
45	не подлежит сомнению	1	1
46	есть то что	2	1
47	ему при этом	1	1
48	тот же предмет	1	1
49	в том чтобы	1	1
50	в первый раз	1	1
51	и тот же	2	1
52	если она и	1	1
53	и в отношении	1	1
54	большую или меньшую	1	1
55	не могут быть	2	1
56	тесной связи с	1	1
57	одна и та	1	1
58	может быть названо	1	1
59	находим уже в	1	1
60	мы видели что	1	1
61	именно в том	1	1
62	один и тот	2	1
63	силу того что	1	1
64	в них в	1	1
65	даже и в	1	1
66	в этом случае	5	1
67	на самом деле	3	1
68	не только не	3	1
69	можем сказать что	2	1
70	более и более	2	1
71	на то что	4	1
72	во второй половине	1	1
73	в большинстве случаев	2	1
74	после того как	2	1
75	то есть то	2	1
76	они могут быть	1	1
77	одной и той	1	1
78	этом мы можем	1	1
79	для того чтобы	4	1
80	в себе в	1	1
81	в том что	7	1
82	и все это	1	1
83	как и в	1	1
84	то есть в	2	1
85	все более и	2	1
86	только тогда когда	4	1
87	не теряет своей	1	1
