1	и в	11	21
2	как бы	6	17
3	в то	4	15
4	то же	8	13
5	времени в	2	13
6	в его	6	13
7	то есть	9	12
8	же время	4	12
9	что в	3	12
10	как и	13	12
11	том что	7	11
12	с его	4	11
13	все это	1	10
14	в романе	2	10
15	он не	3	8
16	то что	9	8
17	как в	4	8
18	в свою	2	7
19	при этом	19	7
20	но в	7	7
21	тем самым	5	7
22	в том	8	7
23	у него	7	7
24	и на	5	7
25	не только	31	7
26	в году	2	7
27	и не	23	7
28	для него	4	6
29	в этом	12	6
30	человека в	2	6
31	и все	3	6
32	что он	3	6
33	в котором	1	6
34	а в	13	6
35	он сам	3	6
36	не менее	3	6
37	и его	10	6
38	в творчестве	1	6
39	о том	4	6
40	жизни в	2	6
41	как будто	3	5
42	в этой	6	5
43	преступление и	1	5
44	а не	13	5
45	отнюдь не	2	5
46	в русской	3	5
47	в повести	2	5
48	только в	12	5
49	но это	1	5
50	таким образом	1	5
51	потому что	5	5
52	это уже	3	5
53	может быть	15	5
54	хотя бы	2	5
55	все же	4	5
56	и наказание	1	4
57	в финале	3	4
58	в человеке	1	4
59	в своей	5	4
60	один из	6	4
61	конечном счете	1	4
62	по сути	2	4
63	из всех	1	4
64	та же	2	4
65	не случайно	1	4
66	и как	3	4
67	одной из	1	4
68	в момент	1	4
69	больше не	1	4
70	одним из	1	4
71	и от	2	4
72	в мире	4	4
73	не может	8	4
74	русской литературе	1	4
75	прежде всего	4	4
76	в целом	3	4
77	своего рода	10	4
78	в конечном	3	4
79	времени и	9	4
80	в своем	3	4
81	это не	3	4
82	стремится к	1	3
83	в книге	1	3
84	никогда не	4	3
85	на протяжении	7	3
86	хотя и	4	3
87	в соответствии	5	3
88	в которой	1	3
89	со всеми	1	3
90	уже не	8	3
91	с ним	2	3
92	в нем	4	3
93	уже в	1	3
94	и по	1	3
95	жизни и	6	3
96	говорит о	1	3
97	на земле	1	3
98	тут и	1	3
99	во времени	9	3
100	даже в	1	3
101	не по	4	3
102	с ее	2	3
103	дело в	2	3
104	соответствии с	4	3
105	но и	27	3
106	в рассказе	8	3
107	что я	1	3
108	человеческих отношений	1	3
109	человек как	1	3
110	по мнению	1	3
111	но не	4	3
112	той же	1	3
113	дело не	2	3
114	который в	2	3
115	на самом	1	3
116	сути дела	1	3
117	так же	1	3
118	в их	1	3
119	и т	1	3
120	и даже	2	3
121	в самом	6	3
122	не существует	3	3
123	того что	4	3
124	и будущего	2	3
125	и с	3	3
126	далеко не	1	3
127	это и	1	3
128	представляет собой	8	3
129	с другой	2	3
130	так как	1	3
131	что и	1	2
132	так сказать	2	2
133	и того	2	2
134	мира в	4	2
135	к жизни	2	2
136	однако в	3	2
137	русской литературы	1	2
138	прошлого и	2	2
139	ее и	1	2
140	могут быть	1	2
141	в него	1	2
142	человека как	1	2
143	так достоевский	1	2
144	вот оно	1	2
145	а по	2	2
146	бахтин в	1	2
147	в один	1	2
148	одного из	6	2
149	вслед за	1	2
150	приводит к	1	2
151	по крайней	1	2
152	в частности	14	2
153	перед нами	5	2
154	ее по	1	2
155	к этому	1	2
156	и наконец	1	2
157	людей и	1	2
158	в виду	1	2
159	сказать что	2	2
160	вместе с	2	2
161	еще более	1	2
162	в двух	1	2
163	тем не	3	2
164	и та	1	2
165	в принципе	4	2
166	не то	1	2
167	одна из	4	2
168	и красота	1	2
169	героя и	2	2
170	к ней	1	2
171	на том	1	2
172	что она	1	2
173	к тому	6	2
174	только что	2	2
175	и у	1	2
176	его как	1	2
177	ли в	1	2
178	в качестве	14	2
179	и он	6	2
180	в комнату	1	2
181	в первом	4	2
182	или в	6	2
183	об этом	6	2
184	крайней мере	1	2
185	того же	1	2
186	только на	2	2
187	до этого	1	2
188	когда он	1	2
189	в ней	4	2
190	надо было	1	2
191	более не	2	2
192	и притом	2	2
193	и тем	4	2
194	данном случае	8	2
195	в первой	2	2
196	именно в	3	2
197	о котором	1	2
198	и внутреннего	2	2
199	в литературе	4	2
200	тот же	1	2
201	ведет к	1	2
202	точно так	1	2
203	не будет	2	2
204	это время	1	2
205	и когда	1	2
206	протяжении всего	1	2
207	не знает	1	2
208	в данном	11	2
209	в пространстве	3	2
210	в зеркало	1	2
211	не в	6	2
212	отличие от	2	2
213	если в	2	2
214	верит в	1	2
215	что не	2	2
216	в этих	2	2
217	свидетельствует о	1	2
218	до конца	2	2
219	самом деле	3	2
220	в отличие	2	2
221	так и	5	2
222	во второй	1	2
223	этой связи	1	2
224	не мог	6	2
225	но вполне	1	2
226	еще в	3	2
227	что для	1	2
228	в чем	2	2
229	в жизни	3	2
230	из них	4	2
231	от других	1	2
232	можно сказать	5	2
233	в глаза	1	2
234	то в	4	2
235	зависит от	2	2
236	в себе	6	2
237	живет в	1	2
238	в россию	1	2
239	наконец в	1	1
240	и всей	1	1
241	вплоть до	4	1
242	за самим	1	1
243	если же	1	1
244	однако это	1	1
245	и мире	2	1
