N	3gram	Ircho_Kome_3	Myshleni
1	с точки зрения	3	21
2	для того чтобы	6	18
3	в этом случае	2	14
4	в том что	9	13
5	по сравнению с	2	7
6	с самого начала	4	7
7	к тому что	1	6
8	по отношению к	3	5
9	то же самое	3	5
10	с одной стороны	3	5
11	этой точки зрения	1	4
12	в самом деле	6	4
13	с этой точки	1	4
14	вместе с тем	3	4
15	о том что	4	4
16	на то что	1	4
17	состоит в том	2	3
18	одной стороны и	1	3
19	до сих пор	9	3
20	в этом отношении	2	3
21	в самом начале	1	3
22	в первом случае	1	3
23	тем не менее	3	3
24	так же точно	1	3
25	можно сказать что	1	3
26	по этому поводу	1	3
27	том что она	1	2
28	потому что он	1	2
29	в какой мере	2	2
30	в отличие от	1	2
31	как раз в	1	2
32	то время как	2	2
33	едва ли не	1	2
34	сделать вывод что	1	2
35	в то время	2	2
36	этом случае в	1	2
37	же самое что	1	2
38	в свою очередь	6	2
39	точки зрения самого	1	2
40	в конечном счете	2	2
41	друг от друга	1	2
42	друг с другом	1	2
43	несмотря на то	1	1
44	к этому же	1	1
45	таким образом если	1	1
46	в обоих случаях	1	1
47	в силу этого	1	1
48	и в своей	1	1
49	того чтобы показать	1	1
50	подобно тому как	1	1
51	в том числе	1	1
52	только на то	1	1
53	того чтобы в	1	1
54	в соответствии с	1	1
55	в том же	1	1
56	должно было бы	1	1
57	мы можем теперь	1	1
58	ни одно из	1	1
59	как на ее	1	1
60	и там и	1	1
61	и не может	1	1
62	в зависимости от	1	1
63	по самой своей	1	1
64	что он не	2	1
65	по отношению ко	2	1
66	в первую очередь	1	1
67	том числе и	1	1
68	точки зрения того	1	1
69	до тех пор	3	1
70	из той же	1	1
71	с ней в	1	1
72	который в свою	1	1
73	в сущности за	1	1
74	даже если бы	1	1
75	но при этом	1	1
76	что в ее	1	1
77	и в этом	1	1
78	таким образом на	1	1
79	что мы не	1	1
80	с другой стороны	2	1
81	только что с	1	1
82	таким же образом	1	1
83	основных линий в	1	1
84	но вместе с	1	1
85	во всяком случае	3	1
86	к которой мы	1	1
87	что у него	1	1
88	сомнения в том	1	1
89	сравним с этим	1	1
90	следует рассматривать не	1	1
91	и всякий другой	1	1
92	так как этот	1	1
93	рассматривать не как	1	1
94	так и в	1	1
95	как и всякий	1	1
96	если мы сравним	1	1
97	самого начала не	1	1
98	тому что она	1	1
99	после того как	1	1
100	но все же	2	1
101	в то же	4	1
102	там и здесь	1	1
103	друг друга и	1	1
104	что и в	2	1
105	в конце концов	2	1
106	что она любит	1	1
