N	3gram	Bakhtin_Fr_7	Marksizm
1	с точки зрения	3	20
2	в связи с	1	7
3	с самого начала	1	4
4	то же самое	1	3
5	в этом отношении	2	3
6	на этот вопрос	1	3
7	в конце концов	4	3
8	то же время	9	3
9	в первом случае	1	3
10	и т.п в	1	3
11	в большинстве случаев	2	3
12	в то же	9	3
13	в том что	3	3
14	в чем же	1	2
15	в том числе	4	2
16	на первый план	1	2
17	как и все	1	2
18	является одним из	1	2
19	на самом же	1	2
20	том числе и	2	2
21	можно было бы	2	2
22	со всех сторон	1	2
23	но в то	3	2
24	во всяком случае	1	2
25	мы говорили о	1	2
26	по отношению к	2	2
27	оно ни было	2	2
28	а не наоборот	1	2
29	в достаточной степени	1	2
30	в свою очередь	3	2
31	это и есть	1	2
32	и прежде всего	1	2
33	самом же деле	1	2
34	в этом смысле	1	2
35	ничего общего с	1	2
36	и в сущности	1	1
37	а следовательно и	2	1
38	в той форме	1	1
39	прежде всего в	4	1
40	и для самого	1	1
41	по ту сторону	1	1
42	есть прежде всего	1	1
43	с этим не	1	1
44	и во всяком	1	1
45	как мы сказали	1	1
46	но и в	1	1
47	нужно прибавить что	1	1
48	по аналогии с	1	1
49	находит свое выражение	1	1
50	в этой главе	1	1
51	почти ничего не	2	1
52	нет места для	1	1
53	в значительной степени	2	1
54	что в каждом	1	1
55	все эти формы	1	1
56	в его целом	2	1
57	тем что в	1	1
58	до наших дней	1	1
59	мы уже знаем	1	1
60	хлеб и вино	1	1
61	более или менее	2	1
62	таким образом в	1	1
63	он может стать	1	1
64	яркое выражение в	1	1
65	так и в	3	1
66	рядом с этим	1	1
67	но в одном	1	1
68	с тем что	1	1
69	как и во	1	1
70	и в самом	1	1
71	того как он	2	1
72	не только в	1	1
73	выходит за пределы	1	1
74	как мы видим	3	1
75	друг от друга	1	1
76	в другом случае	1	1
77	как мы уже	1	1
78	в применении к	1	1
79	рядом с ней	1	1
80	таким образом и	2	1
81	именно в его	1	1
82	друг за другом	1	1
83	на самом деле	1	1
84	в последнем счете	1	1
85	как мы видели	4	1
86	и в другом	1	1
