N	2gram	Bakhtin_Fr_8	Formalny
1	и в	56	38
2	в этом	14	27
3	может быть	3	23
4	и его	12	21
5	таким образом	17	20
6	и не	9	20
7	в самом	9	16
8	не в	3	15
9	прежде всего	6	15
10	не может	2	14
11	в нем	8	13
12	связи с	6	13
13	но и	9	13
14	в пределах	5	12
15	языка и	6	12
16	с его	5	11
17	с тем	2	11
18	в том	13	11
19	языка как	1	11
20	вовсе не	6	11
21	с другими	1	10
22	в его	18	10
23	в связи	3	10
24	с помощью	3	10
25	не только	8	9
26	при этом	4	9
27	и с	8	9
28	как и	5	9
29	языка в	2	9
30	на почве	1	9
31	в процессе	5	9
32	самом деле	2	8
33	все же	2	8
34	точки зрения	6	8
35	так и	13	8
36	что и	3	8
37	тем что	1	8
38	как мы	7	7
39	лишь в	1	7
40	для него	2	7
41	в своей	2	7
42	с точки	2	7
43	язык и	2	7
44	уже не	3	7
45	этом отношении	1	7
46	в других	2	7
47	не могут	1	7
48	слова и	3	7
49	что в	5	7
50	и ее	4	6
51	в ней	4	6
52	все эти	15	6
53	в этой	6	6
54	то же	11	6
55	было бы	2	6
56	он не	5	6
57	в их	3	6
58	могут быть	1	6
59	для понимания	2	6
60	в языке	1	6
61	только в	9	6
62	то что	3	6
63	не было	5	6
64	вместе с	2	6
65	а не	2	6
66	как раз	2	6
67	в результате	5	6
68	а в	2	6
69	по преимуществу	2	5
70	во всех	8	5
71	в слове	2	5
72	в то	12	5
73	в основе	4	5
74	же время	10	5
75	ни о	2	5
76	если бы	2	5
77	и только	1	5
78	что он	2	5
79	языка а	2	5
80	и речи	1	5
81	именно в	1	5
82	более того	3	5
83	и для	2	5
84	бы в	3	5
85	еще более	1	5
86	все остальное	1	4
87	в сущности	8	4
88	литературы и	1	4
89	одним словом	1	4
90	что оно	1	4
91	что они	2	4
92	независимо от	1	4
93	как в	1	4
94	и наконец	3	4
95	и к	4	4
96	не следует	1	4
97	не как	2	4
98	мы видели	5	4
99	к тому	1	4
100	здесь не	1	4
101	но в	6	4
