N	3gram	Trubetskoy_1	Hudozhes
1	в том что	7	11
2	по отношению к	1	7
3	о том что	2	7
4	то же время	10	4
5	в то же	10	4
6	к тому что	2	4
7	а между тем	5	3
8	в самом деле	1	3
9	но при этом	1	3
10	не может быть	4	3
11	для того чтобы	6	3
12	тем не менее	1	3
13	состоит в том	1	2
14	и в этом	1	2
15	с точки зрения	9	2
16	только в том	2	2
17	до сих пор	5	2
18	можно было бы	3	2
19	так же как	1	2
20	в данном случае	3	2
21	то же самое	1	2
22	в этом и	1	2
23	того или иного	2	2
24	к тому же	1	2
25	сводится к тому	1	1
26	той или иной	3	1
27	этом и состоит	1	1
28	в остальное время	1	1
29	то ни стало	3	1
30	дело в том	1	1
31	в настоящее время	2	1
32	во что бы	3	1
33	и все же	1	1
34	тот или иной	1	1
35	и то и	1	1
36	и в других	1	1
37	что он не	2	1
38	о том чтобы	2	1
39	в том случае	4	1
40	бы то ни	4	1
41	своей жизни в	1	1
42	в этом отношении	1	1
43	что не только	1	1
44	и не будет	2	1
45	том числе и	1	1
46	точно так же	2	1
47	с самим собой	2	1
48	тем в этом	1	1
49	то и другое	1	1
50	нельзя упускать из	1	1
51	только для того	1	1
52	и то что	3	1
53	ни одна не	1	1
54	том случае если	3	1
55	к себе и	1	1
56	что бы то	3	1
57	в значительной степени	1	1
58	в его жизни	1	1
59	в противоречие с	2	1
60	сих пор мы	1	1
61	то все они	1	1
62	сбросить с себя	1	1
63	тем что он	1	1
64	не только для	1	1
65	приносится в жертву	1	1
66	и в жизни	1	1
67	лишь в том	2	1
68	противоречие с самим	2	1
69	и в том	2	1
70	об этом и	1	1
71	без того чтобы	1	1
72	она могла бы	1	1
73	а в том	1	1
74	с нею в	1	1
75	заключается в том	1	1
76	в этом случае	3	1
77	и для чего	1	1
78	но и для	1	1
79	с самого начала	1	1
80	ли может быть	1	1
81	но все же	1	1
82	в этой роли	1	1
83	друг от друга	2	1
84	в том числе	1	1
85	к той или	1	1
