N	2gram	Vinokur_Ku_2	Problema
1	то что	9	38
2	вовсе не	9	37
3	и не	16	37
4	и в	23	35
5	не есть	1	33
6	не только	20	24
7	сказать что	4	24
8	знак и	1	21
9	том что	11	19
10	что такое	3	18
11	у нас	12	18
12	даже и	2	18
13	о том	1	18
14	может быть	15	18
15	в этом	18	17
16	и вообще	2	16
17	настоящее время	1	16
18	но и	7	16
19	в настоящее	1	16
20	такого рода	1	15
21	в языке	10	15
22	что мы	6	14
23	только в	5	14
24	не менее	7	13
25	потому что	25	13
26	не может	9	13
27	и что	8	13
28	во всяком	5	13
29	также и	5	12
30	тем не	6	12
31	того что	3	12
32	в том	19	12
33	хотя бы	9	12
34	не просто	2	11
35	не будет	1	11
36	никак не	3	11
37	и даже	2	11
38	так что	1	11
39	прежде всего	8	11
40	что в	10	11
41	и то	5	10
42	говорить о	4	10
43	еще не	5	10
44	всяком случае	5	10
45	ничего не	4	10
46	и с	7	10
47	а не	10	10
48	в данном	4	10
49	да и	6	10
50	тем более	1	10
51	едва ли	1	9
52	в этой	6	9
53	если мы	4	9
54	что же	5	9
55	для нас	4	9
56	этого термина	2	8
57	все же	7	8
58	по себе	10	8
59	ясно что	5	8
60	в виду	3	8
61	было бы	15	8
62	уже не	8	8
63	как раз	3	8
64	только о	2	8
65	смысле слова	2	7
66	есть нечто	1	7
67	бы и	4	7
68	все эти	12	7
69	того или	2	7
70	те или	1	7
71	мы не	1	7
72	тем самым	2	7
73	не имеет	4	7
74	в конце	4	7
75	так и	4	7
76	казалось бы	3	7
77	в его	5	7
78	конце концов	3	7
79	так как	15	7
80	этом случае	2	7
81	и т	39	6
82	есть не	1	6
83	мы и	1	6
84	с другой	8	6
85	но как	1	6
86	а только	3	6
87	к сожалению	1	6
88	относится к	1	6
89	и вовсе	2	6
90	но в	11	6
91	так или	2	6
92	на то	4	6
93	т д	14	6
94	что все	5	6
95	был бы	2	6
96	по крайней	6	6
97	можно ли	4	6
98	а а	1	6
99	мы можем	1	6
100	как будто	2	6
101	крайней мере	6	6
102	когда мы	1	6
103	можно сказать	4	6
104	в виде	1	6
105	ни в	4	6
106	в области	11	6
107	или иначе	3	6
108	а именно	2	6
109	но это	3	6
110	и для	2	6
111	в то	4	6
112	то же	6	5
113	по своему	1	5
114	отнюдь не	4	5
115	с этим	3	5
116	в самом	12	5
117	в себе	1	5
118	этом смысле	5	5
119	но уже	2	5
120	как и	2	5
121	и без	1	5
122	и уж	1	5
123	есть именно	1	5
124	и более	2	5
125	для меня	1	5
126	под этим	2	5
127	связи с	3	5
128	будто бы	2	5
129	указывает на	1	5
130	и это	3	5
131	как мы	3	5
132	данном случае	2	5
133	языка и	8	5
134	можно было	9	5
135	и на	6	5
136	тот или	1	5
137	с одной	2	5
138	содержания и	1	5
139	же это	1	5
140	одной стороны	1	5
141	или иной	1	5
142	еще и	2	5
143	что не	6	5
144	другой стороны	7	5
145	в частности	2	5
146	так же	4	5
147	кроме того	1	5
148	в связи	4	5
149	и все	2	5
150	или иного	2	5
151	предполагает что	1	4
152	самом деле	9	4
153	на самом	2	4
154	и есть	2	4
155	что если	2	4
156	не был	1	4
157	но не	6	4
158	не все	3	4
159	в общем	1	4
160	сама по	1	4
161	в своем	2	4
162	и той	1	4
163	и как	1	4
164	вообще не	1	4
165	что она	3	4
166	всех этих	3	4
167	их в	1	4
168	таким образом	5	4
169	заключается в	2	4
170	и тем	5	4
171	далеко не	1	4
172	между собою	1	4
173	в этих	1	4
174	собой и	1	4
175	же такое	1	4
176	в отношении	2	4
177	до сих	1	4
178	но только	4	4
179	что на	4	4
180	в каком	4	4
181	уже о	3	4
182	не могут	5	4
183	все еще	1	4
184	и о	4	4
185	говоря уже	2	4
186	без всякого	1	4
187	если бы	12	4
188	и здесь	5	4
189	и только	1	4
190	значит что	1	4
191	тех пор	2	4
192	всякого рода	2	4
193	тот же	5	4
194	что он	5	4
195	есть в	3	4
196	то и	3	4
197	представить себе	2	4
198	тем что	3	4
199	и следовательно	2	4
200	если не	1	4
201	мы говорим	2	4
202	подобного рода	5	4
203	в область	1	4
204	как бы	4	4
205	слова и	5	4
206	сих пор	1	4
207	все это	5	4
208	в результате	4	4
209	а в	3	4
210	до тех	1	4
211	не говоря	2	4
212	гораздо более	3	4
213	можно говорить	2	3
214	это и	3	3
215	в их	2	3
216	мы уже	1	3
217	вопрос о	9	3
218	что иное	1	3
219	но даже	2	3
220	большей частью	1	3
221	в нашем	7	3
222	только тогда	1	3
223	нет и	1	3
224	что они	2	3
225	нельзя было	2	3
226	хотя и	4	3
227	могли бы	2	3
228	не было	4	3
229	и к	1	3
230	в каком-то	1	3
231	что слово	3	3
232	только то	1	3
233	в целом	1	3
234	из этих	1	3
235	но ведь	1	3
236	в случае	1	3
237	быть только	2	3
238	при этом	2	3
239	перестает быть	1	3
240	и по	3	3
241	здесь мы	2	3
242	то ни	1	3
243	о в	1	3
244	лишь в	5	3
245	о которых	3	3
246	все равно	2	3
