N	3gram	Bakhtin_Pr_1	VeschiIm
1	не может быть	3	18
2	бы то ни	3	9
3	то ни было	2	9
4	может быть только	1	6
5	по крайней мере	2	6
6	в том что	7	6
7	с точки зрения	15	4
8	и то что	1	4
9	не только в	1	4
10	то же время	7	4
11	в то же	7	4
12	в самом деле	2	3
13	подобно тому как	3	3
14	и не только	1	3
15	и в то	3	3
16	можно было бы	3	3
17	то и другое	1	3
18	все же не	1	3
19	только то что	2	3
20	само по себе	2	3
21	что в результате	1	2
22	можно сказать что	2	2
23	этой точки зрения	1	2
24	дело в том	1	2
25	с самим собою	1	2
26	с этой точки	1	2
27	и в частности	1	2
28	в данном случае	2	2
29	в первом случае	1	2
30	можно говорить о	1	2
31	не только к	1	2
32	привело бы к	1	2
33	что оно есть	1	2
34	заключается в том	2	2
35	если бы я	1	2
36	и даже не	1	2
37	к тому что	1	2
38	она не может	1	2
39	тот же самый	1	1
40	он должен быть	1	1
41	то что я	1	1
42	что она не	2	1
43	того что в	1	1
44	оно может быть	1	1
45	самой по себе	1	1
46	смысл может быть	1	1
47	в этом смысле	9	1
48	том что он	4	1
49	том что это	1	1
50	он все же	1	1
51	как раз и	1	1
52	и в той	1	1
53	до сих пор	2	1
54	и не может	2	1
55	в зависимости от	3	1
56	сам для себя	1	1
57	сами по себе	3	1
58	в той же	3	1
59	точка зрения на	2	1
60	он и не	1	1
61	в себе и	1	1
62	имеет смысл и	1	1
63	что я называю	1	1
64	она может быть	1	1
65	есть то что	1	1
66	может быть и	1	1
67	хотя бы и	2	1
68	что бы то	1	1
69	потому что он	2	1
70	то время как	1	1
71	так же как	1	1
72	та точка зрения	1	1
73	то что для	1	1
74	не потому что	2	1
75	в результате такого	1	1
76	в том чтобы	1	1
77	но в то	2	1
78	таким образом и	1	1
79	ответ на вопрос	1	1
80	в конце концов	4	1
81	смысле этого слова	1	1
82	и в этом	3	1
83	качеств и свойств	1	1
84	и как бы	1	1
85	по природе своей	1	1
86	не в том	1	1
87	и для своего	1	1
88	какой бы то	1	1
89	сам он и	1	1
90	потому что она	2	1
91	это не значит	2	1
92	есть только в	1	1
93	с другой стороны	2	1
94	что они не	1	1
95	и во всяком	1	1
96	а в том	1	1
97	самим по себе	1	1
98	тому как в	1	1
99	во всяком случае	3	1
100	мы не можем	1	1
101	в то время	2	1
102	мы подходим к	1	1
103	это и есть	3	1
104	только это и	1	1
105	о том что	2	1
106	должны быть объяснены	1	1
107	не только не	1	1
108	в пределах самого	1	1
109	именно потому что	2	1
110	но все же	1	1
111	нужно сказать что	1	1
112	для того чтобы	2	1
113	которая заставляет его	1	1
114	мы видим что	1	1
115	было так то	1	1
116	это однако не	1	1
117	тех или иных	1	1
118	в отношении к	1	1
119	друг с другом	3	1
120	и в нем	1	1
121	самого последнего времени	1	1
122	в себе в	1	1
123	что и в	1	1
124	до самого последнего	1	1
125	и только в	1	1
