N	3gram	Propp_Russ_1	Psycholo
1	на то что	1	12
2	в том что	15	11
3	с точки зрения	3	9
4	мы видим что	1	7
5	мы увидим что	1	7
6	и т п	1	5
7	и т д	9	4
8	и в этом	1	3
9	о том что	4	3
10	по его словам	1	2
11	на самом деле	1	2
12	как мы увидим	5	2
13	и та же	1	2
14	это имеет место	2	2
15	вместе с тем	6	2
16	в данном случае	1	2
17	в один из	1	2
18	и как бы	1	2
19	во всяком случае	1	2
20	потому что они	1	2
21	мы увидим ниже	2	2
22	мы не можем	3	2
23	в то время	1	2
24	в свою очередь	2	2
25	к тому что	4	2
26	она не имеет	1	2
27	как мы видели	1	2
28	ни о каких	1	1
29	но все же	2	1
30	потому что он	1	1
31	что в этом	2	1
32	никак не может	1	1
33	как это имеет	2	1
34	как будто нет	1	1
35	переходит к описанию	1	1
36	идет не о	1	1
37	увидим ниже что	1	1
38	в отличие от	1	1
39	что в один	1	1
40	в этом отношении	1	1
41	что не только	1	1
42	с тем что	1	1
43	можно показать что	1	1
44	можно было бы	1	1
45	может быть и	2	1
46	в одном и	1	1
47	в первой половине	1	1
48	и в своем	1	1
49	имеет совершенно другой	1	1
50	на основании этих	1	1
51	здесь мы имеем	1	1
52	не потому что	1	1
53	смысл и назначение	1	1
54	состоит в том	8	1
55	так как они	2	1
56	не только как	1	1
57	мы не нашли	1	1
58	одна и та	1	1
59	в целом ряде	1	1
60	для этого нет	1	1
61	не только у	2	1
62	бросается в глаза	1	1
63	в тех случаях	1	1
64	и все другие	1	1
65	в русском языке	1	1
66	на две части	1	1
67	так например в	1	1
68	и что следовательно	1	1
69	легко заметить что	1	1
70	можно сказать что	1	1
71	не более как	1	1
72	с тем и	2	1
73	совершенно очевидно что	1	1
74	по этому поводу	2	1
75	себе дело так	1	1
76	потому что она	1	1
77	подобно тому как	1	1
78	но этого мало	1	1
