N	3gram	Propp_Isto_5	formyVre
1	с точки зрения	1	8
2	в связи с	4	7
3	для того чтобы	3	7
4	не только в	2	5
5	то же время	1	4
6	в то же	1	4
7	друг с другом	2	4
8	в том числе	1	3
9	о том как	2	3
10	но и в	2	3
11	во всех этих	1	3
12	мы уже говорили	1	3
13	в том что	2	3
14	и т д	18	3
15	в этом случае	7	2
16	до сих пор	2	2
17	том числе и	1	2
18	это значит что	2	2
19	к тому времени	1	1
20	еще совершенно не	1	1
21	другой стороны в	1	1
22	а затем через	1	1
23	в его желудок	1	1
24	не под землей	1	1
25	и др все	1	1
26	в виду что	1	1
27	имеется и в	2	1
28	на самом деле	1	1
29	в частности с	1	1
30	и целый ряд	1	1
31	испустил из себя	1	1
32	и не только	1	1
33	в преисподнюю в	1	1
34	должна быть объяснена	1	1
35	только в том	1	1
36	тридевять земель за	1	1
37	в воду и	3	1
38	что он не	1	1
39	имеет отношение к	1	1
40	в отличие от	1	1
41	наряду с этим	2	1
42	как мы увидим	3	1
43	по своему содержанию	1	1
44	с этой точки	1	1
45	здесь еще не	1	1
46	вместе с тем	6	1
47	только для того	1	1
48	же относится и	1	1
49	здесь мы видим	1	1
50	то время как	1	1
51	в особенности в	2	1
52	в загробном мире	1	1
53	как и в	2	1
54	в данном случае	2	1
55	один аналогичный пример	1	1
56	что во время	1	1
57	с одной стороны	7	1
58	в иной мир	6	1
59	до некоторой степени	1	1
60	объясняется тем что	1	1
61	большую роль в	1	1
62	с другой стороны	8	1
63	не может быть	3	1
64	по девушке и	1	1
65	этой точки зрения	1	1
66	его но это	1	1
67	в то время	1	1
68	и вместе с	2	1
69	в тех же	1	1
70	в свою очередь	1	1
71	о том что	4	1
72	весьма древний и	1	1
73	с тем что	1	1
74	с самого начала	1	1
75	но все же	4	1
76	можно сказать что	1	1
77	когда герой не	1	1
78	за тридевять земель	3	1
79	сюда же относится	1	1
80	переносится в другую	1	1
81	всех этих случаях	1	1
82	еще один аналогичный	1	1
83	когда во время	1	1
84	что и в	2	1
85	как мы видели	1	1
86	вне связи с	1	1
