N	2gram	Tiupa_Hudo_2	Mirosoze
1	и в	28	46
2	в нем	3	22
3	у него	5	22
4	может быть	8	21
5	в этом	13	20
6	не только	11	18
7	и не	18	18
8	никогда не	5	18
9	для него	5	18
10	но и	9	15
11	не может	4	15
12	человека в	4	14
13	как и	11	13
14	а не	14	13
15	прежде всего	3	12
16	потому что	2	12
17	и он	3	11
18	не было	6	11
19	но он	1	11
20	в ней	3	11
21	но в	2	10
22	та же	2	10
23	в себе	9	10
24	он не	4	10
25	он был	1	9
26	не в	13	9
27	не знает	1	9
28	отношение к	2	8
29	в своем	5	8
30	на земле	1	8
31	любовь к	1	8
32	так как	1	8
33	она не	5	8
34	в любви	2	8
35	человека к	1	8
36	как бы	5	8
37	но это	1	8
38	человека и	3	7
39	любовь не	1	7
40	в мире	7	7
41	как в	5	7
42	и к	2	7
43	в нашем	2	7
44	в этой	5	7
45	человек не	1	7
46	любви к	2	7
47	хотя бы	2	7
48	и потому	1	7
49	и для	2	7
50	что он	8	7
51	что это	5	6
52	не могу	3	6
53	он сам	2	6
54	и здесь	1	6
55	жизнь в	2	6
56	так же	3	6
57	того что	1	6
58	жизни и	6	6
59	по преимуществу	3	5
60	то же	6	5
61	я не	7	5
62	в самом	5	5
63	бы и	4	5
64	что она	7	5
65	что все	3	5
66	в своей	6	5
67	в конце	1	5
68	и его	5	5
69	к тому	7	5
70	и это	3	5
71	те же	2	5
72	это не	6	5
73	один из	2	5
74	в его	11	5
75	для того	4	5
76	то что	6	5
77	и все	7	5
78	в духе	2	5
79	также и	1	4
80	жизни это	1	4
81	с его	5	4
82	на деле	1	4
83	в жизни	8	4
84	том что	19	4
85	жизнь и	1	4
86	тому что	4	4
87	того чтобы	4	4
88	перед ним	1	4
89	они и	2	4
90	что у	3	4
91	так и	8	4
92	бы друг	1	4
93	себя в	8	4
94	уже не	10	4
95	на поверхности	1	4
96	что и	4	4
97	к гибели	1	4
98	до конца	1	4
99	т е	2	4
100	в бога	1	4
101	человека не	1	4
102	что в	5	4
103	все что	3	4
104	же как	2	3
105	чтобы не	3	3
106	чувствовать себя	1	3
107	это и	1	3
108	к другому	1	3
109	высшей степени	1	3
110	той же	2	3
111	они были	2	3
112	и самого	1	3
113	и на	3	3
114	что нет	1	3
115	он в	1	3
116	как он	3	3
117	и она	1	3
118	душу и	1	3
119	не бывает	1	3
120	в каждом	1	3
121	не будет	2	3
122	и с	6	3
123	его в	2	3
124	с самим	2	3
125	в них	3	3
126	всю жизнь	1	3
127	для чего	1	3
128	и тогда	2	3
129	не мог	1	3
130	что было	3	3
131	не для	1	3
132	любви и	3	3
133	человека есть	1	3
134	того как	2	3
135	и всегда	1	3
136	по своей	1	3
137	людей и	1	3
138	себя и	2	3
139	не существует	1	3
140	если бы	6	3
141	с ним	7	3
142	последнего из	1	3
143	о том	12	3
144	нет у	1	3
145	жизни он	2	3
146	что они	4	3
147	к которой	1	3
148	каждого человека	1	3
149	в том	15	3
150	только в	4	3
151	и страдание	1	3
152	и никогда	1	3
153	тем что	6	3
154	от того	1	3
155	до сих	2	3
156	к которому	1	3
157	с которым	1	3
158	человек в	3	3
159	нет ничего	2	3
160	в творчестве	1	3
161	жизни в	7	3
162	и нет	1	3
163	сих пор	2	3
164	и от	2	3
165	о бессмертии	1	3
166	отношении к	1	3
167	отрекается от	1	3
168	на смену	1	3
169	сказать что	2	3
170	есть и	3	3
171	в своих	1	3
172	я и	6	2
173	любовь в	1	2
174	отношения к	1	2
175	что личность	2	2
176	к небытию	1	2
177	человеческая жизнь	1	2
178	в сфере	1	2
179	который был	2	2
180	принадлежит к	1	2
181	а для	2	2
182	во всех	1	2
183	то он	1	2
184	к богу	1	2
185	по отношению	7	2
186	себе и	1	2
187	более чем	2	2
188	как к	1	2
189	нельзя было	2	2
190	хотя и	1	2
191	в действительности	1	2
192	от этого	1	2
193	от своей	1	2
194	добро и	1	2
195	то в	4	2
196	в которой	1	2
197	бы не	3	2
198	и тот	1	2
199	сострадание к	1	2
200	на этом	2	2
201	с собой	2	2
202	еще более	1	2
203	тут не	1	2
204	этом он	1	2
205	лишь в	2	2
206	то все	1	2
207	достоевского и	1	2
208	а за	2	2
209	не всегда	1	2
210	чем в	1	2
211	в церкви	2	2
212	в этих	3	2
213	точки зрения	2	2
214	личного начала	1	2
215	место в	2	2
216	от его	1	2
217	я личность	1	2
218	сам он	2	2
219	в атмосфере	1	2
220	эта мысль	1	2
221	чем не	1	2
222	человека от	1	2
223	ничего не	5	2
224	жизни не	2	2
225	к ней	2	2
226	и любовь	1	2
227	было не	1	2
228	как будто	4	2
229	в основе	2	2
230	к себе	3	2
231	оно не	2	2
232	приходит к	2	2
233	людей в	2	2
234	самим собою	2	2
235	мысль о	2	2
236	его любовь	1	2
237	чем я	1	2
238	и человеческого	1	2
239	можно было	3	2
240	еще в	1	2
241	в последней	2	2
242	после того	1	2
243	по себе	1	2
244	в разных	1	2
245	лишь одно	1	2
246	и что	1	2
247	как ее	1	2
248	в сущности	1	2
249	нас в	1	2
250	к нему	3	2
251	другого в	1	2
252	способность к	2	2
253	все время	3	2
254	у всех	3	2
255	подобно тому	4	2
256	но с	1	2
257	бы его	1	2
258	а лишь	1	2
259	он уже	2	2
260	между тем	8	2
261	это означает	1	2
262	так что	1	2
263	же и	2	2
264	со своим	3	2
265	уже в	1	2
266	ни одного	2	2
267	него и	1	2
268	и других	1	2
269	себе в	2	2
270	не о	1	2
271	не случайно	10	2
272	была еще	1	2
273	были бы	1	2
274	или иной	2	2
275	как у	2	2
276	этом пути	1	2
277	интерес к	1	2
278	что человек	1	2
279	уходит в	1	2
280	что не	2	2
281	и люди	1	2
282	превращается в	4	2
283	не означает	1	2
284	человеческой жизни	6	2
285	личности в	3	2
286	личности и	2	2
287	вместе с	2	2
288	в человеке	3	2
289	любви как	1	2
290	что за	1	2
291	такого рода	1	2
292	тому как	4	2
293	что же	2	2
294	да и	5	2
295	из этой	1	2
296	сам не	2	2
297	другого человека	1	2
298	но для	1	2
299	его собственная	1	2
300	в пределе	1	2
301	личного бытия	3	2
302	его с	1	2
303	человек и	1	2
304	ее и	1	2
305	но когда	1	2
306	бы в	1	2
307	быть и	1	2
308	а в	6	2
309	это все	1	2
310	все к	1	2
311	жизни а	1	2
312	отношению к	7	2
313	и сострадание	1	2
314	это была	3	2
315	и эта	2	2
316	устремлена в	1	1
317	к духовной	1	1
318	и то	2	1
319	о любви	2	1
320	самом деле	3	1
321	бы для	1	1
322	перед лицом	1	1
323	свою жену	1	1
324	иное место	1	1
325	в мыслях	2	1
326	с изображением	1	1
327	жизни героя	2	1
328	со своей	2	1
329	смерти отца	1	1
330	всего лишь	3	1
331	всех окружающих	1	1
332	самое замечательное	1	1
333	он знает	2	1
334	мы не	1	1
335	что если	1	1
336	не была	1	1
337	но по	1	1
338	во всю	1	1
339	говорить о	2	1
340	и над	1	1
341	и ее	3	1
342	хотел сказать	1	1
343	в будущем	1	1
344	личности с	2	1
345	меня самого	1	1
346	на мир	1	1
347	не чуждо	1	1
348	и этого	1	1
349	на них	1	1
350	о боге	2	1
351	тем как	2	1
352	не оставляет	1	1
353	оправдать все	1	1
354	она лишь	2	1
355	жизнь ее	1	1
356	себе он	1	1
357	только тогда	1	1
358	не все	3	1
359	если в	2	1
360	с отцом	1	1
361	его во	1	1
362	смысла жизни	1	1
363	личность для	1	1
364	него с	1	1
365	нет и	1	1
366	как личности	1	1
367	в свои	1	1
368	когда тот	1	1
369	за пределы	1	1
370	женщина может	1	1
371	его я	1	1
372	под этой	1	1
373	сострадания и	1	1
374	с себя	1	1
375	это был	2	1
376	сознания в	1	1
377	я должен	1	1
378	его к	1	1
379	нас все	1	1
380	для которого	1	1
381	истины и	1	1
382	из жизни	1	1
383	ни один	1	1
384	счастья и	1	1
385	все эти	1	1
386	поскольку в	1	1
387	ее как	1	1
388	за человека	2	1
389	этого человеческого	1	1
390	раз в	3	1
391	ничего и	1	1
392	в жертву	1	1
393	если для	1	1
394	все те	2	1
395	когда это	1	1
396	отношений между	1	1
397	у толстого	1	1
398	в человеческой	1	1
399	себя бремя	1	1
400	наших глазах	1	1
401	не могли	1	1
402	него было	1	1
403	но все	1	1
404	значительной степени	1	1
405	жить в	3	1
406	же не	2	1
407	и характер	1	1
408	в другом	2	1
409	мире не	2	1
410	об этом	7	1
411	самим собой	1	1
412	его личности	1	1
413	было бы	3	1
414	всю свою	1	1
415	к миру	1	1
416	и тем	1	1
417	за ней	1	1
418	выходя из	1	1
419	любви в	1	1
420	она и	1	1
421	берет на	1	1
422	жизни то	2	1
423	этого не	1	1
424	и уже	4	1
425	которой он	1	1
426	эти люди	2	1
427	во взаимоотношениях	1	1
428	с такой	2	1
429	на себя	3	1
430	же я	2	1
431	и становится	2	1
432	от своего	2	1
433	екатерина ивановна	1	1
434	в котором	6	1
435	с точки	2	1
436	человеком и	1	1
437	прибегает к	1	1
438	жизни с	2	1
439	своего рода	16	1
440	признать что	1	1
441	ответить на	1	1
442	стало быть	1	1
443	одном из	1	1
444	другом и	1	1
