N	2gram	Berdyaev_M_1	FransuaR
1	и в	28	40
2	xvi века	1	19
3	то есть	3	18
4	и его	9	17
5	прежде всего	10	16
6	в этом	20	15
7	мы уже	1	13
8	не только	29	13
9	в его	9	13
10	и не	11	13
11	вовсе не	1	12
12	что в	10	12
13	как и	5	11
14	но и	25	11
15	он не	24	9
16	в них	4	9
17	может быть	30	9
18	и все	10	9
19	и до	1	8
20	и на	6	8
21	отношение к	4	8
22	все эти	2	8
23	и с	3	8
24	во время	1	8
25	в эпоху	1	8
26	в том	6	8
27	у него	17	8
28	но в	7	8
29	в своем	10	7
30	культуры и	1	7
31	он и	2	7
32	в виду	2	7
33	в одном	1	7
34	и др	1	7
35	в духе	1	7
36	во всех	1	6
37	в самом	11	6
38	в этих	4	6
39	в то	2	6
40	мы еще	2	6
41	до конца	14	6
42	в той	2	6
43	в своей	15	6
44	к этому	2	6
45	в нем	13	5
46	в основе	2	5
47	и для	2	5
48	xx века	1	5
49	связаны с	1	5
50	мы видим	2	5
51	для него	11	5
52	то что	5	5
53	не было	18	5
54	а не	25	5
55	в своих	1	5
56	смысле слова	4	4
57	также и	2	4
58	жизни и	2	4
59	из всех	1	4
60	в ней	15	4
61	xix века	4	4
62	в истории	2	4
63	в мире	10	4
64	было бы	10	4
65	с начала	1	4
66	том что	3	4
67	в их	4	4
68	того чтобы	2	4
69	в области	1	4
70	у нас	5	4
71	о том	2	4
72	и о	1	4
73	так в	1	4
74	роль в	1	4
75	особенно в	3	4
76	и во	2	4
77	один из	4	4
78	так как	3	4
79	за этим	1	4
80	и даже	1	4
81	до сих	2	4
82	не видит	1	4
83	и потому	10	4
84	сих пор	2	4
85	все это	6	4
86	средневековья и	1	4
87	еще более	1	4
88	самом деле	1	3
89	на самом	1	3
90	и есть	14	3
91	только для	1	3
92	он был	14	3
93	с его	3	3
94	по отношению	2	3
95	отличие от	1	3
96	в этой	6	3
97	и как	2	3
98	и наконец	1	3
99	и к	2	3
100	истины и	1	3
101	в себе	7	3
102	мы чувствуем	1	3
103	но ведь	1	3
104	эпохи возрождения	1	3
105	всех этих	1	3
106	для понимания	1	3
107	об этом	1	3
108	на протяжении	2	3
109	мировой литературы	1	3
110	в отличие	1	3
111	вплоть до	1	3
112	так много	1	3
113	во всем	1	3
114	и мысли	1	3
115	о нем	2	3
116	и самое	1	3
117	в ее	3	3
118	можно было	1	3
119	еще в	2	3
120	если бы	2	3
121	в значительной	1	3
122	между тем	1	3
123	что и	4	3
124	во всей	1	3
125	в свете	3	3
126	еще не	1	3
127	только в	6	3
128	так и	1	3
129	же и	1	3
130	в начале	2	3
131	одно из	3	3
132	не так	3	3
133	в конце	7	3
134	тем что	4	3
135	характерны для	1	3
136	для того	2	3
137	связан с	1	3
138	сказать что	2	3
139	жизнь в	1	3
140	в частности	1	3
141	не может	28	3
142	вместе с	6	3
143	ко всем	3	3
144	как в	2	3
145	как бы	2	3
146	в более	2	3
147	и от	2	3
148	но это	1	3
149	а в	4	3
150	к этой	2	3
151	они не	1	3
152	одним из	2	2
153	связана с	2	2
154	переход от	1	2
155	это и	4	2
156	из самых	8	2
157	века в	2	2
158	и этот	4	2
159	мы не	1	2
160	хотя бы	3	2
161	и был	1	2
162	не был	7	2
163	в последних	1	2
164	но не	8	2
165	в течение	1	2
166	что он	10	2
167	к новому	2	2
168	все же	2	2
169	его к	1	2
170	в этот	2	2
171	в которой	6	2
172	он в	2	2
173	к образу	1	2
174	говорят о	1	2
175	к тем	1	2
176	как он	2	2
177	и еще	3	2
178	не к	4	2
179	страдания и	2	2
180	и вот	3	2
181	в плане	1	2
182	на этом	3	2
183	значительной степени	1	2
184	лишь в	6	2
185	века у	1	2
186	не боится	1	2
187	церковь и	2	2
188	точки зрения	4	2
189	в котором	8	2
190	он дает	1	2
191	но он	9	2
192	этот мир	2	2
193	нельзя понять	1	2
194	не менее	1	2
195	не раз	1	2
196	культурной жизни	1	2
197	ее не	1	2
198	был еще	4	2
199	и это	12	2
200	момент в	2	2
201	для нового	1	2
202	и сам	1	2
203	одного из	1	2
204	по сравнению	2	2
205	поэтому в	1	2
206	в разных	1	2
207	его интересует	1	2
208	и историческое	2	2
209	своей книге	1	2
210	с того	2	2
211	нас в	1	2
212	это не	5	2
213	к нему	7	2
214	и ее	1	2
215	в эти	1	2
216	конечно не	3	2
217	с нею	1	2
218	и у	2	2
219	уже в	4	2
220	в нашей	1	2
221	него и	2	2
222	как его	1	2
223	еще вполне	1	2
224	встречаемся с	1	2
225	даже и	2	2
226	рядом с	1	2
227	не были	1	2
228	влияние на	1	2
229	чем он	1	2
230	характерно для	1	2
231	много в	2	2
232	о чем	2	2
233	все то	1	2
234	и страдания	3	2
235	с этим	3	2
236	к жизни	1	2
237	сравнению с	1	2
238	вот я	1	2
239	это есть	3	2
240	образ и	2	2
241	в состоянии	1	2
242	есть и	3	2
243	его творчество	2	2
244	своей жизни	1	2
245	о мире	2	2
246	и сама	2	2
247	потому что	16	2
248	хотя в	1	2
249	одной из	1	2
250	мы увидим	3	2
251	отношению к	2	2
252	ко всему	1	2
253	всегда была	1	2
254	у самого	2	2
255	все что	2	2
256	писателей мировой	1	1
257	к людям	1	1
258	отношения к	4	1
259	и т	1	1
260	все движется	1	1
261	совершенно новый	1	1
262	если вы	1	1
263	и насилия	2	1
264	вряд ли	3	1
265	этого мира	3	1
266	не хочет	2	1
267	высшей степени	2	1
268	был и	1	1
269	с таким	1	1
270	но те	1	1
271	долгое время	2	1
272	важно для	1	1
273	есть не	4	1
274	и свободы	4	1
275	и вырождения	1	1
276	мы имеем	1	1
277	под ними	1	1
278	человеческой природы	20	1
279	не во	1	1
280	и тут	1	1
281	не была	3	1
282	начало не	1	1
283	почти все	1	1
284	лежит через	1	1
285	который был	2	1
286	самых замечательных	1	1
287	что иное	1	1
288	принадлежит к	1	1
289	и такой	1	1
290	жизни как	1	1
291	и он	12	1
292	было очень	1	1
293	смысл и	1	1
294	литературы и	2	1
295	меньше чем	1	1
296	бы еще	1	1
297	иное как	1	1
298	свои произведения	1	1
299	тем как	1	1
300	то он	1	1
301	и всякий	1	1
302	менее всего	7	1
303	знал и	1	1
304	с истиной	1	1
305	нет и	5	1
306	что они	1	1
307	относится к	2	1
308	и я	5	1
309	что во	1	1
310	в одной	1	1
311	и этой	1	1
312	именно от	1	1
313	такова же	1	1
314	может найти	1	1
315	когда он	3	1
316	сознания в	1	1
317	говорит что	1	1
318	был связан	1	1
319	его особая	1	1
320	от этого	2	1
321	со своей	1	1
322	бы и	3	1
323	знанием и	1	1
324	за это	1	1
325	сущности и	1	1
326	органическая часть	1	1
327	к религии	1	1
328	свободы но	5	1
329	имеем в	1	1
330	во многих	1	1
331	и вечной	1	1
332	в ряду	1	1
333	если он	5	1
334	зла в	4	1
335	видит и	1	1
