N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	26
2	т е	12	22
3	так как	4	18
4	никогда не	8	13
5	потому что	12	13
6	и на	6	12
7	в этом	16	12
8	таким образом	5	12
9	в том	3	12
10	что в	7	12
11	мы видели	3	11
12	может быть	19	11
13	и т	8	10
14	не только	10	10
15	том что	3	10
16	с другой	4	10
17	и не	29	10
18	еще не	4	9
19	что он	23	9
20	но и	12	9
21	и это	4	8
22	все эти	4	8
23	все же	7	8
24	в нем	19	8
25	т д	2	8
26	с ним	8	8
27	вместе с	4	8
28	другой стороны	3	8
29	например в	2	7
30	но в	16	7
31	здесь можно	1	7
32	мы можем	1	7
33	и его	16	7
34	о том	2	7
35	с одной	1	7
36	уже не	2	7
37	у него	4	7
38	мы уже	6	6
39	как в	4	6
40	как он	3	6
41	так в	2	6
42	и с	15	6
43	в виде	4	6
44	то что	11	6
45	связан с	2	6
46	и там	1	6
47	этом случае	2	6
48	не может	19	6
49	то же	14	5
50	в ней	3	5
51	за собой	3	5
52	как и	18	5
53	и эти	1	5
54	и что	5	5
55	же мы	1	5
56	в то	12	5
57	то это	1	5
58	очень часто	2	5
59	так и	6	5
60	нас к	1	5
61	в его	22	5
62	в приведенных	1	5
63	только в	6	5
64	тем что	4	5
65	там где	7	5
66	его в	4	5
67	как мы	7	4
68	и он	2	4
69	с его	6	4
70	что оно	2	4
71	но как	4	4
72	на его	4	4
73	после этого	1	4
74	и по	1	4
75	здесь мы	1	4
76	это не	5	4
77	с тем	5	4
78	здесь же	1	4
79	в очень	1	4
80	здесь еще	1	4
81	что и	5	4
82	себе в	1	4
83	в других	1	4
84	до сих	1	4
85	прежде всего	15	4
86	одну из	1	4
87	как бы	27	4
88	сих пор	1	4
89	но это	4	4
90	и то	3	3
91	оттого что	1	3
92	время как	1	3
93	из которых	1	3
94	ее к	1	3
95	видели что	1	3
96	независимо от	1	3
97	когда он	2	3
98	и наконец	5	3
99	та же	2	3
100	в себе	6	3
101	вообще не	2	3
102	главным образом	1	3
103	при этом	4	3
104	если бы	4	3
105	и вот	5	3
106	так например	1	3
107	него и	2	3
108	в них	2	3
109	нет в	2	3
110	такой же	3	3
111	в своей	3	3
112	таким же	1	3
113	и ее	2	3
114	в одном	5	3
115	не в	9	3
116	их в	3	3
117	приводят к	1	3
118	она не	1	3
119	на котором	1	3
120	к концу	3	3
121	его с	4	3
122	приходит к	1	3
123	меня в	2	3
124	данном случае	1	3
125	от него	6	3
126	но так	3	3
127	один из	2	3
128	меня и	1	3
129	и действительно	1	3
130	не происходит	1	3
131	так что	5	3
132	и других	1	3
133	и только	2	3
134	далеко не	3	3
135	не было	2	3
136	в него	3	3
137	к своему	5	3
138	в данном	1	3
139	как будто	7	3
140	что здесь	1	3
141	и от	5	3
142	случаях когда	1	3
143	или в	1	3
144	вопрос о	2	3
145	а в	5	3
146	еще в	3	3
147	сказать что	2	3
148	является и	1	3
149	из этого	1	3
150	как на	2	3
151	в своих	1	3
152	ту же	1	2
153	того же	2	2
154	нам кажется	1	2
155	здесь и	2	2
156	из его	4	2
157	оно может	1	2
158	что эти	1	2
159	и больше	1	2
160	всех его	1	2
161	он был	1	2
162	но не	4	2
163	то он	1	2
164	по отношению	5	2
165	должны были	1	2
166	на то	1	2
167	в одной	3	2
168	с этим	2	2
169	в своем	2	2
170	что касается	1	2
171	перед нами	1	2
172	и как	3	2
173	увидим что	2	2
174	и хотя	1	2
175	что это	5	2
176	в этой	1	2
177	и до	1	2
178	но он	3	2
179	он не	15	2
180	чтобы они	1	2
181	из него	1	2
182	с этой	2	2
183	можно было	1	2
184	но все	5	2
185	человека в	1	2
186	же не	2	2
187	было бы	2	2
188	приходит в	1	2
189	кажется что	2	2
190	по всему	2	2
191	ни в	4	2
192	тех которые	1	2
193	ни одной	1	2
194	вовсе не	11	2
195	в эту	1	2
196	я его	1	2
197	человеком и	1	2
198	она в	2	2
199	начиная от	1	2
200	в которых	2	2
201	своего рода	2	2
202	которые в	2	2
203	развивается и	1	2
204	есть еще	1	2
205	однако в	2	2
206	что этот	1	2
207	даже в	5	2
208	которых он	2	2
209	одна из	1	2
210	на него	7	2
211	это мы	1	2
212	в форму	1	2
213	или как	2	2
214	нет ни	2	2
215	ее на	1	2
216	зависимости от	1	2
217	отличается от	2	2
218	об одном	1	2
219	к тому	5	2
220	за что	1	2
221	где он	3	2
222	но при	1	2
223	здесь не	1	2
224	и сам	5	2
225	что у	6	2
226	с собой	1	2
227	и происходит	2	2
228	а там	1	2
229	ничего не	4	2
230	сводится к	3	2
231	после того	1	2
232	можно сказать	1	2
233	отметить что	1	2
234	не видел	1	2
235	говорит он	3	2
236	в форме	2	2
237	все время	5	2
238	того что	5	2
239	самого себя	2	2
240	мы знаем	2	2
241	совсем другое	3	2
242	не так	1	2
243	никто не	1	2
244	всяком случае	5	2
245	никого не	1	2
246	их можно	1	2
247	что они	6	2
248	а с	3	2
249	что не	7	2
250	в некоторых	1	2
251	а не	9	2
252	о чем	2	2
253	он и	5	2
254	уже давно	1	2
255	него в	1	2
256	так же	8	2
257	к себе	17	2
258	на тот	1	2
259	когда мы	1	2
260	живых и	1	2
261	что же	8	2
262	отношению к	6	2
263	нам еще	1	2
264	но для	3	2
265	под названием	1	2
266	обращается к	2	2
267	мы должны	5	2
268	только что	3	2
269	в этих	1	2
270	еще очень	1	2
271	с ними	6	2
272	в последнем	2	2
273	героя в	5	2
274	жизни и	3	2
275	я могу	1	2
276	во всяком	5	2
277	отношения к	1	1
278	одним из	1	1
279	также и	1	1
280	в чужие	1	1
281	когда лежал	1	1
282	с кем	1	1
283	силы и	1	1
284	между двумя	2	1
285	мертвых я	1	1
286	все те	2	1
287	этого он	1	1
288	и этот	2	1
289	несколько иной	1	1
290	а как	2	1
291	со всех	1	1
292	пока он	1	1
293	будто что-то	1	1
294	если я	2	1
295	или наоборот	1	1
296	на первом	1	1
297	что если	1	1
298	героя но	2	1
299	они приносят	1	1
300	другим на	2	1
301	здесь с	1	1
302	он как	4	1
303	к матери	1	1
304	совпадает с	2	1
305	но она	1	1
306	еще с	1	1
307	строятся на	1	1
308	эта функция	1	1
309	не совсем	1	1
310	иван не	1	1
311	себе что	1	1
312	бы с	2	1
313	всех сторон	1	1
314	двойника не	1	1
315	дать ему	1	1
316	на них	5	1
317	не имел	1	1
318	за это	1	1
319	что его	3	1
320	во всех	2	1
321	даже от	1	1
322	еще далеко	2	1
323	сказать хотя	1	1
324	в голове	1	1
325	друг на	2	1
326	не все	1	1
327	вступают в	1	1
328	отличие от	2	1
329	тут же	1	1
330	не просто	1	1
331	мы сейчас	1	1
332	когда например	1	1
333	видах и	1	1
334	иногда они	1	1
335	лицом к	1	1
336	идет о	1	1
337	трудно сказать	1	1
338	некоторое время	1	1
339	как нам	1	1
340	им в	1	1
341	ними и	1	1
342	в полном	1	1
343	хотя и	3	1
344	его к	3	1
345	и к	12	1
346	знаю что	2	1
347	он на	1	1
348	нет здесь	2	1
349	ясно и	1	1
350	в этот	2	1
351	объяснение может	1	1
352	ни один	1	1
353	а во-вторых	1	1
354	в целом	5	1
355	сказать о	1	1
356	все так	1	1
357	он в	4	1
358	в главе	1	1
359	самая распространенная	1	1
360	вы меня	3	1
361	раз в	2	1
362	и тот	1	1
363	герой есть	1	1
364	ее как	3	1
365	но на	4	1
366	в такую	1	1
367	есть ее	1	1
368	одно и	1	1
369	этот процесс	1	1
370	и если	2	1
371	тем не	2	1
372	раз когда	1	1
373	на третий	1	1
374	этого вопроса	1	1
375	никак не	1	1
376	характер в	1	1
377	чтобы в	1	1
378	бога и	1	1
379	отворил дверь	1	1
380	подобно тому	2	1
381	на этом	4	1
382	они на	1	1
383	о таком	1	1
384	встречаются и	1	1
385	а затем	1	1
386	что все	4	1
387	другого человека	5	1
388	и может	1	1
389	в мире	4	1
390	этом направлении	1	1
391	на все	1	1
392	то есть	1	1
393	знает что	3	1
394	того или	2	1
395	чтобы все	2	1
396	это когда	1	1
397	в свой	1	1
398	например герой	1	1
399	был очень	1	1
400	в жизни	2	1
401	был и	1	1
402	эти вопросы	1	1
403	она и	1	1
404	она действительно	1	1
405	когда я	5	1
406	перейдем к	1	1
407	меня но	1	1
408	такою же	1	1
409	из нашего	1	1
410	в один	1	1
411	остается в	2	1
412	их на	1	1
413	же есть	1	1
414	перед собой	1	1
415	сейчас же	1	1
416	и становится	1	1
417	точки зрения	8	1
418	и при	1	1
419	мысль и	2	1
420	можно найти	1	1
421	на месте	1	1
422	в котором	3	1
423	случае в	1	1
424	не столько	1	1
425	самого героя	3	1
426	оказывается что	1	1
427	они уже	1	1
428	что я	15	1
429	как ты	3	1
430	другую сторону	1	1
431	другом и	1	1
432	в прямом	1	1
433	все это	16	1
434	по ту	2	1
435	и более	1	1
436	что сам	2	1
437	тому чтобы	2	1
438	бы два	2	1
439	черта также	1	1
440	заставляет его	1	1
441	соединение с	1	1
442	на один	1	1
443	если и	2	1
444	не менее	3	1
445	третий день	1	1
446	что с	3	1
447	этими двумя	2	1
448	считает что	1	1
449	меня не	4	1
450	правда в	1	1
451	в основе	1	1
452	к изучению	1	1
453	не случайно	1	1
454	как здесь	1	1
455	того чтобы	1	1
456	отметим еще	1	1
457	а во	1	1
458	это из	1	1
459	к ней	2	1
460	как она	2	1
461	по своей	1	1
462	шла с	1	1
463	такая же	2	1
464	за исключением	1	1
465	уже говорили	3	1
466	его он	1	1
467	со своим	1	1
468	только с	3	1
469	но даже	1	1
470	что на	1	1
471	ли это	2	1
472	в стиле	3	1
473	вот в	1	1
474	овладеть им	1	1
475	человека с	3	1
476	не могут	1	1
477	есть только	3	1
478	сравнительно с	1	1
479	другой и	1	1
480	для такого	1	1
481	души человеческой	1	1
482	тех же	1	1
483	бы он	4	1
484	кто же	2	1
485	мысли о	2	1
486	все еще	1	1
487	для героя	1	1
488	время он	1	1
489	бы ни	1	1
490	должен быть	1	1
491	из их	1	1
492	и о	1	1
493	тому что	2	1
494	с ее	3	1
495	на нем	1	1
496	не могу	3	1
497	в ее	3	1
498	он вообще	1	1
499	приводит в	1	1
500	него самого	1	1
501	приводит к	1	1
502	людей он	1	1
503	его самого	1	1
504	в живых	1	1
505	здесь он	1	1
506	те же	2	1
507	не с	2	1
508	ясно что	1	1
509	или на	1	1
510	жизнь и	2	1
511	я знаю	1	1
512	для этого	3	1
513	из приведенных	1	1
514	другом а	1	1
515	об этом	1	1
516	с человеком	2	1
517	образом в	1	1
518	находится в	2	1
519	можно бы	1	1
520	них не	1	1
521	каждый раз	1	1
522	приближается к	1	1
523	тех кто	1	1
524	в другом	8	1
525	на вопрос	4	1
526	его тело	1	1
527	к одному	3	1
528	все его	2	1
529	видели также	1	1
530	этих двух	1	1
531	должно было	1	1
532	нет у	1	1
533	к нему	14	1
534	между тем	3	1
535	он прямо	1	1
536	переходит в	2	1
537	ним с	1	1
538	мире как	1	1
539	на одном	2	1
540	бы она	1	1
541	наконец в	3	1
542	появиться в	1	1
543	бывает и	1	1
544	не должен	1	1
545	с которыми	2	1
546	он есть	2	1
547	быть и	2	1
548	но с	2	1
549	не как	3	1
550	выше и	1	1
551	вне себя	2	1
552	пришел к	1	1
553	что даже	2	1
554	или другого	2	1
555	друг друга	2	1
556	те которые	1	1
557	поэтому и	1	1
558	между этими	1	1
559	мире и	2	1
560	из которого	1	1
561	же и	2	1
562	говорит то	1	1
563	одной из	1	1
564	уже в	3	1
565	чтобы он	1	1
566	оно в	1	1
567	другой с	1	1
568	героя мы	1	1
569	его и	3	1
570	глаза и	2	1
571	характерно что	1	1
572	был бы	2	1
573	для него	13	1
574	отношение к	6	1
575	при всей	2	1
576	ту сторону	2	1
577	как его	2	1
578	но что	1	1
579	случае не	1	1
580	и пр	1	1
581	на меня	4	1
582	но уже	1	1
583	и вместе	1	1
584	для того	1	1
585	были бы	2	1
586	ее со	1	1
587	в особенности	1	1
588	именно как	1	1
589	и даже	7	1
590	главное и	1	1
591	и создает	2	1
592	о своем	1	1
593	он это	2	1
594	и оставляет	1	1
595	еще и	1	1
596	с другом	2	1
597	такое же	1	1
598	своего собственного	3	1
599	другим он	1	1
600	в середине	1	1
601	бог послал	1	1
602	от другого	3	1
603	он только	3	1
604	не знает	6	1
605	на друга	2	1
606	когда она	2	1
607	чрезвычайно много	1	1
608	или с	1	1
609	под влиянием	3	1
610	несмотря на	1	1
611	к лицу	1	1
612	вступает в	2	1
613	еще раз	1	1
614	где эта	1	1
615	который на	1	1
616	к другому	20	1
617	если оно	1	1
618	вот я	3	1
619	все оно	1	1
620	смысле этого	2	1
621	не удалось	2	1
622	тому как	2	1
623	ее во	1	1
624	в мир	1	1
625	эти черты	1	1
626	у ивана	1	1
627	выше в	1	1
628	друг с	2	1
629	я пришел	1	1
630	этого слова	7	1
631	думают что	1	1
632	очень яркий	1	1
633	не является	2	1
634	же все	1	1
635	и для	8	1
636	и часто	1	1
637	еще одна	1	1
638	сейчас увидим	1	1
639	мы сразу	1	1
640	ее но	1	1
641	может но	1	1
642	своей собственной	1	1
643	бы ему	1	1
644	на которой	1	1
645	бы в	3	1
646	его уже	1	1
647	но зато	3	1
648	будто бы	2	1
649	давно уже	1	1
650	похожи на	1	1
651	свои функции	2	1
652	друга но	1	1
653	здесь только	1	1
654	ты не	1	1
655	может и	1	1
656	в свою	1	1
657	между ними	1	1
658	они были	1	1
659	жертва эта	1	1
660	они все	1	1
661	есть своего	1	1
662	на следующий	1	1
663	на этот	1	1
664	оно не	1	1
665	время не	2	1
666	они всегда	1	1
667	себе не	1	1
668	это в	2	1
669	и вновь	1	1
