N	2gram	Losev_Dial_1	Myshleni
1	в том	9	33
2	том что	9	27
3	в развитии	1	26
4	точки зрения	17	26
5	то что	13	20
6	в этом	12	19
7	с точки	12	18
8	того что	2	17
9	не только	13	15
10	и в	18	15
11	таким образом	1	14
12	что в	13	14
13	того чтобы	1	12
14	что он	11	12
15	в самом	3	11
16	мы не	1	10
17	было бы	12	10
18	для того	2	10
19	но и	7	10
20	мы можем	4	10
21	в своем	5	9
22	о том	4	9
23	связи с	1	9
24	может быть	17	9
25	что мы	1	9
26	не может	12	9
27	не является	3	9
28	заключается в	1	8
29	не в	6	8
30	никогда не	9	8
31	так и	9	8
32	если бы	12	8
33	и что	12	8
34	он не	3	7
35	по себе	25	7
36	к тому	4	7
37	с одной	2	7
38	потому что	14	7
39	одной стороны	2	7
40	как бы	11	7
41	и не	30	7
42	во всяком	4	7
43	как известно	1	6
44	самом деле	3	6
45	мы уже	1	6
46	в этой	1	6
47	мы должны	5	6
48	и к	1	6
49	что это	11	6
50	как он	4	6
51	на то	5	6
52	к выводу	1	6
53	как и	2	6
54	всяком случае	2	6
55	точку зрения	3	6
56	в отношении	5	6
57	что эта	4	6
58	как мы	4	6
59	в виду	5	6
60	но в	6	6
61	по своей	1	6
62	если мы	2	6
63	мы находим	7	6
64	вовсе не	7	6
65	с другой	6	6
66	там где	1	6
67	в частности	2	6
68	вместе с	1	6
69	как это	4	6
70	в связи	1	6
71	сказать что	10	6
72	на деле	2	5
73	показать что	1	5
74	то же	10	5
75	вопрос о	2	5
76	говорит что	3	5
77	уже в	1	5
78	показал что	1	5
79	это не	9	5
80	можно было	5	5
81	и даже	13	5
82	и их	2	5
83	представление о	1	5
84	и др	1	5
85	сравнению с	2	5
86	по существу	1	5
87	все что	1	5
88	по сравнению	2	5
89	из того	2	4
90	хотя бы	6	4
91	из этих	2	4
92	как в	2	4
93	все же	5	4
94	могли бы	1	4
95	в которой	1	4
96	том чтобы	1	4
97	что все	1	4
98	в них	3	4
99	несмотря на	10	4
100	со всей	2	4
101	в своей	2	4
102	к этому	2	4
103	даже в	3	4
104	не имеет	15	4
105	того как	1	4
106	и его	1	4
107	указание на	1	4
108	что оно	5	4
109	и с	5	4
110	мы видим	4	4
111	так как	11	4
112	только в	3	4
113	в качестве	2	4
114	при помощи	1	4
115	как раз	4	4
116	а с	2	4
117	прежде всего	10	4
118	так же	4	4
119	все это	11	4
120	для нас	1	4
121	а в	5	4
122	на самом	3	3
123	этой теории	1	3
124	и до	1	3
125	действительности и	3	3
126	мы имеем	2	3
127	он сам	5	3
128	мы будем	1	3
129	точка зрения	2	3
130	что они	3	3
131	что именно	2	3
132	с этим	2	3
133	что как	2	3
134	когда он	1	3
135	бы и	2	3
136	все эти	2	3
137	что она	7	3
138	при этом	1	3
139	что у	1	3
140	и по	1	3
141	об этом	4	3
142	с другими	2	3
