N	2gram	Vinokur_Ku_1	slovoVRo
1	и в	24	41
2	в нем	4	30
3	и т	33	28
4	т п	18	23
5	могут быть	1	19
6	во всех	1	17
7	не только	10	16
8	и не	12	16
9	точки зрения	14	16
10	языка в	12	16
11	но и	6	16
12	а не	8	15
13	то же	8	14
14	и на	4	14
15	в то	2	14
16	и его	5	14
17	в пределах	4	14
18	может быть	13	14
19	не может	7	14
20	слова и	4	13
21	в сущности	3	13
22	в его	12	13
23	в этом	14	12
24	до конца	2	12
25	же время	2	12
26	языка и	8	12
27	как бы	7	12
28	так и	7	11
29	язык и	1	10
30	в большинстве	2	10
31	в той	5	10
32	слово в	1	10
33	себя в	1	9
34	все эти	6	9
35	таким образом	12	9
36	языков и	1	9
37	той или	1	9
38	или иной	3	9
39	литературный язык	1	8
40	как в	4	8
41	но в	2	8
42	на его	3	8
43	с точки	9	8
44	как мы	1	8
45	в особенности	3	8
46	или в	2	8
47	слова в	1	8
48	прежде всего	9	8
49	отношение к	1	7
50	все же	12	7
51	в слове	2	7
52	в своей	2	7
53	не в	11	7
54	вовсе не	10	7
55	чужой речи	1	7
56	с ним	5	7
57	и следовательно	1	7
58	языков в	1	7
59	во всяком	5	7
60	того же	4	6
61	при этом	6	6
62	это не	7	6
63	в них	7	6
64	к своему	2	6
65	слова как	3	6
66	оно не	3	6
67	только в	11	6
68	большинстве случаев	1	6
69	и даже	3	6
70	по своим	2	6
71	а в	5	6
72	отношении к	1	6
73	языку и	1	5
74	в самом	10	5
75	так сказать	5	5
76	т д	14	5
77	далеко не	1	5
78	всяком случае	5	5
79	все это	6	5
80	не на	4	5
81	в языке	8	5
82	как его	1	5
83	с другой	7	5
84	еще более	1	5
85	на своем	1	5
86	ту же	1	4
87	одним из	2	4
88	по преимуществу	2	4
89	моменты языка	1	4
90	поэзии и	1	4
91	в ней	6	4
92	языку как	3	4
93	еще не	5	4
94	с его	4	4
95	данный момент	1	4
96	перед нами	1	4
97	в которой	6	4
98	но именно	1	4
99	всех этих	1	4
100	в каждом	2	4
101	связанных с	1	4
102	и с	5	4
103	лишь в	2	4
104	на почве	1	4
105	как и	2	4
106	в их	3	4
107	речи в	4	4
108	том же	2	4
109	в процессе	1	4
110	и для	2	4
111	ничего не	2	4
112	о нем	2	4
113	языковой системы	1	4
114	язык в	5	4
115	один из	4	4
116	с одной	1	4
117	языка как	5	4
118	рядом с	5	4
119	одной стороны	1	4
120	и все	2	4
121	там где	4	4
122	и потому	4	4
123	мы сказали	1	4
124	и от	1	4
125	в смысле	2	4
126	кроме того	1	4
127	здесь в	1	4
128	другой стороны	6	4
129	стилистики и	1	4
130	также и	2	3
131	или к	1	3
132	в первом	3	3
133	почти всегда	1	3
134	в зависимости	5	3
135	язык как	9	3
136	зависимости от	6	3
137	же слово	1	3
138	в своем	3	3
139	более или	3	3
140	языка так	1	3
141	бы и	2	3
142	из этих	4	3
143	выражение в	1	3
144	все слова	1	3
145	в себе	3	3
146	его но	1	3
147	связанные с	1	3
148	он пользуется	1	3
149	вообще не	1	3
150	и сам	1	3
151	конца и	1	3
152	и может	3	3
153	его в	1	3
154	было бы	15	3
155	лишь на	1	3
156	он не	2	3
157	лингвистики и	1	3
158	или менее	3	3
159	точку зрения	1	3
160	которые в	1	3
161	не могло	1	3
162	никогда не	2	3
163	в разных	2	3
164	и здесь	3	3
165	не могут	2	3
166	в других	1	3
167	к тому	5	3
168	свой язык	3	3
169	к языку	5	3
170	образом в	1	3
171	о том	9	3
172	и во	1	3
173	те или	1	3
174	или иные	1	3
175	переходит в	1	3
176	все время	1	3
177	в него	1	3
178	того что	9	3
179	в том	30	3
180	языка на	2	3
181	поэтому и	1	3
182	в качестве	7	3
183	конечно не	2	3
184	и других	1	3
185	из них	4	3
186	его и	1	3
187	для него	1	3
188	так как	9	3
189	речь и	1	3
190	как такового	1	3
191	именно в	6	3
192	в свою	3	3
193	не было	3	3
194	более того	1	3
195	в истории	3	3
196	философии языка	1	3
197	с этим	4	3
198	в данном	4	3
199	и там	1	3
200	и стилистика	1	3
201	по существу	4	3
202	с этой	2	3
203	как только	1	3
204	в основном	1	3
205	при всем	1	3
206	в результате	5	3
207	лишь как	2	3
208	хотя бы	10	3
209	язык это	3	3
210	с ними	4	3
211	и стилистики	1	3
212	в свое	2	3
213	но эти	1	3
214	смысле слова	1	2
215	например в	5	2
216	связана с	1	2
217	на самом	2	2
218	к своей	1	2
219	них как	1	2
220	в котором	3	2
221	той же	3	2
222	же как	1	2
223	из своих	1	2
224	на правах	1	2
225	мы и	1	2
226	свой предмет	2	2
227	конечно и	1	2
228	слово не	1	2
229	свою очередь	3	2
230	и то	3	2
231	в прямой	1	2
232	в сочетании	1	2
233	столь же	1	2
234	по своему	1	2
235	в ее	1	2
236	но не	5	2
237	что они	4	2
238	сих пор	4	2
239	как к	1	2
240	своему предмету	1	2
241	хотя и	3	2
242	от этого	2	2
243	в целом	4	2
244	в известном	1	2
245	и те	1	2
246	а вовсе	1	2
247	широком смысле	1	2
248	как увидим	1	2
249	том и	2	2
250	и единство	1	2
251	и по	1	2
252	на этом	1	2
253	одно и	1	2
254	не из	1	2
255	слов о	2	2
256	на ту	1	2
257	на все	1	2
258	и иных	1	2
259	для них	2	2
260	действительно не	1	2
261	нисколько не	3	2
262	был бы	2	2
263	том что	21	2
264	в этих	4	2
265	но он	1	2
266	друг другу	1	2
267	и эти	3	2
268	языка то	2	2
269	где нет	1	2
270	вместе со	2	2
