N	3gram	Bakhtin_Pr_1	Problema
1	и т д	1	13
2	тем не менее	3	10
3	в том что	3	9
4	той или иной	2	8
5	то же самое	2	7
6	в связи с	1	7
7	в данном случае	4	7
8	сами по себе	1	6
9	и в этом	1	6
10	с другой стороны	4	5
11	не может быть	11	5
12	что иное как	1	4
13	имеется в виду	1	4
14	есть не что	1	4
15	бы то ни	3	4
16	на самом же	1	4
17	в то же	3	4
18	то время как	1	4
19	самом же деле	1	4
20	не что иное	1	4
21	в то время	1	4
22	дело в том	1	3
23	того или иного	2	3
24	не было бы	1	3
25	можно было бы	3	3
26	и тем не	1	3
27	может быть и	1	3
28	то ни было	2	3
29	и в его	1	3
30	не есть ни	1	3
31	смысле слова и	1	3
32	том смысле что	1	3
33	та или иная	1	3
34	то есть в	1	3
35	в том смысле	1	3
36	хотя и не	1	2
37	а вовсе не	1	2
38	в настоящее время	1	2
39	чего бы то	1	2
40	о том как	1	2
41	то что является	1	2
42	с точки зрения	6	2
43	на первый план	2	2
44	до сих пор	1	2
45	в таких случаях	1	2
46	в отличие от	5	2
47	в чем не	2	2
48	но и в	2	2
49	и за пределы	1	2
50	широком смысле слова	1	2
51	то или иное	2	2
52	отнюдь не является	1	2
53	и в частности	2	2
54	не только в	2	2
55	по сравнению с	1	2
56	ясно что в	1	2
57	и как бы	1	2
58	ни в чем	2	2
59	на самом деле	3	2
60	и тем самым	2	2
61	можно сказать что	2	2
62	у нас в	1	2
63	и может быть	1	1
64	к целому ряду	1	1
65	точка зрения на	1	1
66	по себе не	1	1
67	образом и в	1	1
68	произведения и его	1	1
69	то ни стало	1	1
70	иметь в виду	1	1
71	хотя бы только	1	1
72	как мы это	1	1
73	во что бы	1	1
74	художественном произведении как	2	1
75	в том и	1	1
76	имеют дело с	1	1
77	момент художественного произведения	2	1
78	выходит и за	1	1
79	в ней как	1	1
80	и не к	1	1
81	художественное произведение как	1	1
82	и не столь	1	1
83	при этом в	1	1
84	но несмотря на	1	1
85	с тем что	1	1
86	с самим собою	1	1
87	на этот вопрос	1	1
88	и не в	1	1
89	что бы то	1	1
90	и закон их	1	1
91	как и в	1	1
92	и нисколько не	1	1
93	если бы мы	1	1
94	себе и не	1	1
95	в художественном произведении	4	1
96	с одной стороны	3	1
97	к вопросу о	1	1
98	которых идет речь	1	1
99	есть таким образом	2	1
100	все это можно	1	1
101	смысле этого слова	1	1
102	художественное произведение и	1	1
103	самом деле и	1	1
104	не имели бы	1	1
105	художественное произведение в	3	1
106	отметить что содержание	1	1
107	необходимо подчеркнуть что	1	1
108	при созерцании художественного	1	1
109	в нем не	1	1
110	только в его	1	1
111	произведении как о	1	1
112	содержание может быть	1	1
113	не обходится без	1	1
114	то есть чисто	2	1
115	таким образом и	1	1
116	как бы они	1	1
117	далеко не все	1	1
118	конечно и не	2	1
119	чем иным как	1	1
120	смысле слова но	1	1
121	так и в	2	1
122	сказать и о	2	1
123	это и есть	1	1
124	в первом случае	1	1
125	к выводу что	1	1
126	равно как и	1	1
127	она как бы	1	1
128	не чем иным	1	1
129	но отнюдь не	7	1
130	строгом смысле слова	1	1
131	в самом деле	3	1
132	впервые делает возможным	2	1
133	едва ли кто-нибудь	1	1
134	созерцании художественного произведения	1	1
135	на то что	1	1
136	которые могут быть	1	1
137	к тому что	1	1
138	мы можем назвать	1	1
139	таким образом в	1	1
140	первый план в	1	1
141	то есть являются	1	1
142	для того чтобы	2	1
143	художественного произведения в	1	1
144	произведения в которых	1	1
145	не нуждается в	1	1
146	формы и содержания	2	1
147	мы еще не	1	1
148	художественного произведения но	1	1
