N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	56
2	в его	8	18
3	таким образом	12	17
4	все эти	1	15
5	в этом	8	14
6	в том	12	13
7	так и	4	13
8	он был	4	12
9	в то	6	12
10	и его	6	12
11	то же	7	11
12	вещей и	1	11
13	в них	3	11
14	в этих	1	11
15	до конца	4	11
16	как бы	3	11
17	и до	1	10
18	еще не	6	10
19	же время	5	10
20	в эпоху	2	10
21	в самом	9	9
22	и не	21	9
23	только в	1	9
24	но и	4	9
25	в сущности	2	8
26	во всех	2	8
27	не только	5	8
28	в нем	3	8
29	и с	4	8
30	и их	1	8
31	и даже	3	8
32	до сих	9	8
33	по своему	3	8
34	сих пор	9	8
35	все это	5	8
36	том что	13	8
37	и на	2	7
38	в большинстве	1	7
39	как мы	2	7
40	у него	4	7
41	в частности	3	7
42	той же	1	6
43	в ее	3	6
44	в этой	3	6
45	но в	5	6
46	на его	2	6
47	своего времени	1	6
48	точки зрения	4	6
49	вовсе не	4	6
50	мы видим	1	6
51	связи с	5	6
52	прежде всего	5	6
53	все они	1	6
54	и все	2	6
55	потому что	10	6
56	одним из	2	5
57	с его	3	5
58	но не	1	5
59	в пределах	2	5
60	он не	5	5
61	роль в	2	5
62	такой же	1	5
63	во время	6	5
64	в отношении	4	5
65	никогда не	3	5
66	в области	2	5
67	один из	3	5
68	не было	2	5
69	как и	3	5
70	в результате	2	5
71	что в	5	5
72	они не	1	5
73	например в	1	4
74	и потому	1	4
75	они были	1	4
76	в ней	4	4
77	не был	1	4
78	за пределы	2	4
79	и к	3	4
80	в которой	3	4
81	в себе	4	4
82	при этом	7	4
83	их в	3	4
84	что все	1	4
85	и ее	2	4
86	того чтобы	6	4
87	по своей	1	4
88	во всем	1	4
89	времени и	1	4
90	и других	1	4
91	о том	8	4
92	в ту	1	4
93	с одной	3	4
94	в качестве	2	4
95	конечно не	3	4
96	так как	11	4
97	в изображении	2	4
98	пор еще	1	4
99	в основе	2	4
100	в своих	2	4
101	в их	2	3
102	на них	3	3
103	в своем	8	3
104	перед нами	1	3
105	и наконец	1	3
106	здесь нет	4	3
107	не мог	2	3
108	не в	4	3
109	но он	1	3
110	на рубеже	1	3
111	особый характер	1	3
112	здесь мы	1	3
113	и о	2	3
114	в другом	2	3
115	в образе	2	3
116	и здесь	4	3
117	настоящее время	1	3
118	все его	1	3
119	а также	2	3
120	между тем	2	3
121	одной из	3	3
122	так что	6	3
123	по традиции	1	3
124	был бы	2	3
125	мы находим	1	3
126	что и	8	3
127	может быть	6	3
128	что для	2	3
129	в некоторых	1	3
130	не на	1	3
131	сказать что	1	3
132	с помощью	4	3
133	не были	1	3
134	к его	1	3
135	образом и	1	3
136	в первой	1	3
137	в связи	4	3
138	в настоящее	1	3
139	бы в	4	3
140	то что	4	3
141	том числе	1	3
142	самом деле	6	2
143	персонажей в	1	2
144	из всех	2	2
145	для своего	1	2
146	мы не	2	2
147	к началу	3	2
148	первый план	1	2
149	конечно в	1	2
150	бы то	2	2
151	взгляде на	1	2
152	с другой	4	2
153	мы у	1	2
154	эпизод с	1	2
155	себе и	1	2
156	что они	2	2
157	как к	1	2
158	все остальные	2	2
159	хотя и	5	2
160	когда он	4	2
161	целый ряд	2	2
162	и как	1	2
163	в действительности	1	2
164	и хотя	2	2
165	за это	1	2
166	в нашем	1	2
167	еще один	1	2
168	на осла	1	2
169	и те	1	2
170	на площади	1	2
171	что она	4	2
172	греческие имена	1	2
173	ни было	2	2
174	и еще	3	2
175	не как	2	2
176	для понимания	2	2
177	картины мира	1	2
178	людей и	2	2
179	в мире	2	2
180	его в	8	2
181	по всему	3	2
182	ни в	10	2
183	с тем	4	2
184	в слове	1	2
185	он и	2	2
186	несмотря на	4	2
187	в развитии	2	2
188	или менее	1	2
189	в своей	5	2
190	в котором	2	2
191	с точки	3	2
192	в которых	5	2
193	друг другу	1	2
194	если бы	8	2
195	вернемся к	1	2
196	на котором	1	2
197	о них	1	2
198	дело не	2	2
199	того как	1	2
200	к концу	2	2
201	ему и	2	2
202	что на	1	2
203	мы встречаем	1	2
204	он называет	2	2
205	похож на	1	2
206	числе и	1	2
207	своему характеру	1	2
208	нашей работы	1	2
209	то время	2	2
210	и совершенно	1	2
211	и сам	5	2
212	с собой	1	2
213	во многом	1	2
214	сохранился и	1	2
215	когда в	1	2
216	могла быть	1	2
217	с ним	5	2
218	этих условиях	1	2
219	язык и	1	2
220	его жизни	1	2
221	можно сказать	1	2
222	и во	2	2
223	к нему	5	2
224	этот момент	1	2
225	на одном	1	2
226	было бы	3	2
227	что он	8	2
228	действующих лиц	1	2
229	это не	2	2
230	образов в	1	2
231	события и	1	2
232	уже в	2	2
233	только на	1	2
234	ни одного	1	2
235	этому вопросу	1	2
236	из них	5	2
237	в одном	2	2
238	к ним	3	2
239	как раз	6	2
240	в других	3	2
241	для того	6	2
242	человека и	2	2
243	возможно что	3	2
244	далеко не	3	2
245	нового времени	2	2
246	говорит о	1	2
247	v в	1	2
248	одной стороны	3	2
