N	2gram	Trubetskoy_1	Istorich
1	и в	26	24
2	не только	10	21
3	что он	4	21
4	может быть	10	14
5	не может	4	14
6	что в	9	13
7	в этих	4	13
8	мы имеем	2	12
9	как в	1	12
10	в этом	15	12
11	в ином	1	12
12	и здесь	2	12
13	но и	9	11
14	это не	1	10
15	том что	7	10
16	и что	4	10
17	у него	1	10
18	мы видим	1	10
19	а в	4	10
20	все же	6	9
21	с другой	8	9
22	не в	2	9
23	о том	6	9
24	потому что	7	9
25	и другие	3	9
26	то же	4	8
27	еще не	2	8
28	что и	6	8
29	так как	9	8
30	другой стороны	1	8
31	а не	5	8
32	все это	6	8
33	во всех	2	7
34	то что	7	7
35	в первую	1	7
36	таким образом	22	7
37	мы видели	2	7
38	с собой	1	7
39	к нему	7	7
40	что здесь	1	7
41	один из	2	7
42	в том	11	7
43	вместе с	15	7
44	что это	3	6
45	но не	8	6
46	в нем	4	6
47	он не	4	6
48	всех этих	1	6
49	как и	1	6
50	и все	2	6
51	а именно	1	6
52	того что	3	6
53	только в	4	6
54	тем что	1	6
55	так же	5	6
56	с этой	3	6
57	во время	4	6
58	в чем	1	5
59	с одной	7	5
60	отношение к	5	5
61	но в	7	5
62	имеем в	1	5
63	что она	1	5
64	не менее	3	5
65	с ним	1	5
66	дело не	1	5
67	ничего не	1	5
68	так и	6	5
69	представляют собой	1	5
70	одной стороны	7	5
71	там где	1	5
72	же как	3	4
73	начинается с	1	4
74	он может	1	4
75	мы уже	1	4
76	мы не	1	4
77	представляет собой	3	4
78	как бы	12	4
79	при этом	3	4
80	мы можем	2	4
81	но все	7	4
82	не всегда	2	4
83	точки зрения	13	4
84	в их	1	4
85	тем не	3	4
86	состязания в	1	4
87	по существу	2	4
88	не имеет	5	4
89	никогда не	5	4
90	в других	3	4
91	своего отца	1	4
92	совершенно ясно	1	4
93	то не	1	4
94	после того	1	4
95	с того	2	4
96	характер состязания	1	4
97	если не	2	4
98	в данном	1	4
99	и не	8	4
100	мы должны	6	4
101	одной из	5	4
102	не вполне	3	3
103	с его	2	3
104	тогда как	1	3
105	тоже не	1	3
106	что они	1	3
107	эта связь	1	3
108	кроме того	1	3
109	когда он	3	3
110	и наконец	2	3
111	из этих	10	3
112	на то	2	3
113	если он	1	3
114	и если	3	3
115	и по	4	3
116	его в	1	3
117	в них	2	3
118	представление о	6	3
119	должны были	1	3
120	в конце	6	3
121	но они	1	3
122	тогда когда	2	3
123	того как	1	3
124	видим что	1	3
125	и его	1	3
126	связи с	9	3
127	из одного	1	3
128	должны быть	1	3
129	данном случае	1	3
130	в образе	2	3
131	в качестве	3	3
132	чаще всего	1	3
133	так что	3	3
134	уже в	2	3
135	при помощи	1	3
136	возможно что	1	3
