N	3gram	Potebnia_M_3	EvropaiE
1	в то же	5	15
2	то же время	5	14
3	с одной стороны	3	8
4	одной стороны и	1	6
5	в том что	16	6
6	для того чтобы	3	5
7	не только в	4	4
8	само по себе	3	4
9	в их отношении	1	3
10	в этом отношении	2	3
11	можно думать что	2	3
12	друг с другом	1	3
13	их отношении к	1	3
14	в некотором смысле	2	3
15	между тем в	1	3
16	как бы ни	2	3
17	можно сказать что	2	3
18	заключает в себе	5	3
19	того что в	1	2
20	не говоря уже	1	2
21	нам кажется что	1	2
22	а тем более	1	2
23	только в том	3	2
24	и со стороны	1	2
25	из того что	1	2
26	рано или поздно	1	2
27	с течением времени	1	2
28	в данном случае	1	2
29	заключается в том	1	2
30	так и в	2	2
31	с другой стороны	4	2
32	вслед за тем	3	2
33	не может быть	3	2
34	по себе не	1	2
35	в свою очередь	3	2
36	так же мало	1	2
37	на то что	1	2
38	друг от друга	1	2
39	но не только	1	2
40	как мы видели	1	2
41	и связанное с	1	1
42	заключающее в себе	1	1
43	связанное с ним	1	1
44	более или менее	3	1
45	мы видели в	1	1
46	и та и	1	1
47	во многих случаях	1	1
48	что для него	1	1
49	в том же	2	1
50	то есть к	3	1
51	что само по	1	1
52	в области где	1	1
53	что как бы	1	1
54	не заключает в	2	1
55	говоря уже о	1	1
56	и то и	1	1
57	то и другое	1	1
58	того что мы	2	1
59	есть то что	1	1
60	но и в	4	1
61	и та же	1	1
62	с другой и	1	1
63	в своей совокупности	1	1
64	есть такая же	2	1
65	и в некотором	1	1
66	и человеческой жизни	1	1
67	в противном случае	1	1
68	мы оставим в	1	1
69	оставим в стороне	1	1
70	какова должна быть	1	1
71	и тот же	1	1
72	себе не только	1	1
73	смысле этого слова	7	1
74	было бы совершенно	1	1
75	теперь не только	1	1
76	не могут быть	2	1
77	в том случае	1	1
78	то время как	1	1
79	одна и та	1	1
80	это зависит от	1	1
81	в других случаях	1	1
82	окажется что в	1	1
83	каждого из них	1	1
84	один и тот	1	1
85	с но и	1	1
86	занять место в	1	1
87	вовсе не в	1	1
88	мы не можем	2	1
89	том смысле что	1	1
90	в то время	4	1
91	и тем самым	1	1
92	это значит что	1	1
93	именно потому что	1	1
94	но не в	1	1
95	та и другая	1	1
96	что оно не	1	1
97	для нас в	1	1
98	к тому что	2	1
99	в том смысле	3	1
100	или вовсе не	1	1
101	с такими же	1	1
102	но и то	1	1
103	в себе не	2	1
104	к тому же	1	1
105	главным образом из	1	1
106	только тогда когда	7	1
107	и т д	3	1
