N	3gram	Bakhtin_Fr_4	Analitik
1	не может быть	1	16
2	в том что	1	9
3	в то же	8	8
4	в отличие от	1	6
5	то же время	8	6
6	с точки зрения	2	4
7	и не может	1	4
8	в конечном счете	1	4
9	к тому же	1	4
10	о том что	2	3
11	подобно тому как	3	3
12	в том числе	3	3
13	для того чтобы	3	3
14	с одной стороны	2	3
15	в полной мере	1	3
16	и того же	1	2
17	нет и не	1	2
18	и к тому	1	2
19	то же самое	1	2
20	но и в	3	2
21	в этом отношении	1	2
22	в данном случае	1	2
23	но в то	1	2
24	по природе своей	1	2
25	с другой стороны	3	2
26	одного и того	1	2
27	тех или иных	1	2
28	более или менее	3	1
29	один и тот	2	1
30	в соответствии с	1	1
31	как будто не	1	1
32	до сих пор	1	1
33	да и в	1	1
34	том случае если	1	1
35	в том случае	1	1
36	как мы увидим	1	1
37	на самом же	2	1
38	том числе и	2	1
39	вследствие чего она	1	1
40	же время они	1	1
41	одно и то	1	1
42	не только в	2	1
43	в особенности же	1	1
44	на первый взгляд	1	1
45	смысле этого слова	1	1
46	и то же	1	1
47	в свою очередь	1	1
48	а с другой	1	1
49	и как бы	1	1
50	все же не	1	1
51	смертью в той	1	1
52	самом же деле	2	1
53	включает в себя	1	1
54	далеко не все	1	1
55	в той же	1	1
56	в связи с	1	1
57	аспекта одного и	1	1
58	конечно далеко не	2	1
59	в том же	1	1
60	может быть ни	1	1
61	и тот же	2	1
