N	2gram	Bakhtin_fo_1	Analitik
1	в качестве	3	31
2	может быть	11	29
3	в том	9	27
4	не может	6	22
5	и не	14	21
6	в частности	6	19
7	и в	50	18
8	но и	8	17
9	а не	3	17
10	отнюдь не	5	15
11	не только	9	15
12	не в	5	14
13	в этом	25	13
14	как и	8	13
15	в его	13	13
16	при этом	3	12
17	том что	4	12
18	в себе	3	11
19	то есть	33	11
20	но не	5	10
21	то же	11	9
22	в то	9	9
23	а в	3	9
24	есть не	3	8
25	в мире	1	8
26	но в	10	8
27	в той	4	8
28	к тому	3	7
29	этого слова	1	7
30	я и	1	6
31	мы имеем	1	6
32	в сущности	3	6
33	по отношению	3	6
34	отличие от	2	6
35	в самом	8	6
36	это не	6	6
37	далеко не	2	6
38	точки зрения	5	6
39	в своей	2	6
40	в отличие	2	6
41	в основе	5	6
42	по своей	1	6
43	той или	2	6
44	должен быть	1	6
45	в себя	1	6
46	времени и	10	6
47	же время	9	6
48	только в	4	6
49	себя в	1	6
50	то что	6	6
51	или иной	2	6
52	прежде всего	15	6
53	в их	6	5
54	и на	8	5
55	и как	10	5
56	в целом	2	5
57	в этой	1	5
58	лишь в	6	5
59	и его	16	5
60	имеет место	3	5
61	о том	1	5
62	и того	6	5
63	и т.п	4	5
64	как бы	2	5
65	отношению к	5	5
66	что в	5	5
67	того же	8	4
68	из того	1	4
69	в широком	2	4
70	все же	6	4
71	тому же	2	4
72	не следует	1	4
73	с другими	3	4
74	с точки	2	4
75	и другого	1	4
76	и более	1	4
77	по себе	2	4
78	ни в	8	4
79	могут быть	5	4
80	так и	12	4
81	с ним	2	4
82	в другом	1	4
83	с другой	2	4
84	того что	2	4
85	и пространстве	1	4
86	уже не	2	4
87	для того	5	4
88	с другим	1	4
89	именно в	3	4
90	себя и	3	4
91	во времени	3	4
92	вместе с	3	4
93	из которых	1	4
94	в литературе	16	4
95	не более	1	4
96	и т	8	3
97	одним из	1	3
98	и есть	1	3
99	между двумя	6	3
100	подхода к	3	3
101	место в	2	3
102	однако не	1	3
103	вступает в	2	3
104	и к	2	3
105	автора и	2	3
106	в нашем	2	3
107	как он	2	3
108	в нем	24	3
109	он не	5	3
110	вследствие этого	3	3
111	по природе	2	3
112	таким образом	11	3
113	нашем случае	1	3
114	в котором	4	3
115	разного рода	2	3
116	своего рода	1	3
117	дело не	1	3
118	того чтобы	5	3
119	т п	8	3
120	того и	2	3
121	в таком	3	3
122	не могут	3	3
123	в состав	1	3
124	могла бы	1	3
125	если бы	5	3
126	а также	2	3
127	с его	9	3
128	еще не	5	3
129	и представляет	1	3
130	вопрос об	1	3
131	с одной	3	3
132	ни с	2	3
133	никто не	2	3
134	что и	3	3
135	одной стороны	2	3
136	что не	3	3
137	более того	3	3
138	человек в	3	3
139	что мы	2	3
140	она может	1	3
141	и все	6	3
142	хотя бы	2	3
143	что он	1	3
144	том числе	4	3
145	отношения к	3	2
146	самом деле	1	2
147	он может	1	2
148	иметь место	1	2
149	также и	2	2
150	той же	2	2
151	а как	3	2
152	на себя	2	2
153	и то	4	2
154	между собой	4	2
155	события в	1	2
156	данном случае	1	2
157	на основе	2	2
158	то он	1	2
159	отношение к	2	2
160	нет и	2	2
161	человеческого бытия	1	2
162	встречи с	2	2
163	могли бы	1	2
164	не являются	2	2
165	его к	1	2
166	в которой	2	2
167	природе своей	2	2
168	все эти	9	2
169	к месту	1	2
170	бы не	1	2
171	из этих	1	2
172	и до	5	2
173	широком смысле	2	2
174	не к	2	2
175	и по	2	2
176	и с	4	2
177	самим собой	2	2
178	из них	1	2
179	вовсе не	13	2
180	так как	6	2
181	рода и	1	2
182	жизни но	5	2
183	одного и	5	2
184	для него	2	2
185	не становится	1	2
186	не столько	1	2
187	вопрос о	2	2
188	которые в	1	2
189	произведений искусства	1	2
190	тогда когда	2	2
191	в процессе	4	2
192	никогда не	2	2
193	и является	2	2
194	потому что	4	2
195	отличается от	1	2
196	для себя	7	2
197	как мы	14	2
198	роль в	9	2
199	здесь не	4	2
200	в пределах	5	2
201	в искусстве	1	2
202	и сам	1	2
203	особенно в	1	2
204	должно быть	1	2
205	но к	1	2
206	за пределами	1	2
207	все прочие	1	2
208	этом ряду	1	2
209	романа в	5	2
210	может иметь	1	2
211	один из	3	2
212	или не	2	2
213	в начале	3	2
214	при помощи	1	2
215	его и	2	2
216	в новом	1	2
217	сами по	1	2
218	при всей	1	2
219	не о	2	2
220	бытия и	1	2
221	этом отношении	3	2
222	было бы	2	2
223	соответствии с	2	2
224	и составляет	1	2
225	в ряду	1	2
226	что из	1	2
227	мира в	3	2
228	на фоне	3	2
229	и потому	3	2
230	в присутствии	4	2
231	неотделимо от	2	2
232	в данном	2	2
233	она есть	1	2
234	не предполагает	1	2
235	и тогда	1	2
236	не является	2	2
237	в собственно	1	2
238	тем более	1	2
239	мире и	2	2
240	нет ничего	4	2
241	была бы	2	2
242	культуры в	1	2
243	героя в	1	2
244	например в	6	1
245	человека и	11	1
246	это сюжетное	1	1
247	смысле слова	2	1
248	тех же	2	1
249	самих событий	1	1
250	этого мира	4	1
