N	2gram	Bakhtin_sl_1	Sovremen
1	не может	14	17
2	может быть	14	12
3	точки зрения	16	12
4	таким образом	9	11
5	мы не	2	9
6	в каждом	4	8
7	в этом	12	7
8	и в	41	7
9	ничего не	4	6
10	как и	4	6
11	и не	16	6
12	в результате	3	6
13	и наконец	4	5
14	все эти	9	5
15	прежде всего	8	5
16	с точки	8	5
17	в условиях	2	5
18	в зависимости	3	4
19	зависимости от	3	4
20	нет и	1	4
21	в том	3	4
22	в целом	2	4
23	если мы	2	4
24	из них	3	4
25	так как	3	4
26	мы видели	1	4
27	не только	16	4
28	системы в	1	4
29	с помощью	1	4
30	как бы	12	4
31	вместе с	1	4
32	это не	6	4
33	точку зрения	3	4
34	а в	6	4
35	жизни и	1	4
36	он может	2	3
37	в первом	3	3
38	с самого	1	3
39	то же	14	3
40	между собой	2	3
41	может не	8	3
42	все же	7	3
43	еще не	4	3
44	но в	8	3
45	он в	5	3
46	у каждого	2	3
47	в этой	1	3
48	в себе	3	3
49	что она	1	3
50	в одном	2	3
51	в нем	30	3
52	при этом	6	3
53	было бы	3	3
54	а не	15	3
55	и потому	4	3
56	мы называем	1	3
57	не в	7	3
58	все это	5	3
59	самого начала	1	3
60	одна из	2	3
61	для нас	2	3
62	и все	4	3
63	в системе	1	3
64	у нас	2	3
65	поэтому мы	1	3
66	состоит из	1	3
67	и к	5	3
68	отличается от	1	3
69	как известно	1	2
70	как мы	8	2
71	свою очередь	2	2
72	между всеми	1	2
73	и есть	1	2
74	приводит к	1	2
75	роль в	2	2
76	той же	2	2
77	каждого из	1	2
78	на этом	2	2
79	для его	1	2
80	из одного	2	2
81	и даже	6	2
82	только так	1	2
83	и что	1	2
84	на другом	1	2
85	на их	1	2
86	и во	3	2
87	в его	13	2
88	может иметь	1	2
89	с этим	3	2
90	быть и	4	2
91	только один	1	2
92	в самом	5	2
93	в которой	4	2
94	или же	1	2
95	из этих	3	2
96	с одной	4	2
97	со всеми	1	2
98	и они	1	2
99	уже не	2	2
100	то и	1	2
101	так сказать	5	2
102	с другом	2	2
103	в виде	2	2
104	на его	8	2
105	тем не	1	2
106	всяком случае	5	2
107	у него	3	2
108	и по	2	2
109	отличие от	1	2
110	то ни	1	2
111	что все	2	2
112	значение в	1	2
113	с общим	1	2
114	конечно в	1	2
115	своим особым	1	2
116	или иной	9	2
117	а на	2	2
118	на этот	1	2
119	в один	1	2
120	он должен	1	2
121	в отличие	1	2
122	такого рода	2	2
123	друг с	2	2
124	же мы	1	2
125	не менее	1	2
126	на котором	1	2
127	не знаем	1	2
128	еще более	5	2
129	мы видим	2	2
130	не дает	1	2
131	тот же	1	2
132	в свою	3	2
133	своего предмета	5	2
134	совершенно не	2	2
135	не могут	3	2
136	могут быть	19	2
137	помощью которых	1	2
138	в таком	1	2
139	во всяком	7	2
140	должен быть	1	1
141	правда не	2	1
142	и это	1	1
143	оно может	2	1
144	совпадают с	1	1
145	с жизнью	1	1
146	с ее	4	1
147	реагирует на	1	1
148	лишь там	1	1
149	на самом	2	1
150	ведь в	1	1
151	за все	1	1
152	характерное для	1	1
153	так в	2	1
154	по преимуществу	4	1
155	в своеобразную	1	1
156	и до	1	1
157	не имеют	1	1
158	иметь место	1	1
159	входящих в	1	1
160	по аналогии	1	1
161	можно было	2	1
162	мы уже	2	1
163	те же	2	1
164	из всех	1	1
165	есть не	1	1
166	в споре	1	1
167	в социальном	1	1
168	мы имеем	1	1
169	же как	2	1
170	в субъективном	1	1
171	это только	1	1
172	обладает способностью	1	1
173	что уже	1	1
174	двух и	1	1
175	если бы	1	1
176	же просто	1	1
177	и вообще	2	1
178	совсем иное	1	1
179	плоскость в	1	1
180	нечто совсем	1	1
181	того же	6	1
182	о том	3	1
183	в ней	4	1
184	на предметы	1	1
185	одного из	2	1
186	она всегда	1	1
187	аналогии с	1	1
188	именно эти	1	1
189	все его	4	1
190	же время	12	1
191	в вопросах	1	1
192	бы то	1	1
193	его в	3	1
194	с его	4	1
195	во всех	17	1
196	те или	3	1
197	различия между	2	1
198	данном случае	3	1
199	своем основном	1	1
200	но не	2	1
201	или иные	3	1
202	к этому	2	1
203	данного элемента	1	1
204	но как	1	1
205	точка зрения	8	1
206	из каждого	1	1
207	во втором	1	1
208	а потому	1	1
209	крайней мере	1	1
210	один и	1	1
211	может стать	1	1
212	к концу	1	1
213	все время	3	1
214	например при	1	1
215	стороны и	1	1
216	к нему	5	1
217	форму и	1	1
218	известном смысле	2	1
219	один из	4	1
220	кроме того	4	1
221	целого из	1	1
222	отдельных конкретных	1	1
223	одной из	3	1
224	ли он	4	1
225	в действительности	1	1
226	только в	6	1
227	именно эта	2	1
228	в этот	1	1
229	та же	1	1
230	к другому	1	1
