N	3gram	Bakhtin_Pr_4	SlovoVZh
1	по отношению к	5	11
2	не может быть	8	7
3	можно сказать что	2	5
4	дело в том	2	4
5	так как если	1	4
6	как если бы	2	4
7	в том что	2	4
8	и не может	7	3
9	отражает в себе	1	3
10	может быть и	1	3
11	до сих пор	8	3
12	и не в	2	3
13	и то же	1	2
14	имеем в виду	3	2
15	с другой стороны	3	2
16	одной стороны и	1	2
17	с точки зрения	9	2
18	звучит так как	1	2
19	одно и то	1	2
20	в отношении к	2	2
21	в данном случае	1	2
22	выходят за пределы	2	2
23	в жизни и	1	2
24	с одной стороны	1	2
25	определяет не только	1	1
26	но прежде всего	1	1
27	и в поэзии	1	1
28	но все же	1	1
29	а между тем	1	1
30	форма сама по	1	1
31	и различные степени	1	1
32	следует отметить что	1	1
33	все же не	1	1
34	ровно ничего не	1	1
35	не должна быть	1	1
36	одним и тем	1	1
37	подчеркнуть что мы	1	1
38	более или менее	3	1
39	во всяком случае	1	1
40	мы уже сказали	2	1
41	они как бы	1	1
42	в самом деле	4	1
43	друг о друге	1	1
44	в этом смысле	2	1
45	самом же деле	1	1
46	бы не было	1	1
47	что до сих	1	1
48	нам кажется что	3	1
49	для историка литературы	1	1
50	самом деле в	1	1
51	между тем как	1	1
52	же как и	1	1
53	и в формах	1	1
54	здесь таким образом	1	1
55	сих пор не	2	1
56	а не к	1	1
57	если же он	1	1
58	что мы имеем	1	1
59	сам по себе	3	1
60	сами по себе	2	1
61	то что мы	1	1
62	становятся все более	1	1
63	но и в	2	1
64	берет на себя	1	1
65	на самом же	1	1
66	о том что	2	1
67	с самого начала	1	1
68	никогда не бывает	1	1
69	но это же	1	1
70	можно было бы	2	1
71	если бы не	1	1
72	отношению к ним	1	1
73	героя никогда не	1	1
74	то же время	5	1
75	как мы уже	2	1
76	быть более или	2	1
77	раз подчеркнуть что	1	1
78	мы имеем в	3	1
79	хотя и здесь	1	1
80	здесь вовсе не	1	1
81	в то же	5	1
82	точек зрения и	2	1
83	в одном голосе	1	1
84	еще раз подчеркнуть	1	1
85	влияние на все	1	1
86	в значительной степени	1	1
87	сама по себе	2	1
88	если бы оно	1	1
89	и в нем	1	1
90	том что все	1	1
91	так же как	1	1
92	не совпадает с	1	1
93	как и в	3	1
94	и тем же	1	1
95	к тому же	1	1
96	но в то	2	1
97	мы увидим что	2	1
98	может быть более	2	1
99	в высшей степени	1	1
100	в том же	1	1
101	определяет его структуру	1	1
